university_id,2024 RANK,2023 RANK,University,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Student Population,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Quality of Education,Alumni Employment,Quality of Faculty,Quality_Publications,Influence,Citations_Count,Latitude,Longitude,type,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,Country_Avg_Citations,female_percentage,male_percentage,Subject_Field,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,City,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,universities_ranked_count_y
U0398,711-720,801-1000,"University of Maryland, Baltimore County",US,United States,M,FC,VH,4,A,10.6,601+,13.1,601+,13.4,701+,18.1,581,59.4,318,15.9,601,6.2,701+,10.8,701+,38.7,370,11668,11%,46:54:00,40.5095,28.8,24.6,61.5,66.8,50.1,2024,667,1001,304,658,389,541,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,46,54,"Sociology,Languages, Literature & Linguistics,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Biological Sciences,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Geography,General Engineering,History, Philosophy & Theology,Agriculture & Forestry,Electrical & Electronic Engineering,Chemistry,Computer Science,Communication & Media Studies,Other Health,Accounting & Finance,Business & Management,Education,Mathematics & Statistics,Chemical Engineering",52.8,75,12398,8100,4298,1.074,52630.5,19,95.5,7.5,10,751-800,825.5,11.5,Baltimore,North America,834,14,0.5,46.74,11.95,37.65,1.071942446,0.457942058,658.3,0.478680279,150,2111,192
U0399,711-720,701-750,University of Westminster,UK,United Kingdom,L,CO,HI,3,A,12.9,601+,6.7,601+,5.9,701+,6,701+,78.4,235,100,28,1.9,701+,16.3,515,1.9,701+,17315,48%,60:40:00,35.6945,19.4,18.1,55.3,40,87.1,2024,,,,,,,,,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,60,40,Arts & Humanities,9,75,19530,13899,5631,8.591,52630.5,51,95.5,7.5,10,701-750,825.5,11.5,London,Europe,861,20,1.869565217,40.42,11.5,89.2,5.08,0.116298701,0,0.205898621,72,6508,126
U0400,721-730,551-560,Jeonbuk National University,KR,South Korea,L,FC,VH,4,A,16.7,531,10.7,601+,65.8,207,9.7,701+,8.2,701+,7.4,701+,2.9,701+,5.1,701+,3.1,701+,20118,7%,46:54:00,35.6075,30.2,27.3,45,68.1,34.1,2024,,,,,,,,,Public,18,62,43.17502778,24.98333333,667.5,605,46,54,Arts & Humanities,21.4,100,18726,13328,5398,1.371,52630.5,10,95.5,7.5,10,571-580,705.5,11.5,Jeonju,Asia,2.345,8,0.5,37.92,7.9,7.8,2.63,0.181318681,0,0.214902287,150,3846,43
U0401,721-730,751-800,Temple University,US,United States,L,FC,VH,5,A,12.5,601+,7.9,601+,26.4,565,18.8,570,3.4,701+,5.7,701+,48.1,326,18.3,455,23,514,34069,6%,56:44:00,50.6995,40.7,24.3,85.2,70.4,43.6,2024,537,754,304,321,296,327,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,56,44,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",43.3,100,30684,20088,10596,2.097,52630.5,6,95.5,7.5,10,751-800,725.5,11.5,Philadelphia,North America,2.767,12,0.5,60.84,13.1,4.55,138.0556559,0.308291708,532.2,0.49362082,291,21114,192
U0402,721-730,1001-1200,Ton Duc Thang University,VN,Vietnam,L,FO,VH,3,B,4.2,601+,10.2,601+,5.1,701+,34.6,394,18.4,610,1.6,701+,84.9,117,11.8,701+,6.8,701+,28400,1%,57:43:00,41.194,12.9,16,90.6,20.9,63.1,2024,,,,,,,,,Private,3,629,33.961,7,966,18.73,57,43,Engineering & Technology,74.8,100,27459,17571,9888,378,52630.5,2,95.5,7.5,10,1001-1200,684,11.5,Ho Chi Minh City,Asia,1512,18,0.5,60.76,11,10,3.08,0,0,0.255674842,389,6700,10
U0403,721-730,1001-1200,University of Belgrade,RS,Serbia,XL,FC,VH,5,A,17.8,501,5.2,601+,4.3,701+,5.3,701+,2.9,701+,4.3,701+,95.4,50,56.7,110,16.1,592,91494,5%,62:38:00,33.466,21.3,27,49.4,34,42.3,2024,542,1001,304,370,491,327,44.02432285,21.07657433,Public,3,964,28.84233333,10.2,1193.666667,327,62,38,Engineering & Technology,10.1,100,91512,70102,21410,"4,610",52630.5,5,95.5,7.5,10,1001-1200,765.5,11.5,Belgrade,Europe,4674,21,0.5,40.44,30.95,3.6,0.033590073,0.326673327,608.3,0.387920726,282,27531,2
U0404,721-730,701-750,University of Oregon,US,United States,L,CO,VH,5,A,17.7,503,8.6,601+,11.2,701+,24,502,12.5,701+,4.5,701+,8.9,699,18.3,457,30.7,438,21185,6%,55:45:00,47.8875,31.1,30.5,79.4,70.2,43.2,2024,476,1001,304,431,298,405,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,55,45,"History, Philosophy & Theology,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Accounting & Finance,Mathematics & Statistics,Biological Sciences,Communication & Media Studies",70.4,100,22659,14576,8083,1.74,52630.5,5,95.5,7.5,10,651-700,755.5,11.5,Eugene,North America,1.583,13,0.5,59.84,13.45,8.5,373.9734681,0.362837163,581.9,0.504174063,164,5465,192
U0405,731-740,801-1000,"Adam Mickiewicz University, PoznaÅ„",PL,Poland,L,CO,VH,5,A,15.8,554,8.7,601+,29.7,523,5,701+,7,701+,7,701+,59.5,247,12.6,689,38.4,373,33268,6%,68:32:00,31.1165,19.7,28.4,43.5,29.6,37.8,2024,,,,,,,,,Public,8,614,28.03875,13.5375,1234.625,479,68,32,,,100,22317,11755,10197.5,1.157,52630.5,10.5,95.5,7.5,10,801-1000,9.5,11.5,PoznaÅ„,Europe,2.808,12,0.5,37.46,10.65,7,,0.143556444,0,0.185585539,,,
U0406,731-740,651-700,Alfaisal University,SA,Saudi Arabia,S,FO,VH,2,B,3.9,601+,3.2,601+,23.9,594,10.7,701+,100,26,89.4,120,1.1,701+,9.2,701+,1.2,701+,3274,32%,56:44:00,42.339,24.1,15.2,72.7,42.1,97.7,2024,,,,,,,,,,9,424,39.26633333,13.54444444,721.5555556,898,56,44,Life Sciences & Medicine,21.8,,3443,2407,1036,,52630.5,37,95.5,7.5,10,,825.5,11.5,,,260,13.24230769,0.5,49.7,6.2,94.7,3.23,0.269130869,0,0.297216704,48,841,38
U0407,731-740,801-1000,Bournemouth University,UK,United Kingdom,L,CO,HI,3,A,5.7,601+,8.3,601+,6.1,701+,17.4,594,81.2,224,50.1,293,23.3,515,10,701+,18.4,560,14260,21%,53:47:00,47.184,23.2,21.1,86.7,38.4,89,2024,,,,,,,,,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,53,47,Social Sciences & Management,29.4,75,15605,10865,4740,3.075,52630.5,24,95.5,7.5,10,751-800,825.5,11.5,Poole,Europe,773,20,1.869565217,60.46,9.15,65.65,4.24,0.116298701,0,0.308741932,193,5413,126
U0408,731-740,751-800,University of Siena,IT,Italy,L,FC,HI,5,A,12.5,601+,2.6,601+,8.6,701+,33.2,411,2.1,701+,15.1,617,16,585,8.3,701+,49.4,312,13115,10%,63:37:00,44.2175,25,25.6,75.9,74.9,48.7,2024,667,1001,304,468,429,304,42.6384261,12.674297,Public,18,181,47.393,24.45,458.7222222,335.6666667,63,37,Life Sciences & Medicine,60.2,75,10480,6777,3703,1.5,52630.5,9,95.5,7.5,10,601-650,607,11.5,Siena,Europe,741,16,0.5,55.78,5.45,8.6,0.682860999,0.313186813,658.3,0.482772721,159,1746,80
U0409,741-750,801-1000,Budapest University of Technology and Economics,HU,Hungary,L,FO,VH,5,A,14.3,601+,19.4,464,15.2,701+,8.9,701+,2.5,701+,18.8,562,25.4,493,25,329,40.8,360,18621,13%,31 : 69,27.788,22.2,18.3,35.8,59.3,37.6,2024,478,1001,304,843,905,673,41.9767629,-72.7789842,Public,8,779,28.8165,12.025,1190.875,629.25,31,69,Arts & Humanities,15.3,100,18656,13765,4891,1.988,52630.5,15,95.5,7.5,10,801-1000,715.5,11.5,Budapest,Europe,1.32,14,0.5,28.8,22.2,10.65,581.0606061,0.659215784,582.7,0.409612784,112,4868,15
U0410,741-750,751-800,Instituto PolitÃ©cnico Nacional (IPN),MX,Mexico,XL,FO,VH,4,A,20.4,429,40.2,235,8.7,701+,2.1,701+,2.6,701+,1.1,701+,6.9,701+,9.8,701+,33.5,413,141583,0%,42:58:00,16.308,20.7,9.9,14.5,26.7,25.5,2024,,,,,,,,,Public,3,1741,16.54016667,14.8,1769.333333,,42,58,,,100,22317,11755,10197.5,463,52630.5,10.5,95.5,7.5,10,751-800,9.5,11.5,Ciudad de MÃ©xico,Latin America,8.262,16,0.5,12.66,25,1.85,,0,0,0.019980804,,,
U0411,741-750,701-750,Jadavpur University,IN,India,L,CO,VH,5,A,16.3,538,5.1,601+,8.3,701+,37.9,368,,,1,701+,3.1,701+,14.4,587,21.2,533,14338,0%,31 : 69,31.6515,35.3,15.8,46,35.4,19.2,2024,667,1001,304,841,1001,460,22.3511148,78.6677428,Public,16,218,38.128875,14.1375,783.3125,777,31,69,Social Sciences & Management,55.8,100,12547,7022,5525,67,52630.5,0,95.5,7.5,10,651-700,676,11.5,Kolkata,Asia,718,15,0.5,33.92,9.75,0.5,0.917827298,0.554545455,658.3,0.4307921,211,2219,163
U0412,741-750,801-1000,University of the Punjab,PK,Pakistan,L,CO,VH,5,A,14.2,601+,52.3,154,5.3,701+,9.8,701+,2.9,701+,1.3,701+,5.2,701+,14.6,574,4.9,701+,28692,1%,52:48:00,35.653,27.7,14.7,62.4,24.9,46.7,2024,,,,,,,,,Public,6,486,33.59258333,10.95,981.5,541,52,48,Natural Sciences,24.4,100,28679,19141,9538,180,52630.5,1,95.5,7.5,10,801-1000,542,11.5,Lahore,Asia,1340,20,0.5,43.32,33.45,2.1,4.76,0.162137862,0,0.225179843,187,8191,57
U0413,741-750,801-1000,University of the West of England,UK,United Kingdom,XL,CO,HI,3,A,9.2,601+,9.4,601+,8.4,701+,10.8,701+,48.4,363,75.8,183,24.8,499,8.9,701+,21.6,528,26890,25%,52:48:00,41.9855,19.5,15,82.6,30.2,78.6,2024,,,,,,,,,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,52,48,Life Sciences & Medicine,11.9,100,29680,19879,9801,"5,698",52630.5,29,95.5,7.5,10,801-1000,745.5,11.5,Bristol,Europe,1568,16,1.869565217,55.56,9.15,62.1,3.73,0.116298701,0,0.273696099,144,9755,123
U0414,751-760,801-1000,Kasetsart University,TH,Thailand,XL,CO,VH,4,A,24.3,356,21.8,431,6.2,701+,2.5,701+,4.8,701+,1.3,701+,5.2,701+,19.3,435,51.5,297,70633,1%,62:38:00,19.6065,18.1,12.6,23.5,25.7,33.8,2024,,,,,,,,,Public,10,612,27.2866,24.82,1271.3,732.25,62,38,Social Sciences & Management,4.6,75,69827,46288,23539,671,52630.5,1,95.5,7.5,10,801-1000,705.5,11.5,Bangkok,Asia,3.489,19,0.5,19.14,20.55,3.05,3.83,0.219455544,0,0.106372968,147,27847,23
U0415,751-760,801-1000,Liverpool John Moores University,UK,United Kingdom,L,CO,VH,3,A,9.9,601+,6.8,601+,8.4,701+,14.5,645,48.1,365,24.4,480,56.2,278,10.4,701+,24.4,497,23200,16%,54:46:00,42.92,21.6,19.3,77.7,35.4,83,2024,667,1001,304,693,420,673,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,54,46,"Sport Science,Art, Performing Arts & Design,Education,Civil Engineering,Electrical & Electronic Engineering,Other Health,Architecture,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Veterinary Science,Sociology,Computer Science,Accounting & Finance,Business & Management,Geography,Mechanical & Aerospace Engineering,Psychology,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Law,Mathematics & Statistics,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies",48.4,100,24415,17697,6718,3.438,52630.5,16,95.5,7.5,10,801-1000,875.5,11.5,Liverpool ,Europe,1.367,16,1.869565217,54.34,8.6,36.25,647.4030724,0.586928072,658.3,0.541862769,149,6848,126
U0416,751-760,751-800,Riga Technical University,LV,Latvia,M,CO,VH,5,A,11.4,601+,28.2,343,19.7,673,2.9,701+,16.4,644,59.9,248,1.4,701+,18.5,452,15.2,608,10830,22%,34 : 66,30.45,26.4,23.9,32,46.4,57,2024,,,,,,,,,Public,2,1081,30.578,11.95,1086.5,12.11,34,66,Engineering & Technology,6,100,10472,6639,3833,2.197,52630.5,33,95.5,7.5,10,751-800,765.5,11.5,Riga,Europe,891,12,0.5,28.76,23.35,38.15,4.8,0,0,0.122954659,46,3752,5
U0417,751-760,571-580,UniversitÃ© du QuÃ©bec,CA,Canada,XL,FC,HI,4,A,17.3,516,11.8,601+,1.6,701+,16.3,610,37.1,435,11.6,683,19.7,545,14.8,563,27.3,478,51748,11%,58:42:00,45.336,33.7,33.8,57.2,71.5,74.3,2024,,,,,,,,,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,58,42,,,100,22317,11755,10197.5,3.057,52630.5,10.5,95.5,7.5,10,591-600,9.5,11.5,QuÃ©bec,North America,1.908,10,0.5,47.84,13.3,24.35,,0.088368774,0,0.259317333,,,
U0418,751-760,801-1000,University of Zagreb,HR,Croatia,XL,FC,VH,5,A,16.2,539,4.7,601+,23.8,597,4.2,701+,1.5,701+,2.7,701+,74.2,176,44.8,158,19.2,549,58474,3%,60:40:00,30.419,26,15.9,44.7,59.7,31.2,2024,667,1001,304,549,503,460,45.3658443,15.6575209,Public,3,1096,26.87866667,9.333333333,1281.666667,432.5,60,40,Natural Sciences,8.1,100,62046,40313,21733,655,52630.5,4,95.5,7.5,10,751-800,705.5,11.5,Zagreb,Europe,5.259,11,0.5,33.18,24.75,2.1,56.28446473,0.451298701,658.3,0.397833908,161,8776,3
U0419,751-760,601-650,Wayne State University,US,United States,L,FC,VH,5,A,7.8,601+,3.2,601+,64.7,214,12.3,693,12.5,701+,4.8,701+,41.9,364,15.4,545,6.4,701+,22523,5%,61:39:00,44.021,36.4,20.4,70.2,79.3,41.8,2024,667,263,304,234,267,163,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,61,39,"Sociology,Civil Engineering,Law,Biological Sciences,Sport Science,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Computer Science,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Psychology,Business & Management,Education,Accounting & Finance,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Communication & Media Studies",55.2,100,20958,15484,5474,1.278,52630.5,5,95.5,7.5,10,511-520,785.5,11.5,Detroit,North America,2.699,8,0.5,50.28,9.3,8.65,98.55502038,0.193606394,436.9,0.386455435,128,4717,192
U0420,761-770,701-750,King Khalid University,SA,Saudi Arabia,XL,FC,HI,3,A,12.8,601+,5.1,601+,43,366,2.2,701+,100,31,10.2,701+,7.8,701+,7.8,701+,1.1,701+,32078,16%,61:39:00,44.479,29.8,20.1,70.3,48.6,91,2024,,,,,,,,,Public,9,424,39.26633333,13.54444444,721.5555556,898,61,39,Life Sciences & Medicine,7,75,29832,18589,11243,1.171,52630.5,15,95.5,7.5,10,651-700,535,11.5,Abha,Asia,3.544,11,0.5,50.22,6.45,55.1,4.53,0.269130869,0,0.307517001,106,8914,38
U0421,761-770,701-750,Universiti Tenaga Nasional (UNITEN),MY,Malaysia,S,SP,,3,C,7.3,601+,13.8,588,49.1,317,14.6,644,5.7,701+,50.2,291,3,701+,10.4,701+,1.8,701+,4300,19%,32 : 68,37.0685,25.1,16.8,58,70.8,60.8,2024,,,,,,,,,Private,8,685,29.5884375,10.025,1151.625,,32,68,,,100,22317,11755,10197.5,652,52630.5,10.5,95.5,7.5,10,751-800,9.5,11.5,Kajang,Asia,469,10,0.5,41.52,12.1,27.95,,0,0,0.185549031,,,
U0422,761-770,701-750,Virginia Commonwealth University,US,United States,L,FC,VH,5,A,6.7,601+,16.5,521,43.1,365,13.7,662,15.9,653,3.2,701+,39.2,383,12.4,701+,12,642,25944,3%,63:37:00,47.9515,36.4,23.2,82.8,72.7,36.5,2024,667,1001,189,278,251,304,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,63,37,Social Sciences & Management,20,100,25120,18103,7017,995,52630.5,4,95.5,7.5,10,701-750,925.5,11.5,Richmond,North America,2.771,9,0.5,58.96,14.45,9.55,119.090581,0.292207792,623.8,0.493903642,267,20395,192
U0423,771-780,651-700,Sechenov University,RU,Russia,L,SP,,4,A,5.8,601+,4.4,601+,59.7,239,3.4,701+,9.6,701+,66,228,46.5,334,4.7,701+,1.1,701+,15885,26%,69:31:00,35.1195,32.6,17.1,47.7,39.4,62.1,2024,,,,,,,,,Public,24,95,29.87127083,13.9625,1185.041667,541,69,31,Life Sciences & Medicine,36.02207568,100,21906,17542,4364,3.048,52630.5,23,95.5,7.5,10,651-700,1120,11.5,Moscow,Europe,2.027,8,0.5,35.46,4.55,37.8,2.56,0.162137862,0,0.201304479,354,6010,96
U0424,771-780,801-1000,Shoolini University of Biotechnology and Management Sciences,IN,India,S,CO,VH,2,B,8.3,601+,12.6,601+,7.3,701+,42.4,319,24.2,545,1.7,701+,2.1,701+,8,701+,1,701+,3251,1%,47:53:00,44.851,27.6,17.9,85.2,17.7,70,2024,,,,,,,,,,16,218,38.128875,14.1375,783.3125,777,47,53,Natural Sciences,82.6,,3676,2164,1512,,52630.5,1,95.5,7.5,10,,503,11.5,,,274,13.41605839,0.5,58.28,10.3,12.95,1.57,0.232867133,0,0.322208531,122,429,163
U0425,771-780,801-1000,University of Brighton,UK,United Kingdom,L,CO,VH,3,A,8.4,601+,7,601+,8.9,701+,15.8,622,56.2,330,54.2,270,27.6,473,11.2,701+,9.1,687,14525,22%,60:40:00,35.562,19.8,16.5,53.9,60.9,84.4,2024,667,1001,304,873,727,1001,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,60,40,Natural Sciences,24.9,75,14840,10651,4189,3.215,52630.5,23,95.5,7.5,10,801-1000,825.5,11.5,Brighton and Hove,Europe,993,15,1.869565217,38.94,9.1,55.2,1.008056395,0.816298701,658.3,0.526270231,142,4418,126
U0426,781-790,751-800,Syracuse University,US,United States,L,CO,VH,5,B,13.6,601+,9.6,601+,11.8,701+,13.7,661,4.8,701+,44.1,328,11.1,650,30.2,256,23,514,19214,21%,53:47:00,47.2845,33.8,28.2,73.3,72.7,56.5,2024,229,279,304,524,548,541,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,53,47,"Economics & Econometrics,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Civil Engineering,Mathematics & Statistics,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Computer Science,Sport Science,Geography,Business & Management,General Engineering,Psychology",87.1,100,21104,15043,6061,3.571,52630.5,21,95.5,7.5,10,651-700,745.5,11.5,Syracuse,North America,1.374,14,0.5,55.26,19.9,24.45,493.4497817,0.457942058,266.5,0.440960816,74,4552,192
U0427,781-790,467,University of Alaska Fairbanks,US,United States,S,CO,VH,5,A,3.1,601+,3.2,601+,99.6,30,13.4,670,6.7,701+,3.1,701+,4.6,701+,8.4,701+,,,2829,6%,55:45:00,45.255,34.5,31,63.1,47.5,70.1,2024,667,646,304,691,393,363,39.7837304,-100.445882,,98,2,56.8432449,31.06530612,362.2653061,265.6666667,55,45,"Education,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Geography,Sociology,Economics & Econometrics,Architecture,Biological Sciences,Other Health,History, Philosophy & Theology,Civil Engineering,Chemistry,Computer Science,Business & Management,Agriculture & Forestry,Languages, Literature & Linguistics",57.4,,2895,1686,1209,,52630.5,6,95.5,7.5,10,,925.5,11.5,,,199,14.54773869,0.5,50.26,5.8,4.9,4.16,0.333466533,551.8,0.452659443,61,827,192
U0428,791-800,701-750,American University,US,United States,M,CO,HI,5,B,16.2,542,22.8,418,30,522,4.1,701+,3,701+,15.6,610,1.2,701+,33.3,231,3,701+,12771,12%,62:38:00,37.5305,35.2,17.1,57.2,38.5,46.5,2024,,,,,,,,,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,62,38,Life Sciences & Medicine,7.6,75,13316,10488,2828,1.305,52630.5,11,95.5,7.5,10,651-700,587,11.5,Washington D.C.,North America,1.091,11,0.5,41.16,28.05,9.3,5.19,0.07962038,0,0.206376122,88,6364,192
U0429,791-800,801-1000,Clarkson University,US,United States,S,CO,VH,5,B,1.6,601+,2.4,601+,16.9,701+,39,351,64.7,297,8.6,701+,2.6,701+,10.7,701+,1.2,701+,3871,8%,34 : 66,33.844,29.9,18,41.2,67.4,63.3,2024,,,,,,,,,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,34,66,Arts & Humanities,47.3,100,3546,2218,1328,384,52630.5,13,95.5,7.5,10,751-800,975.5,11.5,Potsdam,North America,291,14,0.5,31.92,6.55,36.65,3.73,0.07962038,0,0.165632685,106,1602,192
U0430,791-800,801-1000,Diponegoro University,ID,Indonesia,XL,FC,HI,4,A,17.2,517,33.9,289,15.7,701+,1.4,701+,22.8,566,2.8,701+,1,701+,15,558,13.1,634,35688,2%,56:44:00,22.539,27.1,15.4,19.1,42.9,35.1,2024,,,,,,,,,Public,11,1332,21.12568182,12.31818182,1580,10.65,56,44,Life Sciences & Medicine,2.3,75,36538,24539,11999,741,52630.5,4,95.5,7.5,10,1001-1200,624,11.5,Semarang,Asia,2852,14,0.5,17.62,24.45,12.8,3.26,0,0,0.059470137,78,9694,44
U0431,791-800,651-700,Plekhanov Russian University of Economics,RU,Russia,L,SP,,5,A,12.6,601+,14.3,574,49.6,312,2.8,701+,6,701+,21.2,530,5.8,701+,30.1,258,7.5,701+,12595,15%,57:43:00,30.0405,25.9,12.9,44.7,20.6,59,2024,,,,,,,,,Public,24,95,29.87127083,13.9625,1185.041667,541,57,43,Engineering & Technology,3.3,100,13681,10529,3152,1.743,52630.5,14,95.5,7.5,10,701-750,745.5,11.5,Moscow,Europe,1.585,9,0.5,31.98,22.2,13.6,4.22,0.162137862,0,0.170667792,54,5178,96
U0432,791-800,801-1000,University of Brescia,IT,Italy,M,FO,VH,3,A,3.9,601+,2.1,601+,6.8,701+,50.4,261,2.6,701+,6.9,701+,9,698,8.8,701+,24.8,490,14615,6%,47:53:00,45.4195,24.4,19.2,89.3,62.4,44.9,2024,667,1001,304,624,584,898,42.6384261,12.674297,Public,18,181,47.393,24.45,458.7222222,335.6666667,47,53,Natural Sciences,85,100,10190,6921,3269,1.003,52630.5,5,95.5,7.5,10,751-800,650,11.5,Brescia,Europe,523,20,0.5,61.26,5.45,4.75,1.347992352,0.728571429,658.3,0.606704053,221,3261,80
U0433,791-800,801-1000,University of Engineering & Technology (UET) Lahore,PK,Pakistan,L,FO,VH,4,A,8.9,601+,44.8,197,16.4,701+,5.7,701+,1.1,701+,3.6,701+,2.1,701+,16.8,501,27.3,478,12720,2%,29 : 71,29.226,18.8,9.9,53.5,24.1,50.6,2024,,,,,,,,,Public,6,486,33.59258333,10.95,981.5,541,29,71,,,100,22317,11755,10197.5,681,52630.5,10.5,95.5,7.5,10,801-1000,9.5,11.5,Lahore,Asia,1.02,13,0.5,36.06,30.8,2.35,,0.162137862,0,0.178538811,,,
U0434,791-800,801-1000,University of Patras,GR,Greece,L,FC,HI,4,A,12.1,601+,17.7,496,2.7,701+,24,501,1.5,701+,5.1,701+,12.4,631,8.4,701+,41.1,358,31172,5%,51:49:00,32.9955,19,17.8,56.2,68.4,35.1,2024,667,1001,304,596,1001,673,43.2097838,-77.6930602,Public,8,521,35.50925,15.3625,882.625,455,51,49,Natural Sciences,44.3,75,28311,18716,9595,"1,126",52630.5,6,95.5,7.5,10,801-1000,725.5,11.5,Patras,Europe,865,30,0.5,40.84,13.05,3.3,0.630057803,0.606993007,658.3,0.468546666,292,13031,20
U0435,801-850,1001-1200,Auburn University,US,United States,L,CO,VH,4,A,7.2,601+,8.5,601+,7.4,701+,19,568,23.9,551,7.8,701+,14.3,610,17.4,479,53.4,288,27670,8%,50:50:00,43.0525,36,25.7,59.6,69.3,57.7,2024,359,267,304,521,622,673,39.7837304,-100.445882,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,50,50,"Business & Management,Biological Sciences,Other Health,Education,History, Philosophy & Theology,Sport Science,Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Chemical Engineering,Art, Performing Arts & Design,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Geography,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Sociology,Architecture,Medicine & Dentistry,Law,Mathematics & Statistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science",10.3,100,28365,19734,8631,2.283,52630.5,7,95.5,7.5,10,801-1000,875.5,11.5,Auburn,North America,1.507,18,0.5,46.04,12.95,15.85,325.8128733,0.55024975,314.9,0.432117579,143,2080,192
