university_id,university_name,year,world_rank,national_rank,overall_score,country,region,city,university_type,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
164,"University of California, Irvine",2024,=268,37.0,37.5,United States,North America,Irvine,Public,37.6,16.6,50.3,9833.0,57.0,50.3,407,133.0,0.0205405405405405,Life Sciences & Medicine,35675.0,26%,24.0,2775.0,16.2,54:46,54.0,46.0,Undergraduate & Postgraduate,17347.0,17732.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
165,University of Cologne,2024,=268,15.0,37.5,Germany,Europe,Cologne,Public,36.9,38.5,31.2,4418.0,222.0,31.2,334,221.0,0.0814977973568281,Natural Sciences,31299.0,17%,18.0,2724.0,28.7,51:49,51.12817653,48.87182347,Undergraduate & Postgraduate,17122.0,10156.0,409.72,9,31.0,59.47188888888888,45.16,47.76,22.4
166,University of Leicester,2024,=272,24.0,37.3,United Kingdom,Europe,Leicester,Public,21.2,14.2,45.3,8845.0,275.0,45.3,181,345.0,0.181159420289855,Natural Sciences,14000.0,31%,37.0,1518.0,13.9,53:47,53.0,47.0,Undergraduate & Postgraduate,10471.0,5964.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
167,North Carolina State University,2024,274,68.0,37.2,United States,North America,Raleigh,Public,27.8,25.0,67.3,6587.0,200.0,67.3,226,170.0,0.102880658436214,Life Sciences & Medicine,31391.0,11%,13.0,1944.0,15.9,49:51,49.0,51.0,Undergraduate & Postgraduate,26214.0,6335.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
168,Huazhong University of Science and Technology,2024,275,12.0,37.1,China (Mainland),Asia,Wuhan,Public,22.7,29.2,99.3,12017.0,541.0,99.3,653,77.0,134.7782760338814,Natural Sciences,57663.0,4%,4.0,4.014,15.5,52:48,51.91285237,48.08714763,Undergraduate & Postgraduate,45958.0,15831.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
169,University of Milan,2024,=276,2.0,37.0,Italy,Europe,Milan,Public,51.2,12.7,47.8,10899.0,114.0,47.8,528,117.0,0.0453100158982511,Arts & Humanities,50995.0,7%,7.0,2516.0,21.8,60:40,60.0,40.0,Undergraduate & Postgraduate,32053.0,12376.0,644.77,18,181.0,47.393,35.17,47.49,13.04
170,University of Strathclyde,2024,=276,35.0,37.0,United Kingdom,Europe,Glasgow,Public,26.3,34.6,33.7,4409.0,304.0,33.7,238,466.0,0.1984334203655352,Social Sciences & Management,20400.0,25%,28.0,1532.0,16.3,52:48,52.0,48.0,Undergraduate & Postgraduate,10912.0,8173.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
171,University of Miami,2024,=278,78.0,36.9,United States,North America,Miami,Private,20.1,44.7,19.2,5566.0,129.0,19.2,248,204.0,0.0502923976608187,Social Sciences & Management,17060.0,14%,12.0,2565.0,10.4,54:46,54.0,46.0,Undergraduate & Postgraduate,10398.0,8176.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
172,University of Navarra,2024,280,20.0,36.8,Spain,Europe,Pamplona,Private,29.0,61.2,15.1,1583.0,1001.0,15.1,103,677.0,0.8519148936170213,Natural Sciences,11969.0,26%,30.0,1175.0,14.3,56:44,56.0,44.0,Undergraduate & Postgraduate,9739.0,3009.0,906.25,9,313.0,39.44405555555555,32.27,29.18,17.1
173,Bandung Institute of Technology,2024,=281,3.0,36.6,Indonesia,Asia,Bandung,Public,41.0,65.6,2.5,15960.0,18245.0,2.5,124,32.0,4.54,Natural Sciences,27774.0,3%,21.29369162,2228.0,15.3,40:60,40.33140293,59.66859707,Undergraduate & Postgraduate,17328.0,7868.0,1323.15,11,1332.0,21.125681818181818,23.15,10.65,6.33
174,University of Bergen,2024,=281,2.0,36.6,Norway,Europe,Bergen,Public,32.7,5.4,31.2,3530.0,222.0,31.2,137,264.0,0.1358629130966952,Social Sciences & Management,15751.0,11%,13.0,1634.0,13.0,62:38,62.0,38.0,Undergraduate & Postgraduate,12759.0,2545.0,499.0,3,127.0,52.4375,35.7,35.97,14.35
175,Stellenbosch University,2024,283,5.0,36.5,South Africa,Africa,Stellenbosch,Public,25.0,39.4,59.9,4574.0,541.0,59.9,180,428.0,0.5792291220556746,Engineering & Technology,25140.0,7%,7.0,934.0,25.7,58:42,58.0,42.0,Undergraduate & Postgraduate,19772.0,6184.0,773.03,8,167.0,43.0708125,26.92,35.4,8.78
176,Swinburne University of Technology,2024,=285,24.0,36.1,Australia,Oceania,Melbourne,Public,13.4,12.0,89.5,6391.0,541.0,89.5,337,822.0,0.5718816067653277,Engineering & Technology,14324.0,24%,41.0,946.0,28.5,43:57,43.0,57.0,Undergraduate & Postgraduate,9536.0,6189.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
177,Tianjin University,2024,=285,23.0,36.1,China (Mainland),Asia,Tianjin,Public,18.7,8.6,98.2,16092.0,541.0,98.2,639,182.0,171.9097553225294,Life Sciences & Medicine,26486.0,13%,15.0,3.147,8.9,47:53,46.71515857,53.28484143,Undergraduate & Postgraduate,18589.0,9277.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
178,University of Galway,2024,289,7.0,36.0,Ireland,Europe,Galway,Public,26.3,28.2,13.5,5622.0,74479.0,13.5,272,56.5,3.93,Arts & Humanities,15734.0,16%,20.0,1430.0,26.1,60:40,60.0,40.0,Undergraduate & Postgraduate,7321.0,8019.0,440.0,7,231.0,47.20792857142857,44.34,40.61,28.35
179,United Arab Emirates University,2024,290,2.0,35.9,United Arab Emirates,Asia,Al Ain,Public,28.3,37.8,13.8,2167.0,14146.0,13.8,130,39.2,3.78,Engineering & Technology,8147.0,18%,18.0,919.0,12.6,73:27,73.0,27.0,Undergraduate & Postgraduate,5385.0,3639.0,460.42,5,229.0,49.6779,26.87,33.99,36.58
180,Xi’an Jiaotong University,2024,291,1.0,35.8,China (Mainland),Asia,Xi'an,Public,21.4,42.2,80.9,21063.0,242337.0,80.9,458,53.7,5.09,Arts & Humanities,45764.0,7%,6.0,3729.0,14.7,34:66,34.0,66.0,Undergraduate & Postgraduate,40543.0,14443.0,1019.68,35,12.0,56.53822857142857,36.87,34.94,3.11
181,University College Cork,2024,=292,3.0,35.7,Ireland,Europe,Cork,Public,28.4,36.3,21.6,4323.0,405.0,21.6,217,518.0,0.2501544163063619,Engineering & Technology,18567.0,16%,23.0,1619.0,21.1,59:41,59.0,41.0,Undergraduate & Postgraduate,13243.0,5832.0,440.0,7,231.0,47.20792857142857,44.34,40.61,28.35
182,Université Grenoble Alpes,2024,294,10.0,35.6,France,Europe,Grenoble,Public,44.5,10.1,48.8,17892.0,247757.0,48.8,462,53.6,2.5,Engineering & Technology,51244.0,17%,19.0,3088.0,18.4,52:48,52.0,48.0,Undergraduate & Postgraduate,39970.0,8923.0,858.67,9,58.0,54.703833333333336,33.89,35.92,20.8
183,Hong Kong Baptist University,2024,=295,6.0,35.4,Hong Kong SAR,Asia,Hong Kong,Public,19.4,12.6,51.9,1075.0,673.0,51.9,165,724.0,0.686734693877551,Life Sciences & Medicine,7460.0,55%,60.0,980.0,10.2,64:36,64.0,36.0,Undergraduate & Postgraduate,4442.0,3186.0,274.33,3,65.0,64.663,57.76,71.59,39.91
184,Georgetown University,2024,297,102.0,35.3,United States,North America,Washington D.C.,Private,30.3,34.4,18.6,2535.0,275.0,18.6,130,427.0,0.1368840219014435,Engineering & Technology,17508.0,18%,19.0,2009.0,10.1,56:44,56.0,44.0,Undergraduate & Postgraduate,8405.0,8943.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
185,Dalhousie University,2024,298,14.0,34.9,Canada,North America,Halifax,Public,19.2,18.0,41.8,4538.0,200.0,41.8,212,308.0,0.1739130434782608,Arts & Humanities,17314.0,27%,27.0,1150.0,14.7,53:47,53.0,47.0,Undergraduate & Postgraduate,12537.0,5145.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
186,Virginia Polytechnic Institute and State University,2024,=302,10.0,34.5,United States,North America,Blacksburg,Public,26.2,40.4,34.8,13363.0,133494.0,34.8,376,56.4,7.19,Life Sciences & Medicine,37225.0,13%,13.0,2.802,18.6,44:56,44.0,56.0,Undergraduate & Postgraduate,28564.0,9593.0,755.8,98,2.0,56.84324489795918,42.15,43.47,9.93
187,Jagiellonian University,2024,=304,2.0,34.3,Poland,Europe,Krakow,Public,37.3,47.2,6.2,9629.0,460.0,6.2,143,279.0,0.1124969430178527,Social Sciences & Management,34309.0,11%,13.0,4089.0,8.8,67:33,67.0,33.0,Undergraduate & Postgraduate,25377.0,6645.0,1260.32,8,614.0,28.03875,23.47,21.97,11.88
188,University of Notre Dame,2024,=304,67.0,34.3,United States,North America,Notre Dame,Private,26.5,32.2,39.1,6951.0,327.0,39.1,172,379.0,0.2116504854368932,Life Sciences & Medicine,12576.0,12%,14.0,1545.0,10.9,47:53,47.0,53.0,Undergraduate & Postgraduate,8489.0,4292.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
189,University of Johannesburg,2024,306,6.0,34.0,South Africa,Africa,Johannesburg,Public,16.2,21.4,20.7,5685.0,541.0,20.7,352,785.0,286.85047720042417,Natural Sciences,31721.0,13%,14.0,1.886,26.5,56:44,56.0,44.0,Undergraduate & Postgraduate,23007.0,9652.0,773.03,8,167.0,43.0708125,26.92,35.4,8.78
190,Daegu Gyeongbuk Institute of Science and Technology,2024,307,9.0,34.0,South Korea,Asia,Republic of Korea,Public,10.4,7.5,100.0,498.0,10357.0,100.0,108,58.5,4.57,Arts & Humanities,742.0,4%,4.0,109.0,6.3,35:65,35.0,65.0,Undergraduate & Postgraduate,628.0,314.0,682.03,18,62.0,43.17502777777778,22.69,33.0,15.2
191,Swansea University,2024,=307,40.0,33.9,United Kingdom,Europe,Swansea,Public,21.0,45.0,27.4,3154.0,460.0,27.4,152,639.0,0.1398176291793313,Arts & Humanities,18505.0,21%,25.0,3290.0,16.8,49:51,49.0,51.0,Undergraduate & Postgraduate,12821.0,5829.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
192,University of Tasmania,2024,=307,15.0,33.9,Australia,Oceania,Hobart,Public,17.2,7.8,58.1,2437.0,460.0,58.1,215,459.0,0.4684317718940937,Social Sciences & Management,16894.0,31%,31.0,982.0,22.5,58:42,58.0,42.0,Undergraduate & Postgraduate,10241.0,3075.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
193,University of Oulu,2024,=313,4.0,33.5,Finland,Europe,Oulu,Public,15.8,17.3,56.9,3357.0,275.0,56.9,190,446.0,0.3114382785956965,Natural Sciences,10719.0,8%,10.0,883.0,20.8,56:44,56.0,44.0,Undergraduate & Postgraduate,8049.0,3285.0,384.82,8,121.0,53.541875,36.49,55.81,13.23
194,Quaid-i-Azam University,2024,=315,1.0,33.4,Pakistan,Asia,Islamabad,Public,15.8,40.3,97.0,1795.0,541.0,97.0,147,643.0,1.1969026548672566,Social Sciences & Management,11386.0,1%,2.0,452.0,20.3,46:54,46.0,54.0,Undergraduate & Postgraduate,9795.0,2636.0,1036.01,6,486.0,33.59258333333333,26.97,32.47,4.69
195,University of Turku,2024,=315,2.0,33.4,Finland,Europe,Turku,Public,28.3,21.1,32.4,3742.0,363.0,32.4,168,355.0,0.2411960132890365,Social Sciences & Management,13528.0,6%,7.0,1505.0,15.7,64:36,64.0,36.0,Undergraduate & Postgraduate,10694.0,3272.0,384.82,8,121.0,53.541875,36.49,55.81,13.23
196,Simon Fraser University,2024,318,15.0,33.3,Canada,North America,Burnaby,Public,25.5,13.5,42.5,10390.0,254.0,42.5,451,370.0,0.2129086336965633,Arts & Humanities,27269.0,31%,31.0,1193.0,26.8,54:46,54.0,46.0,Undergraduate & Postgraduate,14776.0,12000.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
197,Bauman Moscow State Technical University,2024,=319,2.0,33.2,Russia,Europe,Moscow,Public,31.3,44.4,1.4,2592.0,1816.0,1.4,44,21.6,2.63,Arts & Humanities,16061.0,18%,20.0,4349.0,6.6,45:55,45.0,55.0,Undergraduate & Postgraduate,9395.0,6228.0,1470.93,24,95.0,29.87127083333333,18.23,14.05,16.72
198,Sun Yat-sen University,2024,=323,8.0,32.8,China (Mainland),Asia,Guangzhou,Public,36.4,22.3,44.1,18688.0,200.0,44.1,632,71.0,0.0285632676378177,Arts & Humanities,61453.0,5%,4.0,7002.0,15.2,46:54,46.0,54.0,Undergraduate & Postgraduate,46225.0,19795.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
199,University of Pretoria,2024,=323,4.0,32.8,South Africa,Africa,Pretoria,Public,23.6,52.3,20.7,6296.0,460.0,20.7,289,416.0,285.1828890266584,Arts & Humanities,37315.0,6%,7.0,1.613,22.1,61:39,61.0,39.0,Undergraduate & Postgraduate,24452.0,10375.0,773.03,8,167.0,43.0708125,26.92,35.4,8.78
200,University of South Australia,2024,=326,22.0,32.7,Australia,Oceania,Magill,Public,22.5,14.0,32.8,4047.0,541.0,32.8,181,564.0,354.98687664041995,Engineering & Technology,22822.0,17%,18.0,1.524,30.2,60:40,60.0,40.0,Undergraduate & Postgraduate,16080.0,5410.0,346.2,21,54.0,57.36819047619048,35.98,61.48,26.44
201,"City, University of London",2024,=328,56.0,32.6,United Kingdom,Europe,London,Public,21.4,18.1,42.2,6238.0,898.0,42.2,158,912.0,0.9257731958762888,Engineering & Technology,16080.0,45%,46.0,970.0,19.5,58:42,58.0,42.0,Undergraduate & Postgraduate,13017.0,3398.0,552.13,69,1.0,50.81734057971014,32.09,34.62,32.34
202,Gwangju Institute of Science and Technology,2024,=328,10.0,32.6,South Korea,Asia,Gwangju,Public,17.4,8.9,100.0,888.0,26481.0,100.0,188,60.6,3.04,Social Sciences & Management,1795.0,7%,9.0,180.0,9.5,30:70,30.0,70.0,Undergraduate & Postgraduate,1119.0,654.0,682.03,18,62.0,43.17502777777778,22.69,33.0,15.2
203,Kyung Hee University,2024,=332,10.0,32.5,South Korea,Asia,Republic of Korea,Private,28.0,41.6,14.0,4338.0,460.0,14.0,123,240.0,0.1339155749636099,Natural Sciences,20427.0,30%,30.0,3435.0,17.6,54:46,54.0,46.0,Undergraduate & Postgraduate,12333.0,8030.0,682.03,18,62.0,43.17502777777778,22.69,33.0,15.2
204,"University of California, Santa Cruz",2024,=332,53.0,32.5,United States,North America,Santa Cruz,Public,18.4,4.9,79.6,2483.0,93.0,79.6,208,412.0,88.99521531100478,Natural Sciences,19154.0,12%,10.0,1.045,24.2,47:53,47.0,53.0,Undergraduate & Postgraduate,15028.0,4329.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
205,Sharif University of Technology,2024,334,4.0,32.4,"Iran, Islamic Republic of",Asia,Tehran,Public,10.1,43.8,99.1,1017.0,541.0,99.1,190,432.0,1.0929292929292929,Social Sciences & Management,9389.0,2%,1.0,495.0,21.8,25:75,25.0,75.0,Undergraduate & Postgraduate,8270.0,1893.0,693.23,6,325.0,44.60775,12.14,70.15,7.0
206,Aalborg University,2024,=336,5.0,32.2,Denmark,Europe,Aalborg,Public,20.0,22.2,42.4,5642.0,327.0,42.4,262,486.0,190.55944055944056,Life Sciences & Medicine,17275.0,12%,13.0,1.716,14.9,39:61,39.27037046,60.72962954,Undergraduate & Postgraduate,12240.0,3810.0,237.83,4,103.0,63.334375,49.09,65.69,18.0
207,Middle East Technical University,2024,=336,3.0,32.2,Turkey,Asia,Ankara,Public,29.0,63.7,22.2,3091.0,460.0,22.2,160,504.0,438.512869399428,Natural Sciences,16182.0,12%,13.0,1.049,21.2,49:51,49.0,51.0,Undergraduate & Postgraduate,10903.0,4321.0,913.31,10,382.0,34.57495,18.27,15.63,16.42
208,University of Kent,2024,=336,45.0,32.2,United Kingdom,Europe,Canterbury,Public,17.0,6.7,43.9,2655.0,673.0,43.9,206,706.0,0.16825,Social Sciences & Management,16515.0,27%,28.0,4000.0,18.0,54:46,54.0,46.0,Undergraduate & Postgraduate,12488.0,3192.0,614.48,69,1.0,50.81734057971014,35.82,38.92,35.29
209,Beijing Institute of Technology,2024,=340,37.0,32.1,China (Mainland),Asia,Beijing,Public,22.7,18.1,76.4,11500.0,673.0,76.4,457,309.0,239.41657773034507,Natural Sciences,34050.0,8%,12.0,2.811,13.4,57:43,56.98365493,43.01634507,Undergraduate & Postgraduate,19375.0,14249.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
210,George Washington University,2024,=340,106.0,32.1,United States,North America,Ashburn,Private,26.9,24.5,29.3,2954.0,405.0,29.3,202,352.0,200.89285714285717,Social Sciences & Management,22211.0,14%,19.0,2.016,13.0,61:39,61.0,39.0,Undergraduate & Postgraduate,12445.0,9311.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
211,RUDN University,2024,342,3.0,32.0,Russia,Europe,Moscow,Public,22.4,45.0,2.0,10938.0,7236.0,2.0,86,16.2,5.97,Natural Sciences,22866.0,32%,34.0,3890.0,15.6,59:41,59.0,41.0,Undergraduate & Postgraduate,22005.0,5298.0,1470.93,24,95.0,29.87127083333333,18.23,14.05,16.72
212,Brunel University London,2024,343,46.0,31.9,United Kingdom,Europe,United Kingdom,Public,11.3,13.3,44.2,4967.0,673.0,44.2,188,654.0,0.7825581395348837,Life Sciences & Medicine,14130.0,40%,13.65886451,860.0,17.9,47:53,46.86128978,53.13871022,Undergraduate & Postgraduate,14739.0,10288.0,552.13,69,1.0,50.81734057971014,32.09,34.62,32.34
213,University of Aveiro,2024,344,6.0,31.6,Portugal,Europe,Aveiro,Public,13.4,6.6,84.3,2196.0,898.0,84.3,262,413.0,641.4285714285714,Arts & Humanities,13563.0,11%,11.0,1.4,16.3,54:46,54.0,46.0,Undergraduate & Postgraduate,8826.0,5269.0,912.98,4,436.0,43.51375,30.85,40.03,19.28
214,University of Saskatchewan,2024,=345,19.0,31.5,Canada,North America,Saskatoon,Public,12.0,6.8,54.3,3438.0,460.0,54.3,277,338.0,325.0883392226148,Life Sciences & Medicine,17924.0,21%,22.0,1.415,18.1,55:45,55.0,45.0,Undergraduate & Postgraduate,13525.0,4758.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
215,National Technical University of Athens,2024,=347,4.0,31.4,Greece,Europe,Athens,Public,20.5,42.7,72.3,3751.0,460.0,72.3,207,551.0,0.6676342525399129,Social Sciences & Management,13532.0,6%,5.0,689.0,20.3,35:65,35.0,65.0,Undergraduate & Postgraduate,10827.0,2312.0,1152.18,8,521.0,35.509249999999994,26.59,34.58,5.27
216,University of Pisa,2024,=349,9.0,31.3,Italy,Europe,Pisa,Public,40.4,12.7,41.1,6631.0,222.0,41.1,263,228.0,123.60801781737192,Arts & Humanities,31567.0,5%,7.0,1.796,20.9,52:48,52.0,48.0,Undergraduate & Postgraduate,21519.0,8315.0,644.77,18,181.0,47.393,35.17,47.49,13.04
217,Lappeenranta-Lahti University of Technology LUT,2024,=351,6.0,31.2,Finland,Europe,Lappeenranta ,Public,6.9,13.3,97.7,1486.0,72664.0,97.7,295,52.3,1.98,Social Sciences & Management,5028.0,14%,20.209459,298.0,31.6,59:41,59.3570007,40.6429993,Undergraduate & Postgraduate,12647.0,3435.0,384.82,8,121.0,53.541875,36.49,55.81,13.23
218,University of Coimbra,2024,=351,3.0,31.2,Portugal,Europe,Coimbra,Public,28.9,13.1,41.6,2845.0,405.0,41.6,345,332.0,232.7586206896552,Life Sciences & Medicine,21767.0,15%,19.0,1.74,18.4,58:42,58.0,42.0,Undergraduate & Postgraduate,16643.0,6574.0,912.98,4,436.0,43.51375,30.85,40.03,19.28
219,York University,2024,353,18.0,31.1,Canada,North America,Toronto,Public,23.0,21.0,29.2,6361.0,275.0,29.2,315,468.0,182.3607427055703,Natural Sciences,44038.0,28%,28.0,1.508,29.1,54:46,54.0,46.0,Undergraduate & Postgraduate,32494.0,8962.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
220,Sichuan University,2024,=355,13.0,30.9,China (Mainland),Asia,Chengdu,Public,20.1,7.6,94.7,10822.0,898.0,94.7,568,75.0,283.0129215253703,Social Sciences & Management,49117.0,5%,5.0,3.173,15.9,49:51,49.01453298,50.98546702,Undergraduate & Postgraduate,29949.0,19197.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
221,University of Tsukuba,2024,=355,10.0,30.9,Japan,Asia,Tsukuba City,Public,35.8,24.0,19.0,4030.0,405.0,19.0,153,259.0,0.195369030390738,Social Sciences & Management,15506.0,16%,17.0,2073.0,12.1,38:62,38.0,62.0,Undergraduate & Postgraduate,11848.0,3643.0,1349.57,37,29.0,35.23782432432433,25.61,22.27,5.48
222,University of Florence,2024,=358,4.0,30.8,Italy,Europe,Florence,Public,33.6,5.7,49.6,23114.0,200.0,49.6,444,213.0,112.67605633802818,Arts & Humanities,40535.0,10%,9.0,1.775,24.0,60:40,60.0,40.0,Undergraduate & Postgraduate,30810.0,11748.0,644.77,18,181.0,47.393,35.17,47.49,13.04
223,University of Tartu,2024,=358,1.0,30.8,Estonia,Europe,Tartu,Public,24.4,9.0,11.5,2576.0,541.0,11.5,134,590.0,0.3370716510903427,Engineering & Technology,9694.0,12%,13.0,1605.0,9.0,68:32,68.0,32.0,Undergraduate & Postgraduate,6498.0,3268.0,640.83,1,327.0,51.9645,18.63,17.5,12.0
224,University of Tehran,2024,=360,2.0,30.7,"Iran, Islamic Republic of",Asia,Tehran,Public,18.7,38.8,67.5,22226.0,1001.0,67.5,723,217.0,472.6156751652503,Social Sciences & Management,54890.0,2%,2.0,2.118,26.6,46:54,46.0,54.0,Undergraduate & Postgraduate,29672.0,26149.0,693.23,6,325.0,44.60775,12.14,70.15,7.0
225,American University of Sharjah,2024,=364,4.0,30.3,United Arab Emirates,Asia,Sharjah,Private,20.0,39.1,20.0,634.0,8876.0,20.0,84,37.8,2.31,Life Sciences & Medicine,4737.0,74%,72.0,371.0,12.5,53:47,53.0,47.0,Undergraduate & Postgraduate,4321.0,1111.0,460.42,5,229.0,49.6779,26.87,33.99,36.58
226,University of Turin,2024,=364,6.0,30.3,Italy,Europe,Turin,Public,39.8,5.7,36.8,18874.0,200.0,36.8,317,199.0,88.45643520566121,Natural Sciences,63232.0,6%,6.0,2.261,29.5,62:38,62.0,38.0,Undergraduate & Postgraduate,39935.0,20093.0,644.77,18,181.0,47.393,35.17,47.49,13.04
227,Cairo University,2024,=371,1.0,29.9,Egypt,Africa,Giza,Public,43.7,33.2,2.8,55777.0,541.0,2.8,235,378.0,45.37068097953707,Social Sciences & Management,202915.0,5%,7.0,11.924,30.9,60:40,60.0,40.0,Undergraduate & Postgraduate,111505.0,61973.0,1164.33,7,818.0,31.52378571428571,25.16,18.14,5.76
228,Tilburg University,2024,=371,13.0,29.9,Netherlands,Europe,Tilburg,Public,15.2,33.4,44.2,4436.0,460.0,44.2,231,760.0,0.6174496644295302,Engineering & Technology,13225.0,21%,24.0,745.0,32.2,53:47,53.0,47.0,Undergraduate & Postgraduate,6919.0,5877.0,159.0,9,48.0,67.17744444444445,55.29,72.84,31.25
229,Amirkabir University of Technology,2024,=375,6.0,29.5,"Iran, Islamic Republic of",Asia,Tehran,Public,4.1,33.4,99.8,1312.0,898.0,99.8,218,396.0,1.7104761904761905,Life Sciences & Medicine,9859.0,3%,4.0,525.0,20.2,34:66,34.0,66.0,Undergraduate & Postgraduate,5087.0,3257.0,693.23,6,325.0,44.60775,12.14,70.15,7.0
230,Tufts University,2024,379,66.0,29.4,United States,North America,Medford,Private,18.1,5.3,42.9,5576.0,151.0,42.9,179,272.0,0.1034955448937628,Engineering & Technology,11611.0,16%,18.0,1459.0,10.5,59:41,59.0,41.0,Undergraduate & Postgraduate,9342.0,3376.0,647.61,98,2.0,56.84324489795918,29.74,38.11,19.26
231,Flinders University,2024,380,18.0,29.2,Australia,Oceania,Adelaide,Public,13.3,6.7,42.6,5109.0,541.0,42.6,315,511.0,0.5804721030042919,Social Sciences & Management,17422.0,33%,40.0,932.0,29.4,63:37,63.0,37.0,Undergraduate & Postgraduate,12099.0,3922.0,373.87,21,54.0,57.36819047619048,42.18,66.97,30.67
232,University of Luxembourg,2024,381,1.0,29.1,Luxembourg,Europe,Esch-sur-Alzette,Private,9.1,4.9,28.6,1406.0,13173.0,28.6,113,26.4,2.7,Arts & Humanities,5599.0,49%,52.0,521.0,21.3,53:47,53.0,47.0,Undergraduate & Postgraduate,3866.0,1852.0,381.0,1,243.0,56.048,13.2,39.5,52.0
233,Mahidol University,2024,=382,1.0,29.0,Thailand,Asia,Nakhon Pathom,Public,42.4,30.3,4.7,6378.0,898.0,4.7,98,424.0,0.2332467532467532,Engineering & Technology,28790.0,5%,6.0,3850.0,8.9,63:37,63.0,37.0,Undergraduate & Postgraduate,25075.0,4662.0,1257.07,10,612.0,27.2866,27.35,13.88,3.81
234,Nankai University,2024,=384,21.0,28.6,China (Mainland),Asia,Tianjin,Public,21.1,8.6,73.9,5174.0,405.0,73.9,438,252.0,142.30498945888968,Arts & Humanities,31416.0,7%,7.0,2.846,11.7,42:58,42.02485689,57.97514311,Undergraduate & Postgraduate,24662.0,8629.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
235,Aix-Marseille University,2024,=387,8.0,28.3,France,Europe,Marseille,Public,36.1,4.5,26.5,6188.0,139.0,26.5,205,87.0,34.16072745146228,Arts & Humanities,72946.0,14%,19.56982855,4.069,17.3,45:55,45.39844064,54.60155936,Undergraduate & Postgraduate,22722.0,16617.0,858.67,9,58.0,54.703833333333336,33.89,35.92,20.8
236,Belarusian State University,2024,=387,1.0,28.3,Belarus,Europe,Minsk,Public,26.6,42.5,1.3,4870.0,1473.0,1.3,35,17.1,4.04,Engineering & Technology,23030.0,19%,22.0,4173.0,7.6,58:42,58.0,42.0,Undergraduate & Postgraduate,17105.0,6340.0,661.25,1,1476.0,23.1835,18.6,1.37,17.68
237,Concordia University,2024,=387,24.0,28.3,Canada,North America,Montreal,Public,15.0,15.2,23.7,7389.0,1001.0,23.7,255,605.0,0.4386503067484663,Arts & Humanities,36749.0,34%,35.0,2282.0,34.6,49:51,49.0,51.0,Undergraduate & Postgraduate,26994.0,9817.0,559.59,23,21.0,55.883456521739134,36.42,48.16,22.85
238,National Taiwan University of Science and Technology,2024,=387,6.0,28.3,Taiwan,Asia,Taipei City,Public,27.1,37.8,27.0,2834.0,16757.0,27.0,133,41.8,4.31,Social Sciences & Management,9221.0,19%,16.0,1005.0,18.5,30:70,30.0,70.0,Undergraduate & Postgraduate,7158.0,2086.0,1161.4,22,154.0,33.41943181818181,25.98,28.31,8.91
239,South China University of Technology,2024,=392,17.0,28.2,China (Mainland),Asia,Guangzhou,Public,12.5,4.2,95.4,14897.0,304.0,95.4,304,200.0,101.13107119095145,Social Sciences & Management,40449.0,6%,7.0,3.006,12.6,39:61,39.0,61.0,Undergraduate & Postgraduate,29640.0,11581.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
240,Xiamen University,2024,=392,26.0,28.2,China (Mainland),Asia,Xiamen,Public,25.9,11.6,65.3,7791.0,898.0,65.3,427,246.0,289.1178364455892,Social Sciences & Management,44715.0,2%,3.0,3.106,15.1,45:55,45.06120669,54.93879331,Undergraduate & Postgraduate,24397.0,18121.0,616.32,35,12.0,56.53822857142857,21.88,70.61,14.17
