university_id,year,university_name,world_rank,national_rank,overall_score,country,region,city,university_type,academic_reputation_score,employer_reputation_score,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
469,2024,Duke University,57.0,19.0,72.0,united states,north america,Durham,Private,85.7,69.3,40.2,3303,13007,12.66549283,114,63.0,3.22,Arts & Humanities,15527.0,2795.0,18.0,1027.0,15.1187926,52:48:00,52.0,48.0,Undergraduate & Postgraduate  ,9074,6453,629.21,256,1.0,44.21,29.31,36.0,15.65
2805,2017,University of Minnesota,53.0,21.0,70.35,United States,americas,United States,PUBLIC,67.58565746,53.71278459,75.96671199,24946,329400,64.26053755,686,71.8,4.87,Social Sciences & Management,46625.0,6061.0,,,9.095786188,52:48:00,52.0,48.0,Undergraduate & Postgraduate,29238,17387,378.68,209,1.0,45.95,44.98,45.21,139.8
2198,2024,Universidad Nacional del Comahue,1300.5,16.0,31.7,Argentina,AMERICAS,Argentina, Public,4.3,2.5,1.4,12578,3221,1.024840527,59,2.8,4.0,Arts & Humanities  ,43709.0,8274.0,18.93067842,3143.0,13.90677696,54:46:00,54.25245759,45.74754241,undergraduate & postgraduate,29509,14200,1009.48,27,95.0,33.04,14.54,3.1,19.2
2492,2020,University of Bari Aldo Moro,476.0,25.0,39.65, Italy,Europe,Italy, Public,36.70953986,43.73466583,40.8120355,15493,115887,35.22403256,366,38.8,4.71,Natural Sciences,29564.0,296.0,1.0,3290.0,8.986018237,61:39:00,61.0,39.0,Undergraduate & Postgraduate  ,22881,6683,551.54,63,149.0,41.26,41.11,40.54,51.51
3412,2022,Örebro University,408.0,12.0,43.8575,SWEDEN,Europe,Sweden,Public,49.80418899,37.56784003,30.20056041,771,13667,26.48579335,109,40.0,1.49,Social Sciences & Management,9623.0,577.0,6.0,516.0,18.64922481,61:39:00,61.0,39.0,undergraduate & postgraduate,5855,3768,272.69,13,39.0,48.95,50.27,47.91,17.71
3197,2025,Université PSL,24.0,1.0,84.7,France,Europe,France,Public,74.4,97.6,87.6,3938,78736,38.1104865,294,81.0,1.91,Arts & Humanities,21646.0,6171.0,28.51032748,2066.0,10.47725073,52:48:00  ,52.00049643,47.99950357,Undergraduate & Postgraduate,13576,8070,797.38,74,24.0,41.63,30.69,34.12,20.09
3167,2026,Universität des Saarlandes,635.0,82.0,27.2,Germany,Europe,Saarbrücken, Public,14.0,10.1,12.1,4177,20778,14.03928571,146,13.0,2.82,Natural Sciences,22444.0,2917.0,12.99870894,1480.0,15.16486486,50:50:00,50.23518117,49.76481883,UNDERGRADUATE & POSTGRADUATE,15867,6577,409.72,100,22.0,51.42,45.16,47.76,22.4
2949,2022,University of Saskatchewan,458.0,17.0,25.6,Canada,North America,Saskatoon,public  ,28.87050437,21.91304899,27.07925099,109,1194,23.88368997,29,28.0,2.18, Arts & Humanities,17896.0,3.382,0.018898078,50.0,12.0,55:45:00,55.0,45.0, Undergraduate & Postgraduate,13767,4129,513.04,37,26.0,41.99,41.26,43.58,12.77
1027,2025,Koç University,401.0,4.0,29.6,Turkey,Asia,Istanbul, Private  ,24.3,54.6,32.4,1577,11542,22.94659173,115,28.4,3.14, Life Sciences & Medicine  ,6847.0,753.0,11.0,503.0,13.61232604,49:51:00,49.0,51.0,Undergraduate & Postgraduate,3585,3262,1430.32,104,285.0,26.25,21.12,20.42,10.37
650,2022,Guangzhou University,730.0,10.0,33.775,China  ,Asia,China,Private,41.80464316,34.25041538,32.67662229,13004,55510,21.36641157,260,37.2,5.01,Arts & Humanities,34472.0,0.0,0.0,2598.0,13.26866821,56:44:00,56.0,44.0,Undergraduate & Postgraduate,18732,15740,941.56,52,451.0,28.87,29.54,30.01,3.46
74,2021,Alexandria University,900.5,8.0,24.0, Egypt  ,Africa,Alexandria,public,19.6180736,25.50971098,21.20665019,35646,187377,19.01915117,429,20.4,3.62,Engineering & Technology  ,187170.0,5325.0,2.845007213,9852.0,19.0,54:46:00,54.0,46.0,Undergraduate & Postgraduate,133206,53964,913.11,23,411.0,26.77,26.3,27.84,1.74
3125,2021,University of the Witwatersrand,207.0,1.0,53.68,South Africa, Africa,South Africa, Private,64.24222497,41.35598272,59.06947374,2194,115153,49.06379563,356,61.7,0.93,Social Sciences & Management,27839.0,1949.0,7.0,2347.0,11.86152535,55:45:00  ,55.0,45.0,undergraduate & postgraduate,17519,10320,638.25,14,207.0,35.52,36.4,36.46,120.79
934,2016,Kanazawa University,586.0,15.0,24.64,JAPAN,asia,Kanazawa,Public,30.45208847,31.53560943,27.44727201,3151,39820,35.23933132,241,28.9,2.79,Life Sciences & Medicine,10546.0,527.0,5.0,1130.0,9.332743363,36 : 64,36.0,64.0,Undergraduate & Postgraduate,7594,2952,581.46,41,43.0,26.22,26.88,26.63,5.34
697,2016,Hiroshima University,504.0,12.0,29.24,japan, Asia,Higashihiroshima City,Public  ,28.18774413,24.00963739,31.67984867,916,7986,11.24737625,87,29.9,1.29,Arts & Humanities,14686.0,734.0,5.0,710.0,20.68450704, 36 : 64,36.0,64.0,Undergraduate & Postgraduate,11044,3642,581.46,41,43.0,26.22,26.88,26.63,5.34
1028,2017,Kumamoto University,575.5,21.0,23.7275,Japan,ASIA,Kumamoto City,Public,17.85414763,21.81890529,29.54012449,136,1497,29.94518194,38,23.7,2.72,Arts & Humanities,10221.0,359.0,3.51237648,50.0,8.0,37 : 63,37.0,63.0,Undergraduate & Postgraduate,5775,4446,636.46,73,34.0,26.91,26.46,26.67,49.14
2061,2019,Tshwane University of Technology,902.0,12.0,21.91,South Africa,africa,South Africa, Public,18.19813862,27.54640115,23.8547273,6569,43848,15.59325638,211,21.0,2.34, Engineering & Technology  ,42846.0,857.0,2.0,2812.0,15.23684211, 52:48:00,52.0,48.0,UNDERGRADUATE & POSTGRADUATE,30272,12574,630.92,13,200.0,32.21,31.41,32.55,130.27
891,2024,Jeonbuk National University,725.5,24.0,35.6075,South Korea,Asia,Jeonju,Public,16.7,10.7,9.7,2027,6487,5.343359381,79,13.2,1.67, Social Sciences & Management,20118.0,1408.0,7.0,1214.0,16.57166392,46:54:00,46.0,54.0,Undergraduate & Postgraduate,13736,6382,723.42,48,41.0,38.28,23.28,26.84,12.94
1107,2024,"Lumière University, Lyon 2",1302.0,63.0,26.4955,France,Europe,France,Public  ,26.83417496,26.15329129,27.02308065,5663,23483,18.78603808,157,26.9,4.53,Engineering & Technology,26014.0,4683.0,18.0,1250.0,20.8112,68:32:00,68.0,32.0,Undergraduate & Postgraduate,17074,8940,729.4,69,24.0,40.8,31.89,35.12,21.43
2095,2019,Ulster University,625.5,74.0,29.7775, United Kingdom  ,Europe,Coleraine,Public,26.72036104,26.66237118,34.93002674,137,1851,37.01777632,48,30.8,2.74,Engineering & Technology  ,17920.0,1.845,0.010295759,50.0,13.0,56:44:00,56.0,44.0, UNDERGRADUATE & POSTGRADUATE,11870,6050,428.46,114,5.0,42.45,42.05,43.2,23.34
2555,2020,University of Castilla-La Mancha,1001.0,60.0,22.215,spain,Europe,Spain,Public,25.07822694,25.03888321,26.20171714,4096,18838,13.05458768,122,25.6,2.84,Natural Sciences,23530.0,1412.0,6.0,1443.0,16.30630631,56:44:00,56.0,44.0,Undergraduate & Postgraduate,15949,7581,667.51,66,143.0,34.0,33.76,33.69,85.27
657,2024,Guru Jambheshwar University of Science and Technology,1360.0,95.0,25.475, India,Asia,India,Private,27.9952727,23.65647417,22.94276487,1663,5606,14.15773623,69,25.5,4.2,social sciences & management  ,6445.0,0.0,0.0,396.0,16.27525253, 46:54:00,46.0,54.0,undergraduate & postgraduate,5155,1290,1005.42,118,149.0,33.09,24.1,32.62,6.94
2866,2016,University of Nottingham,145.0,24.0,54.1, United Kingdom  ,Europe  ,Nottingham, PUBLIC,68.03064279,51.93549944,52.92372214,7421,55154,30.74344583,203,60.5,4.14, Social Sciences & Management  ,30145.0,8139.0,27.0,1794.0,16.803233,54:46:00  ,54.0,46.0, Undergraduate & Postgraduate,25505,4640,329.32,78,2.0,43.92,43.23,42.78,28.22
1069,2016,Lehigh University,451.0,115.0,32.8025, United States,north america,Bethlehem,Private  ,31.6446886,31.92639162,29.44023566,2107,18503,25.59191214,144,30.5,2.91,Arts & Humanities,6300.0,945.0,15.0,723.0,8.713692946,44:56:00,44.0,56.0,Undergraduate & Postgraduate,4281,2019,268.1,147,1.0,48.97,48.75,49.63,12.14
2476,2026,University of Antioquia,1412.0,17.0,28.515,Colombia, Latin America  ,Colombia, Public,26.39622933,24.65430818,24.41901551,6438,39368,18.88156501,193,25.4,3.09,Engineering & Technology,37677.0,0.0,0.0,2085.0,18.0705036,52:48:00,52.0,48.0,Undergraduate & Postgraduate,24657,13020,1411.06,33,212.0,30.81,26.08,14.61,7.46
1434,2025,Oles Honchar Dnipro National University,2049.0,20.0,13.9175,Ukraine,Europe,Ukraine,Public,17.31550813,12.26448699,15.26957344,821,6686,17.45732863,78,16.3,2.14,Engineering & Technology,7449.0,149.0,2.0,383.0,19.44908616,56:44:00  ,56.0,44.0,Undergraduate & Postgraduate  ,5664,1785,1533.0,22,705.5,25.97,12.74,9.02,10.95
632,2018,"Goldsmiths, University of London",398.0,61.0,30.5,United Kingdom,Europe  ,London,Public,37.96473867,40.64454049,26.74175731,3308,17884,26.18449979,140,32.4,4.84, life sciences & medicine,7415.0,3.492,0.047093729,683.0,13.0,66:34:00,66.0,34.0,Undergraduate & Postgraduate,4984,2431,409.58,108,5.0,44.57,43.53,43.66,24.19
1693,2018,Sant’Anna School of Advanced Studies – Pisa,156.0,1.0,55.4975,Italy, europe,Italy,Public,58.56216618,66.48682363,52.52112907,735,5428,44.49315113,70,55.5,6.02,Life Sciences & Medicine,690.0,97.0,14.0,122.0,5.655737705,37 : 63,37.0,63.0, Undergraduate & Postgraduate,483,207,510.5,56,156.0,39.78,40.13,39.67,56.77
1382,2017,North-West University,701.0,10.0,28.5,south africa,Africa  ,Potchefstroom,PUBLIC  ,30.46792561,28.59793615,26.87658466,4420,20564,12.39547425,155,28.7,2.66,life sciences & medicine,33180.0,1016.0,3.062085594,1659.0,20.0, 34 : 66,34.37079517,65.62920483,Undergraduate & Postgraduate,20105,13075,532.17,12,186.0,32.23,31.61,32.58,141.19
1811,2019,Southern University of Science and Technology,344.0,1.0,44.25,China,Asia,China,Public,41.66197672,43.56923435,63.23293824,981,28327,66.96724679,201,52.4,2.32,Natural Sciences,2115.0,0.0,0.0,423.0,5.0,33 : 67,33.0,67.0, Undergraduate & Postgraduate,1364,751,866.66,38,344.0,23.76,22.72,24.48,3.45
849,2024,Istanbul Bilgi Üniversitesi,1300.5,32.0,31.7,Turkey  ,Asia,Istanbul,Private,4.4,4.5,2.0,2155,1600,2.010124873,47,3.2,2.71,Life Sciences & Medicine,13883.0,2610.0,18.80153615,796.0,17.44095477,46:54:00,45.63737883,54.36262117,Undergraduate & Postgraduate,8342,5541,1348.35,88,336.0,24.56,18.98,18.44,9.31
2696,2016,University of Iowa,230.0,71.0,46.135,UNITED STATES,North America,Iowa City,Public,53.03335586,48.15187912,40.98335422,6783,106311,34.95909134,345,47.0,2.23, Social Sciences & Management,27526.0,3028.0,11.0,3041.0,9.051627754, 52:48:00,52.0,48.0,Undergraduate & Postgraduate  ,22190,5336,268.1,147,1.0,48.97,48.75,49.63,12.14
2960,2018,University of Sharjah,725.5,6.0,21.405,United Arab Emirates,asia,Sharjah, PRIVATE,19.57104175,26.58274204,23.50331623,2414,19323,28.50025948,126,21.5,3.56,Engineering & Technology,13300.0,6.988,0.052541353,678.0,18.0,65:35:00  ,65.0,35.0,Undergraduate & Postgraduate,9341,3959,531.07,7,330.0,32.69,36.3,34.15,9.77
593,2026,GLA University,1026.0,73.0,35.018,india  ,ASIA,India,Private,36.5877897,30.09492685,26.34246596,3819,26731,27.27622305,147,31.5,3.9,natural sciences,15294.0,0.0,0.0,980.0,15.60612245,27 : 73,27.0,73.0,Undergraduate & Postgraduate,9467,5827,1100.42,163,123.0,34.76,27.22,36.06,6.8
445,2022,Delhi Technological University,677.0,22.0,35.3375,India  ,ASIA,India,Private,29.13719666,36.81377678,30.27662582,3962,18031,25.39542022,146,29.7,5.58,Arts & Humanities,9939.0,298.0,3.0,710.0,13.99859155,67:33:00,67.19874719,32.80125281, UNDERGRADUATE & POSTGRADUATE,6990,2949,933.88,89,177.0,30.02,30.24,30.19,20.84
3192,2019,Université Lumière Lyon 2,900.5,52.0,28.4,France,Europe,Lyon,PUBLIC,29.65828305,29.00397954,20.28970707,2065,9972,10.62024985,98,25.0,2.2,Social Sciences & Management,25353.0,4326.0,17.06306946,939.0,27.0,60:40:00  ,59.59186522,40.40813478, Undergraduate & Postgraduate,17461,7892,514.48,68,42.0,36.5,36.93,36.97,18.35
2002,2025,The University of Queensland,40.0,7.0,80.2,australia  ,Oceania,Brisbane City,Public,86.7,74.0,90.2,10363,242490,71.91282514,478,88.4,3.07, natural sciences,41249.0,17325.0,42.0,3372.0,12.23279953,55:45:00,55.0,45.0,Undergraduate & Postgraduate,28301,12948,346.2,45,13.0,48.63,35.98,61.48,26.44
1237,2021,NJSC KIMEP University,775.5,7.0,49.2,Kazakhstan,Asia,Almaty,Private,47.03832037,53.69731286,55.22675655,623,7214,53.43761218,93,51.1,4.61,Engineering & Technology,2295.0,274.0,11.93899782,135.0,17.0,49:51:00,49.15258091,50.84741909,Undergraduate & Postgraduate,1724,571,702.58,13,165.0,40.31,38.87,40.28,2088.82
1560,2026,Presidency University,1951.0,158.0,18.7885,India,Asia,India, Public,12.30504232,18.13574707,20.70413669,4000,13531,15.34128729,124,16.5,4.54,natural sciences,17979.0,0.0,0.0,882.0,20.38435374,34 : 66,34.0,66.0,Undergraduate & Postgraduate  ,11381,6598,1100.42,163,123.0,34.76,27.22,36.06,6.8
93,2025,American University of Ras Al Khaimah,485.0,7.0,24.8,United Arab Emirates,Asia,United Arab Emirates,PUBLIC,4.6,3.3,46.8,1133,18273,42.39715751,127,25.7,2.63,Arts & Humanities  ,7974.0,1466.0,18.39023907,431.0,18.50116009,51:49:00,50.68726415,49.31273585,undergraduate & postgraduate,6144,1830,470.42,13,202.0,38.6,19.69,21.64,37.29
968,2022,Kazan National Research Technological University,900.5,28.0,17.675,RUSSIA,EUROPE,Kazan,public,17.27718822,17.38645911,19.75629101,104,1058,21.16590434,30,18.5,2.08,natural sciences,13685.0,2.323,0.01697479,50.0,11.0,43:57:00,43.0,57.0,Undergraduate & Postgraduate,8688,4997,709.36,48,78.0,31.58,32.55,31.55,10.76
1715,2017,Semmelweis University,507.0,1.0,32.31,Hungary,Europe,Hungary,Private,28.59142601,29.3463466,36.7092691,3393,19124,26.97299883,139,32.7,4.79,Engineering & Technology,12592.0,3148.0,25.0,709.0,17.76022567,64:36:00  ,64.0,36.0,Undergraduate & Postgraduate,8071,4521,639.31,8,507.0,25.09,23.74,27.62,7.96
750,2022,Ilmenau University of Technology,1056.0,84.0,25.815, Germany,Europe,Germany, PRIVATE,18.66858403,22.62740437,31.69809943,758,7117,30.02929617,93,25.2,3.2,Arts & Humanities,5608.0,1458.0,,,23.66244726,28 : 72  ,28.0,72.0,Undergraduate & Postgraduate,4391,1217,374.08,85,32.0,47.36,46.64,48.12,14.71
2810,2025,"University of Missouri, Columbia",645.5,125.0,69.1,United States,Americas,Columbia,Public  ,14.3,8.0,16.5,9765,33791,14.97156039,198,15.4,4.33, ENGINEERING & TECHNOLOGY,27631.0,9706.0,35.12749495,2257.0,12.24235711,46:54:00,45.7274097,54.2725903,Undergraduate & Postgraduate,20244,7387,664.44,260,1.0,45.11,29.52,34.2,16.34
981,2025,Kharazmi University,1236.0,47.0,29.96,Iran,Asia,Iran,PRIVATE,18.69549593,33.57750995,34.06833423,8530,28921,15.31024956,164,26.4,4.52,Social Sciences & Management  ,12871.0,515.0,4.0,1889.0,6.81365802, 54:46:00  ,54.0,46.0,Undergraduate & Postgraduate,8116,4755,1110.58,72,410.0,32.58,32.54,33.08,4.0
2348,2022,Universidade Federal do Triângulo Mineiro,1421.0,55.0,17.8325,brazil,Latin America  ,Brazil,Public,16.17596183,21.0519444,20.17888145,158,6866,16.91143303,84,18.2,0.39,Engineering & Technology,6404.0,0.0,0.0,406.0,15.77339901,53:47:00,53.0,47.0,Undergraduate & Postgraduate,5143,1261,1169.52,80,121.0,25.65,25.99,25.62,89.52
2598,2018,University of Denver,725.5,180.0,45.0825,united states,North America,Denver,Private,30.68599071,48.52443321,45.18895025,260,1944,38.88989757,34,37.9,5.2,Natural Sciences,9671.0,599.0,6.193775204,50.0,10.0,56:44:00,56.0,44.0, undergraduate & postgraduate,5766,3905,422.67,219,1.0,46.41,46.44,45.96,112.72
648,2019,Guangxi University,1192.0,36.0,13.29,China,Asia,China,Public  ,10.61683925,11.8157582,10.51128193,10309,9878,3.82567358,90,10.6,3.99,Engineering & Technology,34199.0,1710.0,5.0,2582.0,13.24515879,46:54:00  ,46.0,54.0,undergraduate & postgraduate,23154,11045,866.66,38,344.0,23.76,22.72,24.48,3.45
1339,2023,National University of Singapore,11.0,1.0,92.7,Singapore,ASIA,Singapore,PUBLIC,99.5,94.1,91.8,11798,335393,104.4838917,578,95.6,3.68,Life Sciences & Medicine,32337.0,8084.0,25.0,3210.0,10.07383178,51:49:00,51.0,49.0,Undergraduate & Postgraduate,21590,10747,200.33,3,11.0,83.13,67.03,70.03,25.17
286,2022,Ca' Foscari University of Venice,900.5,57.0,45.8,Italy,Europe,Venice,Public  ,45.25590019,54.61134723,39.2686665,2991,23747,31.53604601,155,42.3,3.97,Social Sciences & Management,17319.0,1.333,0.007696749,753.0,23.0, 38 : 62,38.36461934,61.63538066,UNDERGRADUATE & POSTGRADUATE,11607,5712,614.23,73,142.0,40.29,39.48,41.44,44.78
2545,2024,University of Camerino,930.0,68.0,34.369,ITALY,Europe,Italy,Private,35.53921509,30.75029465,24.33311329,327,15545,22.43188328,134,29.9,0.47,Life Sciences & Medicine,8586.0,773.0,9.0,693.0,12.38961039,52:48:00,52.0,48.0,UNDERGRADUATE & POSTGRADUATE,6018,2568,632.63,78,123.0,42.24,31.14,41.55,10.98
1734,2026,Shandong University,339.0,18.0,42.2, china (mainland),asia,Jinan,Public,22.8,39.0,97.1,10015,259473,108.2041212,513,60.0,4.18,Arts & Humanities,37862.0,3408.0,9.0,2398.0,15.78899083,40 : 60,39.74905736,60.25094264,UNDERGRADUATE & POSTGRADUATE  ,26080,11782,616.32,72,14.0,46.0,21.88,70.61,14.17
1761,2025,Shri Mata Vaishno Devi University,902.0,50.0,36.3165,INDIA,Asia,India,PRIVATE,41.10189078,31.94559954,40.13455248,554,5880,33.22235485,79,40.6,3.13,Natural Sciences,2947.0,0.0,0.0,177.0,16.64971751,37 : 63,37.0,63.0,Undergraduate & Postgraduate,2079,868,1073.64,135,118.0,35.02,25.4,32.61,7.01
285,2026,CY Cergy Paris University,975.5,42.0,34.151,France  , Europe,France,Public,5.2,5.2,7.4,1324,7944,6.854563345,104,6.3,1.14, arts & humanities,16674.0,4502.0,27.0,1159.0,14.38654012,50:50:00,50.0,50.0,Undergraduate & Postgraduate,9921,6753,858.67,75,28.0,41.76,33.89,35.92,20.8
1106,2020,Ludwig-Maximilians-Universität München,63.0,4.0,69.6,Germany,Europe,Munich,Public,64.04230157,88.25403466,73.23319748,17665,265596,67.85791395,561,68.6,4.51,Natural Sciences,35226.0,5958.0,16.91364333,3914.0,9.0,51:49:00,51.39949335,48.60050665,Undergraduate & Postgraduate  ,24991,10235,360.83,85,33.0,47.97,48.42,47.92,14.63
469,2018,Duke University,21.0,13.0,87.0,UNITED STATES  ,North America,Durham,private,83.80791931,93.10802185,92.50439624,39751,283670,50.00349445,595,88.2,7.01, Social Sciences & Management,15256.0,3445.0,22.5812795,5673.0,3.0,49:51:00,49.0,51.0,undergraduate & postgraduate  ,10823,4433,422.67,219,1.0,46.41,46.44,45.96,112.72
1305,2020,National Taiwan Ocean University,1061.0,25.0,20.6925,Taiwan,ASIA  ,Keelung City,Public,17.19915962,20.010096,20.92200241,2772,10730,15.30624942,108,19.1,3.95,Engineering & Technology,8652.0,779.0,9.0,701.0,12.34236805,32 : 68,32.0,68.0,Undergraduate & Postgraduate,6112,2540,806.14,38,69.0,25.29,25.95,24.74,7.45
2766,2024,University of Malakand,843.0,16.0,36.004, Pakistan  ,Asia,Pakistan,Public,37.34629484,40.63017979,30.36969514,1966,4890,10.44926638,83,33.9,4.2,Engineering & Technology,8339.0,83.0,1.0,468.0,17.81837607,26 : 74,26.0,74.0,Undergraduate & Postgraduate,5532,2807,989.03,45,315.0,33.03,24.86,27.07,3.91
2770,2024,University of Management and Technology,854.0,17.0,35.8185,Pakistan,Asia,Pakistan, Public  ,48.56179149,27.15118882,33.77817232,12569,118691,28.58650141,369,41.2,3.03,Natural Sciences  ,23418.0,468.0,2.0,4152.0,5.64017341,50:50:00,50.0,50.0,Undergraduate & Postgraduate,14791,8627,989.03,45,315.0,33.03,24.86,27.07,3.91
2577,2024,University of Colorado Boulder,264.0,65.0,37.9,United States,North America,Boulder,Public,36.9,13.5,49.4,13592,119055,39.60579249,338,43.2,4.52,Arts & Humanities,35844.0,2868.0,8.0,3006.0,11.9241517, 45:55:00,45.0,55.0,undergraduate & postgraduate,26125,9719,629.21,256,1.0,44.21,29.31,36.0,15.65
2361,2022,Universidade do Estado de Santa Catarina,1328.0,46.0,19.5125, Brazil  ,Americas,Brazil,PUBLIC  ,17.5463726,15.39013095,14.16069319,2045,12154,13.25395791,96,15.9,2.23, Life Sciences & Medicine,11718.0,117.0,1.0,917.0,12.77862595,50:50:00,50.0,50.0, UNDERGRADUATE & POSTGRADUATE,9410,2308,1169.52,80,121.0,25.65,25.99,25.62,89.52
411,2018,Corvinus University of Budapest,900.5,8.0,17.3975,Hungary,Europe,Budapest,Private,20.3567713,15.12110598,21.74520855,1550,8557,16.05510174,91,21.1,2.91,Arts & Humanities,13724.0,1.332,0.009705625,533.0,24.0,55:45:00,55.0,45.0,Undergraduate & Postgraduate,8789,4935,689.88,8,493.0,25.07,26.83,28.21,9.21
1067,2021,Lebanese University,725.5,6.0,20.2975,Lebanon  ,Asia,Beirut,PUBLIC,20.30802148,16.70247887,19.51355807,149,585,11.69114667,22,19.9,2.98, SOCIAL SCIENCES & MANAGEMENT  ,49737.0,7.754,0.015590003,50.0,15.0,70:30:00,70.0,30.0, Undergraduate & Postgraduate,36508,13229,631.94,9,220.0,44.6,44.91,44.8,9.16
3002,2024,University of Szeged,605.5,2.0,31.8115,Hungary,EUROPE,Szeged, PRIVATE,18.0,12.0,4.9,4074,6253,4.56393901,79,11.4,2.97,Life Sciences & Medicine,20050.0,4010.0,20.0,1370.0,14.6350365,56:44:00,56.0,44.0,undergraduate & postgraduate,11529,8521,933.96,13,299.0,33.28,15.81,10.82,16.77
2696,2017,University of Iowa,393.0,107.0,30.6, United States  ,North America,Iowa City,PUBLIC,31.93259643,27.74355616,32.68593212,179,1470,29.40956947,35,32.3,3.58,Engineering & Technology,27807.0,2.049,0.007368648,50.0,10.0,52:48:00,52.0,48.0, Undergraduate & Postgraduate,20292,7515,378.68,209,1.0,45.95,44.98,45.21,139.8
1455,2022,Oxford Brookes University,429.0,58.0,26.9,United Kingdom,Europe  ,United Kingdom, Public,22.59440764,14.17015516,29.03160023,4619,39791,27.05042486,187,25.8,3.14,Life Sciences & Medicine,13115.0,3.439,0.026221883,1471.0,15.0,60:40:00,60.0,40.0,Undergraduate & Postgraduate,10129,2986,503.59,117,2.0,45.11,44.69,45.1,21.23
3172,2022,Université Catholique de Louvain,161.0,3.0,56.74,Belgium,Europe,Belgium,private not for profit,62.53251056,61.10197867,57.05047766,6190,156464,63.57739847,396,59.8,2.52,social sciences & management,26424.0,5285.0,20.0,2461.0,10.73709874,54:46:00,54.0,46.0,Undergraduate & Postgraduate,17013,9411,333.81,13,70.0,44.84,45.46,43.35,18.33
3311,2016,Warsaw University of Technology,623.0,3.0,23.1975,poland,europe,Warsaw, Public  ,24.33881673,20.31323664,24.89063445,2027,57874,25.97589803,236,24.6,0.91,Social Sciences & Management,34572.0,1037.0,3.0,2228.0,15.51705566,34 : 66,34.0,66.0,Undergraduate & Postgraduate  ,28609,5963,681.14,7,507.0,20.2,19.84,21.72,2.57
253,2021,Bogor Agricultural University,535.5,5.0,64.9,Indonesia,Asia,Bogor,public,67.67671624,55.32814441,53.80877816,205,1840,36.80807606,37,60.7,4.1, Engineering & Technology  ,23.471,745.0,3174.129777,50.0,7.0,54:46:00  ,53.60189788,46.39810212,Undergraduate & Postgraduate,12,11,860.16,16,254.0,30.74,32.52,30.42,316.3
384,2016,City University of Hong Kong,206.0,4.0,48.0525,Hong Kong,Asia,Hong Kong,Public  ,51.69926766,53.4014591,35.59336393,1946,13762,25.43830283,115,43.6,3.6,Arts & Humanities,10015.0,2804.0,28.0,541.0,18.51201479,51:49:00,51.0,49.0,undergraduate & postgraduate,7153,2862,176.67,6,44.0,53.88,55.93,56.06,29.17
2857,2023,University of North Carolina at Chapel Hill,69.0,23.0,67.8475,United States  , North America  ,United States,Public,67.97436831,61.44879878,63.69022266,12716,134443,62.3286188,356,65.8,5.9,Arts & Humanities,31080.0,2486.0,8.0,2157.0,14.40890125,59:41:00,59.0,41.0,Undergraduate & Postgraduate,24999,6081,646.76,264,1.0,44.35,28.72,37.03,16.54
1956,2018,The Hashemite University,1062.0,5.0,12.86,JORDAN,Asia,Zarqa,public,13.03466827,11.83710655,15.46904426,4114,16298,10.5899365,128,14.3,2.67,Social Sciences & Management,24958.0,998.0,4.0,1539.0,16.21702404,62:38:00,62.0,38.0,Undergraduate & Postgraduate,14119,10839,736.6,5,482.0,31.51,33.42,32.49,13.24
1263,2017,National Autonomous University of Mexico,552.0,4.0,30.575,Mexico,LATIN AMERICA,Mexico,Public,32.40419889,32.35484518,23.82433847,28467,364639,14.84686483,609,28.1,1.16,Natural Sciences,139544.0,6977.0,5.0,24560.0,5.681758958,51:49:00,51.0,49.0,Undergraduate & Postgraduate,116149,23395,661.97,19,128.0,27.5,25.46,29.0,461.41
2033,2017,Tokyo University of Marine Science and Technology,844.0,56.0,17.075,Japan,Asia,Japan,Private,16.89540406,20.68757191,16.84756364,1031,3076,10.82932779,59,16.9,3.63,Life Sciences & Medicine,2678.0,161.0,6.0,284.0,9.429577465,33 : 67,33.0,67.0,Undergraduate & Postgraduate  ,1743,935,636.46,73,34.0,26.91,26.46,26.67,49.14
471,2026,Dunarea de Jos University of Galati,1774.0,20.0,22.773,romania,Europe  ,Romania,Public,18.83132235,21.64271749,20.34661792,5240,27983,17.11526941,190,19.6,3.2, Social Sciences & Management,12770.0,2937.0,23.0,1635.0,7.810397554, 58:42:00,58.0,42.0,Undergraduate & Postgraduate,9128,3642,1450.67,28,765.5,28.48,20.26,20.5,13.13
979,2019,Khalifa University of Science and Technology,315.0,2.0,36.5,United Arab Emirates,ASIA,Abu Dhabi,Public,33.09861004,41.23889387,30.40239921,2750,10937,20.21631096,101,31.8,5.08, Natural Sciences,6568.0,652.0,25.28149893,541.0,6.0,47:53:00,47.45912197,52.54087803, undergraduate & postgraduate,4082,2486,549.61,9,313.0,37.11,35.57,33.71,8.02
327,2022,Centrale Nantes,555.0,27.0,39.355, France, europe,France,private,34.27732721,43.5384618,37.49092241,290,2218,20.72550651,44,35.9,2.71,Life Sciences & Medicine,1777.0,871.0,49.0,107.0,16.60747664,53:47:00,53.09934872,46.90065128, undergraduate & postgraduate,1148,629,673.89,62,41.0,41.89,41.84,41.43,17.98
