university_name,year,rank_display,score,link,country,city,region_x,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,region_y,university_type,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,total_students,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources
"University of Maryland, Baltimore County",2022,751-800,,https://www.topuniversities.com/universities/university-maryland-baltimore-county,United States,Baltimore,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-baltimore-county_592560cf2aeae70239af52af_small.jpg,Public,High,14,1.074,M,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2017,131,57.6,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2018,129,58.1,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2019,126,54.1,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2020,136,52.1,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2021,152,50.2,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Maryland, College Park",2022,158,49.5,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,North America,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,Public,Very High,10,"4,659",XL,"3,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2017,251,40.8,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2018,249,41.5,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2019,259,37.3,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2020,305,34.2,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2021,270,35.9,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Amherst,2022,246,38.8,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,Public,Very High,14,"3,696",L,"1,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2017,551-600,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2018,601-650,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2019,581-590,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2020,571-580,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2021,651-700,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Massachusetts Boston,2022,651-700,,https://www.topuniversities.com/universities/university-massachusetts-boston,United States,Boston,North America,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-boston_592560cf2aeae70239af566b_small.jpg,Public,Very High,15,1.527,L,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Messina (UniME),2022,801-1000,,https://www.topuniversities.com/universities/university-messina-unime,Italy,Messina,Europe,https://www.topuniversities.com/sites/default/files/university-of-messina-unime_5a0b25faca24f343003ab8f5_small.jpg,Public,High,15,396,L,1.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2017,252,40.6,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2018,252,41.2,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2019,242,38.8,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2020,271,36.1,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2021,291,34.6,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miami,2022,311,33.7,https://www.topuniversities.com/universities/university-miami,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,Private,Very High,6,"2,646",L,"2,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2017,23,86.4,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2018,21,87,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2019,20,86.4,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2020,21,86,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2021,21,84.6,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Michigan-Ann Arbor,2022,23,86.2,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,North America,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,Public,Very High,6,"7,341",XL,"7,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2017,370,31.9,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2018,325,35.6,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2019,325,32.5,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2020,302,34.3,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2021,301,34.2,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milan,2022,316,33.5,https://www.topuniversities.com/universities/university-milan,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Public,Very High,20,"3,269",XL,"2,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2017,651-700,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2018,651-700,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2019,601-650,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2020,591-600,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2021,521-530,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Milano-Bicocca ,2022,450,25.9,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42,2.153,XL,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minho,2018,651-700,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9,2.538,L,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minho,2019,651-700,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9,2.538,L,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minho,2020,651-700,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9,2.538,L,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minho,2021,591-600,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9,2.538,L,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minho,2022,571-580,,https://www.topuniversities.com/universities/university-minho,Portugal,Braga,Europe,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,Public,Very High,9,2.538,L,2.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2017,137,56.4,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2018,163,52.2,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2019,156,48.7,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2020,156,48.6,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2021,177,45.7,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Minnesota Twin Cities,2022,186,45.7,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,North America,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,Public,Very High,11,"5,630",XL,"5,087",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miskolc ,2021,801-1000,,https://www.topuniversities.com/universities/university-miskolc,Hungary,Miskolc,Europe,https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_small.jpg,Private,High,12,427,M,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Miskolc ,2022,1001-1200,,https://www.topuniversities.com/universities/university-miskolc,Hungary,Miskolc,Europe,https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_small.jpg,Private,High,12,427,M,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2017,601-650,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2018,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2019,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2020,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2021,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mississippi,2022,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10,628,L,2.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2017,551-600,,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2018,601-650,,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2019,591-600,,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2020,551-560,,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2021,483,24.7,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Columbia",2022,476,24.9,https://www.topuniversities.com/universities/university-missouri-columbia,United States,Columbia,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,Public,Very High,10,1.273,L,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Missouri, Kansas City",2022,801-1000,,https://www.topuniversities.com/universities/university-missouri-kansas-city,United States,Kansas City,North America,https://www.topuniversities.com/sites/default/files/university-of-missouri-kansas-city_592560cf2aeae70239af52c8_small.jpg,Public,Very High,12,817,M,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2017,651-700,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2018,701-750,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2019,801-1000,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2020,751-800,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2021,751-800,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Modena and Reggio Emilia,2022,701-750,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31,1.066,L,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2017,501-550,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2018,551-600,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2019,591-600,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2020,591-600,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2021,651-700,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mons ,2022,651-700,,https://www.topuniversities.com/universities/university-mons,Belgium,Mons,Europe,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,Public,Very High,23,1.212,M,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2017,701,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2018,801-1000,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2019,801-1000,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2020,801-1000,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2021,1001,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Montana Missoula ,2022,1001-1200,,https://www.topuniversities.com/universities/university-montana-missoula,United States,Missoula ,North America,https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg,Public,Very High,14,190,M,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2017,701,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2018,801-1000,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2019,801-1000,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2020,801-1000,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2021,1001,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Mumbai,2022,1001-1200,,https://www.topuniversities.com/universities/university-mumbai,India,Mumbai,Asia,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,Public,Very High,8,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Murcia,2017,701,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11,1.72,L,2.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
