university_id,world_rank,2023 RANK,university_name,country_code_iso,country,SIZE,FOCUS,RES.,AGE,STATUS,academic_reputation_score,Academic Reputation Rank,employer_reputation_score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,citations_per_faculty,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,overall_score,student_population,students_to_staff_ratio,international_students_count,gender_ratio,teaching_score,research_environment_score,research_quality_score,industry_impact_score,international_outlook_score,Quality of Education,Alumni Employment,Quality of Faculty,Research_Output_x,publications_count,Influence,citations_count,Score,Latitude,Longitude,city,region,university_type,research_output,student_faculty_ratio,faculty_count,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_rank,country_avg_citations,country_avg_international_ratio,research_productivity_index,female_percentage,male_percentage,subject_field,citations_score,research_output_score,total_students,undergraduate_students,postgraduate_students,faculty_to_student_ratio,international_student_ratio,tuition_fee_usd,acceptance_rate,graduation_rate,Employability_Rank,qs_subject_rank,QS_Rank,THE_Rank,ARWU_Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,web_pages,country_code,h_index,degree_level
225,364,369=,American University of Sharjah,AE,United Arab Emirates,S,CO,VH,3,B,20,438,39.1,243,20.7,653,20,559,100,2,100,6,6.4,701+,36.9,202,3,701+,30.3,4737,12.5,74%,54:46:00,24.5,26.3,57.9,27.9,88.6,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Sharjah,Asia,Private,Very High,12,371,5,229,49.6779,18.2,399.2,479,23.5,37.36666667,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,http://www.aus.edu/,AE,55,Undergraduate & Postgraduate
226,364,475=,University of Turin,IT,Italy,XL,FC,VH,5,A,39.8,213,5.7,601+,2.9,701+,36.8,380,4.6,701+,5.4,701+,69.4,199,32.5,236,84.3,123=,30.3,63232,29.5,6%,61:39:00,23,30.1,84.5,74.4,45.5,597,1001,202,199,210,263,200,78.2,42.6384261,12.674297,Turin,Europe,Public,Very High,26,2.261,18,181,47.393,24.45,458.7222222,335.6666667,23.5,63,61,39,"Art, Performing Arts & Design,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Psychology,Accounting & Finance,Chemistry,History, Philosophy & Theology,Sociology,Archaeology,Law,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Architecture,Languages, Literature & Linguistics,Physics & Astronomy,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Geography,Other Health,Education,Economics & Econometrics,Biological Sciences,Communication & Media Studies",66.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,242,1116,119.5,177,http://www.unito.it/,IT,542,Undergraduate & Postgraduate
227,371,551-560,Cairo University,EG,Egypt,XL,FC,VH,5,A,43.7,193,33.2,297,8,701+,2.8,701+,2.7,701+,6.2,701+,48.7,321,72.5,63,78.6,157,29.9,202915,30.9,5%,60:40:00,25,18.5,59.9,39.2,45.4,569,1001,228,378,629,602,541,74.3,35.8681298,-90.9456751,Giza,Africa,Public,Very High,16,11.924,7,818,31.52378571,13.07142857,1062.714286,719.5,23.5,39.2,60,40,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1107,119.5,504,http://www.cu.edu.eg/,EG,337,Undergraduate & Postgraduate
228,371,398=,Tilburg University,NL,Netherlands,L,FO,VH,4,A,15.2,573,33.4,294,10.4,701+,44.2,302,96.6,131,58.4,259,9.4,683,14.1,602,31,432=,29.9,13225,32.2,21%,51:49:00,32.8,44.9,80.1,82.6,84.5,667,395,172,760,575,1001,460,73.7,52.2434979,5.6343227,Tilburg,Europe,Public,Very High,15,745,9,48,67.17744444,47.4,116.2222222,271,23.5,69.2,51,49,"Psychology,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Education,Other Health,Law,Business & Management,Communication & Media Studies,Economics & Econometrics,Sociology,Data Science",23.6,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,387,119.5,668,"http://www.tilburguniversity.nl/, http://www.tilburguniversity.edu/",NL,129,Undergraduate & Postgraduate
229,375,443=,Amirkabir University of Technology,IR,"Iran, Islamic Republic of",M,FO,VH,4,A,4.1,601+,33.4,295,5.1,701+,99.8,13,15.9,652,2.8,701+,9.5,681,10.3,701+,16.5,586=,29.5,9859,20.2,3%,35 : 65,34.8,33.7,77,85.1,38.8,667,1001,304,396,659,1001,898,72,2.9368696,115.4443356,Tehran,Asia,Public,Very High,22,525,6,325,44.60775,8.5,553.5,818.1666667,23.5,65.26666667,35,65,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,750,http://www.aut.ac.ir/,IR,155,Undergraduate & Postgraduate
230,379,312=,Tufts University,US,United States,L,FC,VH,5,B,18.1,497,5.3,601+,56.2,263,42.9,312,25.2,532,36.2,374,18.9,552,47.7,143,50.9,301=,29.4,11611,10.5,16%,57:43:00,51.5,35,87.5,71.7,62.8,100,64,229,272,212,178,151,79.6,39.7837304,-100.445882,Medford,North America,Private,Very High,8,"1,459",98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,64.73333333,57,43,"Other Health,Business & Management,Veterinary Science,Geography,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Psychology,Chemical Engineering,Architecture,Chemistry,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Agriculture & Forestry",83.9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,67,167,257,http://www.tufts.edu/,US,183,Undergraduate & Postgraduate
231,380,425=,Flinders University,AU,Australia,L,FC,VH,4,A,13.3,601+,6.7,601+,6.5,701+,42.6,313,97,127,89.5,119,38.9,385,10.5,701+,64.8,226=,29.2,17422,29.4,33%,66:34:00,29.2,35.4,78.4,71,88.9,253,1001,304,511,476,406,541,73.8,-24.7761086,134.755,Adelaide,Oceania,Public,Very High,18,932,21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,61.6,66,34,"Psychology,Mathematics & Statistics,Accounting & Finance,Medicine & Dentistry,Agriculture & Forestry,Law,Electrical & Electronic Engineering,General Engineering,Economics & Econometrics,Sociology,Languages, Literature & Linguistics,Biological Sciences,Archaeology,Sport Science,Computer Science,Education,Communication & Media Studies,Business & Management,Physics & Astronomy,Geography,Other Health,Chemistry,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Civil Engineering,History, Philosophy & Theology",20.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,471,558,119.5,510,Unknown,Unknown,272,Undergraduate & Postgraduate
232,381,Unknown,University of Luxembourg,LU,Luxembourg,M,CO,VH,2,A,9.1,601+,4.9,601+,77.2,152,28.6,447,100,14,100,24,18.4,557,25.6,323,19.9,Unknown,29.1,5599,21.3,49%,53:47:00,39.6,39.4,78.1,63,93.2,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Esch-sur-Alzette,Unknown,Unknown,Unknown,12,Unknown,1,243,56.048,9.1,243,479,23.5,60.16666667,53,47,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,814,Unknown,Unknown,125,Undergraduate & Postgraduate
233,382,256=,Mahidol University,TH,Thailand,L,FC,VH,4,A,42.4,200,30.3,322,77.7,147,4.7,701+,6,701+,5.1,701+,10.3,666,11,701+,27.6,471=,29,28790,8.9,5%,64:36:00,39.3,25,46.3,78.6,48.7,667,1001,304,424,460,312,898,74.1,13.03876215,101.7001761,Nakhon Pathom,Asia,Public,Very High,7,"3,850",10,612,27.2866,24.82,1271.3,732.25,23.5,49.96666667,64,36,"Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,Medicine & Dentistry,Other Health,Sociology,Economics & Econometrics,Physics & Astronomy,Civil Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Biological Sciences,General Engineering,Sport Science,Communication & Media Studies,Computer Science,Geography,History, Philosophy & Theology,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering",20.9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1602,119.5,522,https://www.mahidol.ac.th/,TH,165,Undergraduate & Postgraduate
234,384,378=,Nankai University,CN,China (Mainland),XL,FC,VH,4,A,21.1,414,8.6,601+,29.5,526,73.9,132,11.2,701+,3.5,701+,8.1,701+,18.9,440,22.5,521=,28.6,31416,11.7,7%,Unknown,48.8,31.4,85.3,66.5,49.3,628,354,304,252,254,468,405,75.8,30.047992,-94.3357433,Tianjin,Asia,Public,Very High,11,2.846,35,12,56.53822857,28.66857143,328.4,574.8823529,12,61.06666667,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,131,119.5,217,http://nku.nankai.edu.cn/,CN,48,Undergraduate & Postgraduate
235,387,490=,Aix-Marseille University,FR,France,XL,FC,VH,5,A,36.1,241,4.5,601+,8.3,701+,26.5,468,18.5,609,19.9,549,99.4,13,11.3,701+,64.5,228=,28.3,72946,17.3,14%,60:40:00,43,27.2,71.9,63.2,76.3,401,941,304,87,89,76,139,80.1,46.603354,1.8883335,Marseille,Europe,Public,Very High,17,4.069,9,58,54.70383333,38.41111111,373,207,23.5,54.1,60,40,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,512,935,119.5,98,Unknown,Unknown,291,Undergraduate & Postgraduate
236,387,288=,Belarusian State University,BY,Belarus,L,FO,VH,5,A,26.6,327,42.5,219,95.3,61,1.3,701+,4.1,701+,49.9,294,3.4,701+,24.5,341,1.4,701+,28.3,23030,7.6,19%,62:38:00,25.5,11.5,17,55.4,66.8,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Minsk,Europe,Public,Very High,5,"4,173",1,1476,23.1835,26.6,1476,479,23.5,27.96666667,62,38,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,771,Unknown,Unknown,128,Undergraduate & Postgraduate
237,387,551-560,Concordia University,CA,Canada,XL,CO,VH,3,A,15,580,15.2,544,3,701+,23.7,504,80.3,227,89.3,122,40.4,373,30.2,254,88.8,97=,28.3,36749,34.6,34%,50:50:00,25.7,29.3,66.2,66.3,86.6,667,268,304,605,544,1001,1001,71.7,61.0666922,-107.991707,Montreal,North America,Public,Very High,25,"2,282",23,21,55.88345652,32.3,315.2173913,294.8571429,23.5,53.93333333,50,50,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,532,340,119.5,609,http://www.concordia.ca/,CA,236,Undergraduate & Postgraduate
238,387,327,National Taiwan University of Science and Technology (Taiwan Tech),TW,Taiwan,M,FO,VH,3,A,27.1,321,37.8,256,43.6,360,27,463,17.5,622,31.1,410,1.9,701+,18.5,451,26.6,481=,28.3,9221,18.5,19%,30 : 70,33.2,36.9,63.8,93.2,56.4,367,567,218,381,388,991,812,75,39.7837304,-3.2765753,Taipei City,Asia,Public,Very High,9,"1,005",22,154,33.41943182,20.48181818,1021.181818,734.8571429,23.5,64.63333333,30,70,"Computer Science,Business & Management,Architecture,General Engineering,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design,Accounting & Finance,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,Education",19.4,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,741,119.5,778,Unknown,Unknown,136,Undergraduate & Postgraduate
239,392,406=,South China University of Technology,CN,China (Mainland),XL,CO,VH,3,A,12.5,601+,4.2,601+,19,694,95.4,50,10.4,701+,4.5,701+,9.7,674,21.9,380,10.2,667=,28.2,40449,12.6,6%,38 : 62,36.6,38.2,83.2,92.8,44,667,228,304,200,242,661,304,76.1,30.047992,-94.3357433,Guangzhou,Asia,Public,Very High,14,3.006,35,12,56.53822857,28.66857143,328.4,574.8823529,12,71.4,38,62,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,301,119.5,178,http://www.scut.edu.cn/,CN,277,Undergraduate & Postgraduate
240,392,422=,Xiamen University,CN,China (Mainland),XL,FC,VH,4,A,25.9,340,11.6,601+,20,664,65.3,170,5.4,701+,3.4,701+,25.4,494,21.5,387,17.1,579=,28.2,44715,15.1,2%,Unknown,38,33.5,83.7,72.1,38.4,667,177,304,246,260,471,898,75.4,30.047992,-94.3357433,Xiamen,Asia,Public,Very High,12,3.106,35,12,56.53822857,28.66857143,328.4,574.8823529,12,63.1,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,83,119.5,216,http://www.xmu.edu.cn/,CN,224,Undergraduate & Postgraduate
241,399,308=,HSE University,RU,Russia,XL,FO,VH,3,A,27.3,318,31.9,308,90.7,82,1.9,701+,6.3,701+,16.1,597,71.1,191,13.4,639,5.1,701+,28,34656,18.6,12%,Unknown,34.4,44,57.3,56.5,51.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Moscow,Europe,Public,Very High,6,2724,24,95,29.87127083,13.9625,1185.041667,541,23.5,52.6,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,223,Undergraduate & Postgraduate
242,400,481=,Iowa State University,US,United States,L,CO,VH,5,A,20,440,13.5,597,8.4,701+,58.7,217,4.6,701+,11.1,690,50.9,307,27.2,300,51.8,295=,27.9,28591,17.1,8%,46:54:00,39.5,34.5,69.3,84.8,46,563,245,134,203,195,214,222,78.9,39.7837304,-100.445882,Ames,North America,Public,Very High,17,1.656,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,62.86666667,46,54,"Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Veterinary Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Architecture,Other Health,General Engineering,Psychology,Medicine & Dentistry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Languages, Literature & Linguistics,Civil Engineering,Biological Sciences,Law,Business & Management,Sociology,Education,Art, Performing Arts & Design,Computer Science,Economics & Econometrics,Communication & Media Studies,Chemistry,Electrical & Electronic Engineering,Agriculture & Forestry",58.2,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,333,149,154,219,http://www.iastate.edu/,US,260,Undergraduate & Postgraduate
243,400,551-560,Masaryk University,CZ,Czech Republic,XL,CO,VH,5,A,23.2,371,32.2,305,10.4,701+,15.2,628,31,481,68.7,215,56.2,276,14.6,575,69.9,207=,27.9,32789,18.4,23%,62:38:00,25.9,31,50.1,41.7,66.3,667,1001,304,500,590,435,898,73,49.7439047,15.3381061,Brno,Europe,Public,Very High,15,1.892,11,459,29.91190909,13.75454545,1151.727273,587.6666667,23.5,40.93333333,62,38,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,529,Unknown,Unknown,245,Undergraduate & Postgraduate
244,403,494=,University of Granada,ES,Spain,XL,FC,VH,5,A,44,192,9.8,601+,5.6,701+,23.3,509,3.4,701+,16.1,598,96.8,34,5.1,701+,36.1,391=,27.8,55523,14.7,9%,59:41:00,28.5,26.6,65.7,52.2,52.6,667,1001,304,251,294,497,200,76.1,39.3260685,-4.8379791,Granada,Europe,Public,Very High,19,2.682,9,313,39.44405556,25.51111111,727,558.7142857,23.5,48.16666667,59,41,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,285,Unknown,Unknown,245,Undergraduate & Postgraduate
245,404,601-650,Istanbul Technical University,TR,Turkey,L,FO,VH,5,A,24.2,357,60.4,131,12.1,701+,13.3,674,7.3,701+,18.3,569,37.2,398,23,365,63.1,232=,27.6,19055,25.8,14%,42:58:00,35.8,36.6,51.8,87.3,45.8,667,785,304,587,711,1001,405,72.3,38.9597594,34.9249653,Maslak-Istanbul,Asia,Public,Very High,13,1.8,10,382,34.57495,16.61,965.9,499.5,23.5,58.56666667,42,58,"Mathematics & Statistics,Electrical & Electronic Engineering,Architecture,Other Health,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Computer Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Accounting & Finance,Chemical Engineering",48.9,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,914,119.5,665,http://www.itu.edu.tr/,TR,224,Undergraduate & Postgraduate
246,404,453,"University of California, Riverside",US,United States,L,FC,VH,4,A,17.5,505,7,601+,6.7,701+,59.9,207,63,307,9.1,701+,45.1,346,10,701+,46.6,327=,27.6,25670,19.6,14%,53:47:00,35.9,35.4,85.7,70.6,77,477,1001,304,328,240,149,200,77.4,39.7837304,-100.445882,Riverside,North America,Public,Very High,17,1.497,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,63.9,53,47,"Economics & Econometrics,Mathematics & Statistics,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,General Engineering,Sociology,History, Philosophy & Theology,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Medicine & Dentistry,Communication & Media Studies,Biological Sciences,Education,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",78.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,386,558,212,234,http://www.ucr.edu/,US,222,Undergraduate & Postgraduate
247,404,412=,University of the Philippines,PH,Philippines,XL,FC,HI,5,A,34.4,250,58.9,136,38,415,1.9,701+,1.6,701+,1.1,701+,9.3,685,35.3,213,38.7,370=,27.6,53676,11.1,0%,59:41:00,25.4,15.3,38.7,22.8,38.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Quezon City,Asia,Public,High,9,4.48,4,1050,25.6985,21.65,1347.25,479,23.5,25.6,59,41,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,522,Unknown,Unknown,40,Undergraduate & Postgraduate
248,407,521-530,University of Delhi,IN,India,L,FC,VH,5,A,36.1,240,28.2,344,3.9,701+,22.5,522,1.4,701+,1.7,701+,24.7,502,91.4,34,31,432=,27.4,29532,23.8,1%,48:52:00,40.4,24.2,39,40.5,23.3,293,146,304,569,724,839,1001,71.7,22.3511148,78.6677428,New Delhi,Asia,Public,Very High,22,1.171,16,218,38.128875,14.1375,783.3125,777,23.5,34.56666667,48,52,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,530,217,119.5,616,http://www.du.ac.in/,IN,162,Undergraduate & Postgraduate
249,410,369=,University of Kansas,US,United States,L,FC,VH,5,A,15.1,577,13.3,601+,83.6,116,9,701+,72.6,263,7.8,701+,35.7,414,23.5,359,71.8,194=,27.2,23410,9.5,7%,53:47:00,42.7,25.9,73.1,79.9,58.6,324,270,304,243,218,180,121,77.8,39.7837304,-100.445882,Lawrence,North America,Public,Very High,7,3.357,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,59.63333333,53,47,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,251,477,111,242,http://www.ku.edu,US,37,Undergraduate & Postgraduate
250,413,438=,Oxford Brookes University,UK,United Kingdom,L,CO,HI,3,A,28.9,301,29.7,329,13.8,701+,8.4,701+,68.8,282,70.3,209,27.1,481,18.4,454,34.3,409=,27.1,13860,14,25%,58:42:00,25.1,21.1,62.5,29.1,87.9,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Oxford,Europe,Public,High,15,"1,471",69,1,50.81734058,25.96666667,455.4347826,388.05,48.5,37.56666667,58,42,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,1329,http://www.brookes.ac.uk/,GB,186,Undergraduate & Postgraduate
251,415,461=,James Cook University,AU,Australia,M,FC,VH,4,A,15.4,567,8.7,601+,14.1,701+,51.1,255,42,393,13.5,650,42.5,359,9,701+,83.3,131,27,9759,17.3,9%,66:34:00,28.3,30.9,79.6,58.9,77.7,667,1001,304,537,453,253,327,75.1,-24.7761086,134.755,Townsville,Oceania,Public,Very High,11,"2,940",21,54,57.36819048,33.99047619,250.1428571,519.8125,23.5,56.46666667,66,34,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,1180,119.5,458,Unknown,Unknown,151,Undergraduate & Postgraduate
252,418,264=,Tomsk State University,RU,Russia,M,CO,VH,5,A,23.1,376,10.9,601+,99.4,32,5.1,701+,23.7,555,91.5,109,23.4,514,7.3,701+,3,701+,26.9,7930,11.6,37%,Unknown,49.2,40,31.8,53.8,79.1,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Tomsk,Europe,Public,Very High,5,"1,742",24,95,29.87127083,13.9625,1185.041667,541,23.5,41.86666667,54,46,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,787,Unknown,Unknown,143,Undergraduate & Postgraduate
253,419,443=,Washington State University,US,United States,L,FC,VH,5,A,24.4,354,17.9,489,16.2,701+,35.4,386,50,358,5.5,701+,46.5,335,11.1,701+,49.7,309=,26.8,28896,18.8,6%,55:45:00,36.9,34.5,74.8,82.9,60.3,667,748,174,321,312,289,460,76.8,39.7837304,-100.445882,Pullman,North America,Public,Very High,14,1.935,98,2,56.8432449,31.06530612,362.2653061,265.6666667,23.5,64.06666667,55,45,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",33.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,988,185,315,http://www.wsu.edu/,US,192,Undergraduate & Postgraduate
254,421,284=,Graz University of Technology,AT,Austria,M,FO,VH,5,A,14.5,595,11,601+,99.5,31,13.6,664,75,255,58.8,258,10.4,664,13.6,629,4.2,701+,26.7,6660,8.2,24%,26 : 74,40.4,21.4,51.5,91.5,81.5,667,1001,304,780,708,957,460,71.7,47.59397,14.12456,Graz,Europe,Public,Very High,5,"1,427",3,119,51.20583333,30.26666667,395.6666667,317,23.5,54.8,26,74,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,558,119.5,796,Unknown,Unknown,118,Undergraduate & Postgraduate
255,421,260=,Novosibirsk State University,RU,Russia,M,CO,VH,4,A,27.5,317,14.4,572,93.5,69,12.6,685,6.7,701+,56.3,264,5.3,701+,12.9,667,6.8,701+,26.7,7264,6.6,20%,Unknown,42.2,36.6,31.6,40.7,51.9,255,1001,304,509,652,663,541,72.8,40.2338211,-84.4096729,Novosibirsk ,Europe,Public,Very High,6,"1,218",24,95,29.87127083,13.9625,1185.041667,541,23.5,36.3,54,46,"Languages, Literature & Linguistics,General Engineering,Sociology,Archaeology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Education,Mathematics & Statistics,Chemical Engineering,Psychology,History, Philosophy & Theology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Business & Management,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Law,Other Health,Communication & Media Studies",70.5,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,409,1458,119.5,467,Unknown,Unknown,131,Undergraduate & Postgraduate
256,426,531-540,University of Limerick,IE,Ireland,L,FC,HI,4,A,17.5,507,29.1,337,14,701+,21.9,529,88.4,190,28.6,434,34.6,421,13.9,614,58.9,254,26.6,14640,27.1,15%,50:50:00,27.1,32.6,64.1,75.9,76.1,667,863,304,927,867,1001,898,70.1,52.865196,-7.9794599,Limerick,Europe,Public,High,14,952,7,231,47.20792857,23.4,484.2857143,544,23.5,57.53333333,50,50,Unknown,55.3,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,296.5,620,119.5,906,http://www.ul.ie/,IE,167,Undergraduate & Postgraduate
257,427,551-560,Anna University,IN,India,L,FO,VH,3,A,8.5,601+,8.5,601+,5.3,701+,99.8,12,18.55,Unknown,1.5,701+,33.8,427,9.8,701+,19.9,Unknown,26.5,12824,13.1,1%,41:59:00,32,26.3,72.4,51,20.4,618.5,609,304,381,388,425.5,405,75,39.7837304,-3.2765753,Chennai,Asia,Public,Very High,21,730,16,218,38.128875,14.1375,783.3125,777,23.5,49.9,41,59,Unknown,55.3,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,536,1524,119.5,1118,http://www.annauniv.edu/,IN,119,Undergraduate & Postgraduate
