university_name,year,university_type,publications_count,citations_count,h_index,research_productivity_index,subject_field,female_percentage,male_percentage
De La Salle University,2023,Private,1867,3419,55,1.92,Engineering & Technology,50,50
De La Salle University,2024,Private,2636,3615,61,3,Natural Sciences,50,50
De La Salle University,2025,Private,2377,3422,64,3.17,Engineering & Technology,52,48
De La Salle University,2026,Private not for Profit,9410,7586,85,5.02,Life Sciences & Medicine,51,49
De Montfort University,2016,Public,1808,22688,166,1.8,Life Sciences & Medicine,57,43
De Montfort University,2017,Public,3156,34705,171,2.27,Engineering & Technology,58,42
De Montfort University,2018,Public,2850,39264,195,1.8,Social Sciences & Management,58,42
De Montfort University,2019,Public,3335,26299,166,3.63,Life Sciences & Medicine,57,43
De Montfort University,2020,Public,253,1284,43,5.06,Social Sciences & Management,56,44
De Montfort University,2021,Public,165,1747,38,3.3,Natural Sciences,55,45
De Montfort University,2022,Public,141,978,35,2.82,Natural Sciences,54,46
De Montfort University,2023,Public,7231,7715,90,4.89,Engineering & Technology,54,46
De Montfort University,2024,Public,12992,18975,118,4.37,Arts & Humanities,56,44
De Montfort University,2025,Public,1171,14185,124,0.61,Engineering & Technology,55,45
De Montfort University,2026,Public,8434,26902,158,4.53,Life Sciences & Medicine,48,52
Deakin University,2016,Public,9290,117928,383,3.03,Natural Sciences,60,40
Deakin University,2017,Public,3538,32760,192,1.91,Life Sciences & Medicine,59,41
Deakin University,2018,Public,9453,38302,203,5.11,Natural Sciences,58,42
Deakin University,2019,Public,4094,57609,286,2.21,Life Sciences & Medicine,58,42
Deakin University,2020,Public,4085,61261,254,2.21,Arts & Humanities,58,42
Deakin University,2021,Public,3426,55336,230,1.85,Natural Sciences,57,43
Deakin University,2022,Public,3877,42160,242,2.09,Social Sciences & Management,56,44
Deakin University,2023,Public,6502,130439,408,2.49,Life Sciences & Medicine,58,42
Deakin University,2024,Public,14504,223914,464,3.71,Arts & Humanities,60,40
Deakin University,2025,Public,4634,105999,318,2.71,Social Sciences & Management,60,40
Deakin University,2026,Public,7708,131958,373,3.67,Natural Sciences,58,42
Del Rosario University,2018,Private,1083,5387,75,2.28,Natural Sciences,49.70954223,50.29045777
Del Rosario University,2019,Private,1409,7036,84,2.77,Natural Sciences,45.45147542,54.54852458
Del Rosario University,2020,Private,2236,7265,78,3.49,Engineering & Technology,61,39
Del Rosario University,2021,Private,2726,20008,134,2.26,Arts & Humanities,57,43
Del Rosario University,2022,Public,2246,8934,86,2.88,Life Sciences & Medicine,60,40
Del Rosario University,2023,Public,3777,16250,124,2.38,Natural Sciences,59,41
Del Rosario University,2024,Private,2536,12688,128,3.98,Life Sciences & Medicine,57,43
Del Rosario University,2025,Private,1319,10256,101,1.72,Engineering & Technology,60,40
Del Rosario University,2026,Public,3770,8837,70,5.16,Natural Sciences,59,41
Delft University of Technology,2016,Public,2295,34999,158,2.71,Life Sciences & Medicine,26,74
Delft University of Technology,2017,Public,14755,85340,282,7.23,Social Sciences & Management,27,73
Delft University of Technology,2018,Public,7627,121012,292,3.74,Life Sciences & Medicine,28,72
Delft University of Technology,2019,Public,7771,96214,339,3.81,Arts & Humanities,28,72
Delft University of Technology,2020,Public,6490,90074,342,3.18,Natural Sciences,29,71
Delft University of Technology,2021,Public,6900,95076,329,3.38,Arts & Humanities,30,70
Delft University of Technology,2022,Public,6060,114175,336,2.97,Natural Sciences,31,69
Delft University of Technology,2023,Public,8976,149961,383,5.16,Social Sciences & Management,31,69
Delft University of Technology,2024,Public,3558,77532,269,2.92,Natural Sciences,31,69
Delft University of Technology,2025,Public,1588,75460,279,1.2,Life Sciences & Medicine,32,68
Delft University of Technology,2026,Public,5869,97191,371,3.19,Social Sciences & Management,32,68
Delhi Technological University,2020,Public,1829,5898,82,3.14,Social Sciences & Management,44.53723933,55.46276067
Delhi Technological University,2021,Private,3833,25943,145,4.13,Social Sciences & Management,52.55386568,47.44613432
Delhi Technological University,2022,Private,3962,18031,146,5.58,Arts & Humanities,67.19874719,32.80125281
Delhi Technological University,2023,Private,1722,8885,105,3.96,Natural Sciences,44.82969433,55.17030567
Delhi Technological University,2024,Public,3052,14479,124,5.13,Social Sciences & Management,48.14395513,51.85604487
Delhi Technological University,2025,Public,5076,11282,107,4.77,Natural Sciences,43.94587024,56.05412976
Delhi Technological University,2026,Public,1688,28880,173,1.72,Arts & Humanities,45.23109111,54.76890889
"Delta State University, Abraka",2026,Private,13532,47567,235,3.33,Engineering & Technology,58,42
Delta University for Science & Technology,2026,Private not for Profit,10009,12814,110,3.63,Arts & Humanities,41.24091529,58.75908471
Delta University for Science and Technology,2026,Private,4171,26905,140,5.48,Arts & Humanities,46,54
Democritus University of Thrace,2019,Public,5174,33953,186,2.1,Engineering & Technology,54,46
Democritus University of Thrace,2020,Public,6781,32942,178,3.93,Arts & Humanities,54,46
Democritus University of Thrace,2021,Public,6650,24065,160,4.43,Arts & Humanities,54,46
Democritus University of Thrace,2022,Private,5610,39613,192,3.04,Life Sciences & Medicine,55,45
Democritus University of Thrace,2023,Public,6501,15112,152,4.21,Natural Sciences,56,44
Democritus University of Thrace,2024,Private,6415,94971,323,2.1,Arts & Humanities,48,52
Democritus University of Thrace,2025,Public,4631,32733,152,3.52,Arts & Humanities,57,43
Democritus University of Thrace,2026,Public,12331,40069,207,4.88,Social Sciences & Management,57,43
Dhofar University,2026,Private not for Profit,1219,3805,66,4.94,Engineering & Technology,53,47
Dicle University,2022,Public,3975,26679,175,2.72,Engineering & Technology,41,59
Dicle University,2023,Public,1643,11383,105,0.95,Social Sciences & Management,44,56
Dicle University,2024,Public,3510,41155,218,1.31,Natural Sciences,45,55
Dicle University,2025,Private,4032,60375,269,1.5,Natural Sciences,49,51
Dicle University,2026,Public,10042,18020,159,2.64,Natural Sciences,46,54
Diego Portales University,2017,Private,4598,18371,162,2.67,Life Sciences & Medicine,48,52
Diego Portales University,2018,Public,3855,34560,204,2.7,Arts & Humanities,48,52
Diego Portales University,2019,Public,7235,62799,273,3.25,Natural Sciences,49,51
Diego Portales University,2020,Public,2712,40818,222,2.63,Life Sciences & Medicine,49,51
Diego Portales University,2021,Public,3756,30199,157,3.4,Life Sciences & Medicine,49,51
Diego Portales University,2022,Public,1755,34765,185,1.61,Life Sciences & Medicine,50,50
Diego Portales University,2023,Private,6706,54360,274,3.88,Engineering & Technology,50,50
Diego Portales University,2024,Public,11842,67415,247,6.02,Social Sciences & Management,50,50
Diego Portales University,2025,Public,4887,30492,174,3.89,Arts & Humanities,50,50
Diego Portales University,2026,Public,7547,15066,133,5.81,Life Sciences & Medicine,50,50
Diponegoro University,2017,Public,13541,106167,365,4.75,Arts & Humanities,56.09211227,43.90788773
Diponegoro University,2018,Public,5369,57873,208,1.88,Social Sciences & Management,54.84318513,45.15681487
Diponegoro University,2019,Public,6708,70808,262,2.35,Life Sciences & Medicine,49.16256544,50.83743456
Diponegoro University,2020,Public,6711,72394,239,2.35,Engineering & Technology,64.10027638,35.89972362
Diponegoro University,2021,Public,13409,47053,201,4.7,Engineering & Technology,56,44
Diponegoro University,2022,Public,10403,33056,168,3.65,Natural Sciences,56,44
Diponegoro University,2023,Public,5239,2758,57,2.83,Engineering & Technology,56,44
Diponegoro University,2024,Public,8945,5140,52,2.43,Engineering & Technology,56,44
Diponegoro University,2025,Public,990,3145,56,0.46,Life Sciences & Medicine,56,44
Diponegoro University,2026,Public,9694,4873,78,3.26,Life Sciences & Medicine,66,34
Dnipro University of Technology,2026,Private,5642,34269,195,3.17,Social Sciences & Management,27,73
Dokkyo Medical University,2021,Private,146,475,24,2.18,Arts & Humanities,53,47
Dokkyo Medical University,2022,Private,210,1081,35,2,Life Sciences & Medicine,52,48
Dokkyo Medical University,2023,Public,431,2161,47,3.15,Natural Sciences,51,49
Dokkyo Medical University,2024,Public,257,1678,38,2.42,Arts & Humanities,53,47
Dokkyo Medical University,2025,Public,297,1180,36,2.41,Natural Sciences,54,46
Dokkyo Medical University,2026,Public,343,1052,29,2.96,Arts & Humanities,55,45
Dokuz Eylül University,2018,Private,13373,46449,250,3.02,Engineering & Technology,55,45
Dokuz Eylül University,2019,Public,8973,23861,157,2.95,Arts & Humanities,47,53
Dokuz Eylül University,2020,Public,14714,50236,219,2.65,Social Sciences & Management,47,53
Dokuz Eylül University,2021,Public,10108,46855,179,3.39,Natural Sciences,47,53
Dokuz Eylül University,2022,Public,5515,79084,286,1.64,Social Sciences & Management,47,53
Dokuz Eylül University,2023,Private,10246,40476,184,2.84,Arts & Humanities,47,53
Dokuz Eylül University,2024,Private,15529,37007,210,4.66,Life Sciences & Medicine,46,54
Dokuz Eylül University,2025,Public,3898,77826,312,0.94,Life Sciences & Medicine,47,53
Dokuz Eylül University,2026,Private,9849,82886,295,3.22,Engineering & Technology,49,51
Dokuz Eylül Üniversitesi,2021,Public,6246,98901,315,2.79,Life Sciences & Medicine,37.0998121,62.9001879
Dokuz Eylül Üniversitesi,2022,Public,6588,39375,177,2.94,Natural Sciences,62.40298052,37.59701948
Dokuz Eylül Üniversitesi,2023,Public,14639,17776,127,4.14,Arts & Humanities,49.3373507,50.6626493
Dokuz Eylül Üniversitesi,2024,Public,7279,4867,68,3.08,Life Sciences & Medicine,57.35418065,42.64581935
Dokuz Eylül Üniversitesi,2025,Public,15985,3700,52,4.32,Life Sciences & Medicine,56.29654684,43.70345316
Dokuz Eylül Üniversitesi,2026,Public,9487,14095,129,2.69,Natural Sciences,50.05133713,49.94866287
Don State Technical University,2022,Public,5579,56715,263,3,Arts & Humanities,78.29225324,21.70774676
Don State Technical University,2023,Public,9072,4597,63,2.93,Natural Sciences,73.42116189,26.57883811
Don State Technical University,2024,Public,12784,3338,72,3.83,Engineering & Technology,61.13513983,38.86486017
Don State Technical University,2025,Public,3291,4440,71,0.99,Life Sciences & Medicine,42.75849115,57.24150885
Don State Technical University,2026,Public,4004,17467,140,2.56,Engineering & Technology,54,46
Dongguk University,2017,Private,236,2002,43,4.72,Natural Sciences,36.01174047,63.98825953
Dongguk University,2018,Private,308,1407,35,6.16,Social Sciences & Management,61.17397134,38.82602866
Dongguk University,2019,Private,102,594,26,2.04,Arts & Humanities,29.55102575,70.44897425
Dongguk University,2020,Private,84,807,34,1.68,Engineering & Technology,47.44834771,52.55165229
Dongguk University,2021,Private,137,1136,33,2.74,Natural Sciences,59.67299388,40.32700612
Dongguk University,2022,Private,150,877,36,3,Social Sciences & Management,53.08159983,46.91840017
Dongguk University,2023,Private,9117,14764,106,3,Natural Sciences,38.17139998,61.82860002
Dongguk University,2024,Private,5656,7147,90,3.52,Engineering & Technology,51.36238946,48.63761054
Dongguk University,2025,Private,4170,23644,155,2.03,Engineering & Technology,53.08499131,46.91500869
Dongguk University,2026,Private not for Profit,5006,36851,187,2.82,Engineering & Technology,51.63828357,48.36171643
Donghua University,2022,Public,6367,67730,289,3.98,Engineering & Technology,45,55
Donghua University,2023,Public,5844,31063,191,3.9,Arts & Humanities,45,55
Donghua University,2024,Public,2667,43561,234,1.63,Social Sciences & Management,44,56
Donghua University,2025,Public,3547,83693,285,1.86,Engineering & Technology,43,57
Donghua University,2026,Public,5467,78793,288,3.57,Natural Sciences,48,52
Doshisha University,2017,Private,3965,17039,126,2.75,Natural Sciences,38,62
Doshisha University,2018,Private,4668,16119,139,3.24,Engineering & Technology,39,61
Doshisha University,2019,Private,4614,7277,68,3.2,Social Sciences & Management,40,60
Doshisha University,2020,Private,1945,13867,109,1.35,Arts & Humanities,41,59
Doshisha University,2021,Private,5702,11947,109,3.96,Arts & Humanities,41,59
Doshisha University,2022,Private,3648,18093,151,2.53,Life Sciences & Medicine,42,58
Doshisha University,2023,Private,4739,3717,59,2.51,Life Sciences & Medicine,42,58
Doshisha University,2024,Private,11715,2694,49,4.35,Natural Sciences,42,58
Doshisha University,2025,Private,10744,4680,65,4.29,Natural Sciences,42,58
Doshisha University,2026,Private not for Profit,3436,2708,45,1.97,Engineering & Technology,42,58
Dow University of Health Sciences,2023,Public,1090,11866,124,2.67,Engineering & Technology,76,24
Dow University of Health Sciences,2024,Private,2633,9120,94,5.72,Arts & Humanities,63,37
Dow University of Health Sciences,2025,Public,2413,11976,113,3.14,Life Sciences & Medicine,54,46
Dow University of Health Sciences,2026,Public,2172,12681,115,2.5,Natural Sciences,74,26
Dr B.R. Ambedkar National Institute of Technology Jalandhar,2022,Public,839,11133,84,2.3,Engineering & Technology,45.56393961,54.43606039
Dr B.R. Ambedkar National Institute of Technology Jalandhar,2023,Private,894,3888,67,4.12,Social Sciences & Management,47.73758371,52.26241629
Dr B.R. Ambedkar National Institute of Technology Jalandhar,2024,Public,1162,10854,90,2.79,Arts & Humanities,36,64
Dr B.R. Ambedkar National Institute of Technology Jalandhar,2025,Public,397,8073,68,1.07,Social Sciences & Management,24,76
Dr B.R. Ambedkar National Institute of Technology Jalandhar,2026,Public,2542,9984,98,4.58,Arts & Humanities,25,75
"Dr D. Y. Patil Vidyapeeth, Pune",2025,Private,517,7070,85,2.52,Natural Sciences,63,37
"Dr D. Y. Patil Vidyapeeth, Pune",2026,Public,988,8153,78,2.84,Arts & Humanities,62,38
Dr. M.G.R. Educational and Research Institute,2026,Private,5272,45647,248,1.8,Arts & Humanities,35,65
Drexel University,2016,Private,3037,50547,246,1.47,Natural Sciences,48,52
Drexel University,2017,Private,152,1873,42,3.04,Natural Sciences,49,51
Drexel University,2018,Private,192,1567,45,3.84,Arts & Humanities,49,51
Drexel University,2019,Private,207,1436,41,4.14,Engineering & Technology,49,51
Drexel University,2020,Private,156,936,28,3.12,Life Sciences & Medicine,50,50
Drexel University,2021,Private,236,1023,26,4.72,Arts & Humanities,51,49
Drexel University,2022,Private,299,953,25,5.98,Life Sciences & Medicine,50,50
Drexel University,2023,Private,5024,60062,236,3.48,Social Sciences & Management,51,49
Drexel University,2024,Private,4310,29721,175,3.01,Engineering & Technology,51,49
Drexel University,2025,Private,5857,38112,189,4.73,Life Sciences & Medicine,51,49
Drexel University,2026,Private not for Profit,3535,24762,159,2.63,Engineering & Technology,52,48
Dublin City University,2016,Public,4790,22085,164,5.83,Arts & Humanities,51,49
Dublin City University,2017,Public,225,1325,36,4.5,Social Sciences & Management,50,50
Dublin City University,2018,Public,205,1259,35,4.1,Engineering & Technology,52,48
Dublin City University,2019,Public,126,863,31,2.52,Arts & Humanities,50,50
Dublin City University,2020,Public,150,871,34,3,Social Sciences & Management,57,43
Dublin City University,2021,Public,119,1317,36,2.38,Engineering & Technology,56,44
Dublin City University,2022,Public,181,1261,37,3.62,Arts & Humanities,57,43
Dublin City University,2023,Public,1996,13873,107,2.24,Natural Sciences,59,41
Dublin City University,2024,Public,3869,8442,106,4.75,Natural Sciences,58,42
Dublin City University,2025,Public,1775,7973,88,2.31,Arts & Humanities,58,42
Dublin City University,2026,Public,1380,19557,142,1.42,Life Sciences & Medicine,58,42
Dublin Institute of Technology,2016,Public,5625,20597,154,3.95,Engineering & Technology,41,59
Dublin Institute of Technology,2017,Private,4242,23672,144,3.86,Arts & Humanities,40,60
Dublin Institute of Technology,2018,Public,4491,34784,173,3.08,Life Sciences & Medicine,41,59
Dublin Institute of Technology,2019,Public,2054,11658,125,2.79,Social Sciences & Management,42,58
Duke University,2016,Private,3897,48045,201,5.64,Engineering & Technology,49,51
Duke University,2017,Private,36330,178700,430,6.4,Life Sciences & Medicine,49,51
Duke University,2018,Private,39751,283670,595,7.01,Social Sciences & Management,49,51
Duke University,2019,Private,25289,262653,505,4.46,Life Sciences & Medicine,48,52
Duke University,2020,Private,50515,437111,705,8.9,Social Sciences & Management,49,51
Duke University,2021,Private,21462,164690,437,3.78,Social Sciences & Management,49,51
Duke University,2022,Private,16409,318840,554,2.89,Life Sciences & Medicine,52,48
Duke University,2023,Private,8422,36076,200,5.48,Arts & Humanities,52,48
Duke University,2024,Private,3303,13007,114,3.22,Arts & Humanities,52,48
Duke University,2025,Private,7464,31108,173,5.98,Engineering & Technology,54,46
Duke University,2026,Private not for Profit,6041,28229,144,7.37,Engineering & Technology,55,45
Dumlupinar University,2022,Public,9067,29619,163,3.49,Social Sciences & Management,42,58
Dumlupinar University,2023,Private,10586,65998,258,3.24,Arts & Humanities,43,57
Dumlupinar University,2024,Public,5040,46409,203,1.46,Engineering & Technology,40,60
Dumlupinar University,2025,Private,8040,29123,144,3.53,Arts & Humanities,40,60
Dumlupinar University,2026,Public,6209,48037,194,1.67,Arts & Humanities,26,74
Dunarea de Jos University of Galati,2021,Public,1903,7444,89,2.36,Engineering & Technology,58,42
Dunarea de Jos University of Galati,2022,Public,1058,5752,74,1.19,Engineering & Technology,57,43
Dunarea de Jos University of Galati,2023,Public,1943,11253,99,1.88,Life Sciences & Medicine,59,41
Dunarea de Jos University of Galati,2024,Public,2668,17043,122,3.02,Social Sciences & Management,58,42
Dunarea de Jos University of Galati,2025,Public,6077,37404,187,3,Arts & Humanities,58,42
Dunarea de Jos University of Galati,2026,Public,5240,27983,190,3.2,Social Sciences & Management,58,42
Durban University of Technology,2021,Public,1821,61340,239,1.2,Natural Sciences,52,48
Durban University of Technology,2022,Public,5630,57030,253,4.3,Engineering & Technology,53,47
Durban University of Technology,2023,Private,10048,74171,260,5.72,Natural Sciences,54,46
Durban University of Technology,2024,Public,5403,68563,271,2.21,Social Sciences & Management,55,45
Durban University of Technology,2025,Public,8803,64385,268,2.72,Social Sciences & Management,56,44
Durban University of Technology,2026,Public,2404,36718,186,1.52,Natural Sciences,56,44
Durham University,2016,Public,6599,51726,193,5,Life Sciences & Medicine,54,46
Durham University,2017,Public,13602,89615,334,7.66,Life Sciences & Medicine,54,46
Durham University,2018,Public,7133,117989,373,4.02,Arts & Humanities,54,46
Durham University,2019,Public,9342,157518,397,5.26,Arts & Humanities,54,46
Durham University,2020,Public,8362,69342,256,4.71,Life Sciences & Medicine,55,45
Durham University,2021,Public,8993,57895,256,5.07,Engineering & Technology,55,45
Durham University,2022,Public,5316,193063,468,2.99,Social Sciences & Management,54,46
Durham University,2023,Public,5841,59216,266,3.63,Engineering & Technology,54,46
Durham University,2024,Public,5587,76504,274,2.9,Natural Sciences,54,46
Durham University,2025,Public,13385,69040,262,3.18,Engineering & Technology,54,46
Durham University,2026,Public,7410,50542,238,4.58,Life Sciences & Medicine,54,46
Duy Tan University,2022,C,4979,40505,227,4.64,Engineering & Technology,64,36
Duy Tan University,2023,C,3830,14348,107,2.99,Engineering & Technology,62,38
Duy Tan University,2024,C,4963,51651,208,3.09,Social Sciences & Management,57,43
Duy Tan University,2025,C,7216,76300,295,3.62,Engineering & Technology,64,36
Duy Tan University,2026,Private for Profit,4270,52164,224,3.26,Natural Sciences,61,39
Duzce University,2021,Private,7961,34817,158,3.8,Engineering & Technology,42,58
Duzce University,2022,Public,3191,15182,117,3,Natural Sciences,48,52
Duzce University,2023,Private,3432,39665,199,1.6,Arts & Humanities,44,56
Duzce University,2024,Public,8036,35674,173,4.09,Life Sciences & Medicine,44,56
Duzce University,2025,Public,4549,59146,251,2.17,Arts & Humanities,47,53
Duzce University,2026,Private,11497,66115,270,4.34,Social Sciences & Management,46,54
EAFIT University,2022,Private,5154,12075,135,3.55,Life Sciences & Medicine,45,55
EAFIT University,2023,Private,1934,13962,130,1.97,Engineering & Technology,44,56
EAFIT University,2024,Public,4395,8675,80,4.34,Engineering & Technology,44,56
EAFIT University,2025,Private,11512,39375,246,4.37,Natural Sciences,44,56
EAFIT University,2026,Public,827,7838,88,1.19,Engineering & Technology,43,57
EBS Business School,2017,Private,1498,941,34,1.79,Arts & Humanities,50.07798438,49.92201562
EBS Business School,2018,Private,661,326,18,2.03,Arts & Humanities,50.89122007,49.10877993
EGE UNIVERSITY,2021,Public,9970,86894,302,3.15,Arts & Humanities,59.37098354,40.62901646
EGE UNIVERSITY,2022,Public,15251,80888,279,4.82,Social Sciences & Management,42.26819819,57.73180181
EGE UNIVERSITY,2023,Public,3505,4672,67,1.82,Social Sciences & Management,51.92876114,48.07123886
EGE UNIVERSITY,2024,Public,9809,6965,73,3.36,Social Sciences & Management,46.06133565,53.93866435
EGE UNIVERSITY,2025,Public,11872,4314,66,5.85,Social Sciences & Management,50.87562134,49.12437866
ENS Paris-Saclay,2017,Public,913,9677,88,3.16,Engineering & Technology,53.13834681,46.86165319
ENS Paris-Saclay,2018,Public,1259,11989,115,4.36,Natural Sciences,39.77258927,60.22741073
ENS Paris-Saclay,2019,Public,483,13211,113,1.67,Engineering & Technology,60.11248368,39.88751632
ENS Paris-Saclay,2020,Public,1539,10115,105,5.33,Natural Sciences,53.42265074,46.57734926
ENS Paris-Saclay,2021,Public,1449,7140,77,5.01,Arts & Humanities,43.13123185,56.86876815
ENSTA Bretagne,2023,Public,181,1628,40,3.35,Natural Sciences,24,76
ENSTA Bretagne,2024,Public,157,1665,41,3.14,Social Sciences & Management,26,74
ENSTA Bretagne,2025,Public,206,1382,39,4.12,Life Sciences & Medicine,25,75
EPFL,2017,Public,8363,102290,285,4.73,Social Sciences & Management,42.28096205,57.71903795
EPFL,2018,Public,12047,143623,364,6.82,Life Sciences & Medicine,43.73195925,56.26804075
EPFL,2019,Public,7625,136552,429,4.32,Natural Sciences,54.99833586,45.00166414
EPFL,2020,Public,5486,150134,433,3.1,Engineering & Technology,55.95836353,44.04163647
EPFL,2021,Public,11681,73158,283,6.61,Social Sciences & Management,52.90292349,47.09707651
EPFL,2022,Public,6402,133816,423,3.62,Arts & Humanities,47.66829416,52.33170584
EPFL,2023,Public,6006,50135,247,5.4,Natural Sciences,56.47746817,43.52253183
EPFL,2024,Public,8508,71340,266,7.34,Natural Sciences,47.50487241,52.49512759
EPFL,2025,Public,2956,94588,326,2.96,Arts & Humanities,43.16246886,56.83753114
ESCP Business School - Paris,2020,Private,1021,32575,152,2.62,Arts & Humanities,62.69291648,37.30708352
ESCP Business School - Paris,2021,Private,1360,16709,121,4.49,Engineering & Technology,53.91036915,46.08963085
ESPCI ParisTech,2017,Public,191,1665,33,3.82,Natural Sciences,38,62
ESSEC Business School,2017,Private,2241,854,30,2.62,Life Sciences & Medicine,51.07404189,48.92595811
ESSEC Business School,2018,Private,4628,8369,86,3.89,Natural Sciences,50.21835554,49.78164446
ESSEC Business School,2019,Private,1432,1373,37,1.09,Arts & Humanities,47.20066005,52.79933995
ESSEC Business School,2020,Private,3418,17930,118,3.14,Engineering & Technology,51.86839902,48.13160098
ESSEC Business School,2021,Private,654,684,25,0.96,Arts & Humanities,42.57177871,57.42822129
ETH Zurich,2016,Public,7641,109290,341,6.2,Arts & Humanities,31,69
ETH Zurich,2017,Public,5195,30007,171,4.16,Arts & Humanities,31,69
ETH Zurich,2018,Public,10222,80505,268,5.94,Engineering & Technology,31,69
ETH Zurich,2019,Public,5075,68178,224,6.11,Social Sciences & Management,31,69
ETH Zurich,2020,Public,10055,121239,371,6.05,Arts & Humanities,32,68
ETH Zurich,2021,Public,13455,217977,456,5.02,Social Sciences & Management,32,68
ETH Zurich,2022,Public,2242,131800,406,1.91,Engineering & Technology,32,68
ETH Zurich,2023,Public,4764,94429,271,2.98,Natural Sciences,33,67
ETH Zurich,2024,Public,11037,106027,319,6.24,Arts & Humanities,33,67
ETH Zurich,2025,Public,13988,92363,291,7.23,Arts & Humanities,33,67
ETH Zurich,2026,Public,2502,91199,305,2.33,Natural Sciences,33,67
ETH Zurich - Swiss Federal Institute of Technology,2017,Public,4282,165648,386,1.57,Life Sciences & Medicine,46.34903367,53.65096633
ETH Zurich - Swiss Federal Institute of Technology,2018,Public,23411,160517,362,8.61,Arts & Humanities,44.14718817,55.85281183
ETH Zurich - Swiss Federal Institute of Technology,2019,Public,15857,235176,464,5.83,Engineering & Technology,39.73764196,60.26235804
ETH Zurich - Swiss Federal Institute of Technology,2020,Public,6997,249885,498,2.57,Arts & Humanities,57.40612341,42.59387659
ETH Zurich - Swiss Federal Institute of Technology,2021,Public,8575,242973,589,3.15,Engineering & Technology,55.84598967,44.15401033
ETH Zurich - Swiss Federal Institute of Technology,2022,Public,12054,139477,354,4.43,Natural Sciences,47.77366648,52.22633352
ETH Zurich - Swiss Federal Institute of Technology,2023,Public,8072,269525,532,3.47,Life Sciences & Medicine,33.80587669,66.19412331
ETH Zurich - Swiss Federal Institute of Technology,2024,Public,4890,104890,291,3.93,Arts & Humanities,53.77667162,46.22332838
ETH Zurich - Swiss Federal Institute of Technology,2025,Public,11055,107389,338,6.12,Social Sciences & Management,42.76178336,57.23821664
East Carolina University,2019,Public,4801,25603,136,2.74,Social Sciences & Management,59,41
East Carolina University,2021,Public,5034,17003,157,3.05,Engineering & Technology,58,42
East China Normal University,2016,Public,8553,56495,218,3.61,Natural Sciences,63,37
East China Normal University,2017,Public,127,1057,23,2.54,Natural Sciences,64,36
East China Normal University,2018,Public,242,1612,40,4.84,Natural Sciences,62,38
East China Normal University,2019,Public,195,1584,43,3.9,Arts & Humanities,66,34
East China Normal University,2020,Public,195,2220,41,3.9,Life Sciences & Medicine,65,35
East China Normal University,2021,Public,147,1804,40,2.94,Life Sciences & Medicine,65,35
East China Normal University,2022,Public,223,2538,57,4.46,Natural Sciences,65,35
East China Normal University,2023,Public,6822,58427,255,4.26,Natural Sciences,64,36
East China Normal University,2024,Public,14068,155017,453,3.37,Natural Sciences,64,36
East China Normal University,2025,Public,8359,143362,274,3.73,Life Sciences & Medicine,63,37
East China Normal University,2026,Public,8827,128950,355,3.9,Life Sciences & Medicine,62,38
East China University of Science and Technology,2016,Public,5948,31771,171,3.41,Life Sciences & Medicine,34.72546251,65.27453749
East China University of Science and Technology,2017,Public,221,1569,41,4.42,Social Sciences & Management,38,62
East China University of Science and Technology,2018,Public,95,912,25,1.9,Life Sciences & Medicine,41,59
East China University of Science and Technology,2019,Public,222,1101,28,4.44,Arts & Humanities,40,60
East China University of Science and Technology,2020,Public,160,1144,39,3.2,Natural Sciences,43,57
East China University of Science and Technology,2021,Public,100,1015,29,2,Arts & Humanities,44,56
East China University of Science and Technology,2022,Public,228,782,25,4.56,Natural Sciences,38,62
East China University of Science and Technology,2023,Public,12955,229588,555,3.25,Engineering & Technology,44,56
East China University of Science and Technology,2024,Public,7708,94352,326,3.96,Life Sciences & Medicine,44,56
East China University of Science and Technology,2025,Public,5719,98729,298,3.09,Social Sciences & Management,44,56
East China University of Science and Technology,2026,Public,9176,161672,423,3.72,Social Sciences & Management,43,57
East China University of Technology,2026,Public,6506,27418,179,3.55,Natural Sciences,35,65
East West University,2024,C,1695,1045,30,2.6,Engineering & Technology,60.05180423,39.94819577
East West University,2025,C,3638,3482,63,1.42,Life Sciences & Medicine,57.0318327,42.9681673
East West University,2026,Private not for Profit,3609,5694,89,3.44,Social Sciences & Management,51,49
Eastern Mediterranean University,2017,Public,2345,26754,148,1.76,Engineering & Technology,37,63
Eastern Mediterranean University,2018,Public,3873,17744,147,3.79,Social Sciences & Management,37,63
Eastern Mediterranean University,2019,Public,3396,20760,149,3.31,Social Sciences & Management,37,63
Eastern Mediterranean University,2020,Public,6834,33898,191,3.05,Arts & Humanities,41,59
Eastern Mediterranean University,2021,Public,1698,23190,170,1.68,Social Sciences & Management,41,59
Eastern Mediterranean University,2022,Public,3272,23970,163,3.52,Natural Sciences,42,58
Eastern Mediterranean University,2023,Public,2256,14554,99,3.17,Arts & Humanities,43,57
Eastern Mediterranean University,2024,Public,1066,32467,160,1.2,Engineering & Technology,44,56
Eastern Mediterranean University,2025,Public,2590,16392,129,2.68,Social Sciences & Management,44,56
Eastern Mediterranean University,2026,Public,1995,14739,109,2.52,Engineering & Technology,48,52
Eberhard Karls Universität Tübingen,2017,Public,17407,250739,614,3.85,Social Sciences & Management,41.35387062,58.64612938
Eberhard Karls Universität Tübingen,2018,Public,16551,335190,539,3.66,Life Sciences & Medicine,42.78471175,57.21528825
