university_id,normalized_name,university_name,country
U000589,edwin clark university,Edwin Clark University,Nigeria
U000590,effat university,Effat University,Saudi Arabia
U000591,ege university,EGE UNIVERSITY,Turkey
U000592,egerton university,Egerton University,Kenya
U000593,egypt japan university of science and technology,Egypt-Japan University of Science and Technology (E-JUST),Egypt
U000594,egyptian russian university,Egyptian Russian University,Egypt
U000595,ehime university,Ehime University,Japan
U000596,eindhoven university of technology,Eindhoven University of Technology,Netherlands
U000597,el bosque university,El Bosque University,Colombia
U000598,elizade university,Elizade University,Nigeria
U000599,embry riddle aeronautical university,Embry-Riddle Aeronautical University,United States
U000600,emir abdelkader university of islamic sciences,Emir Abdelkader University of Islamic Sciences,Algeria
U000601,emory university,Emory University,United States
U000602,ens paris saclay,ENS Paris-Saclay,France
U000603,ensta bretagne,ENSTA Bretagne,France
U000604,eotvos lorand university,Eötvös Loránd University,Hungary
U000605,epfl,EPFL,Switzerland
U000606,erasmus university rotterdam,Erasmus University Rotterdam ,Netherlands
U000607,erciyes universitesi,Erciyes Üniversitesi,Turkey
U000608,erciyes university,Erciyes University,Turkey
U000609,erzincan binali yldrm university,Erzincan Binali Yıldırım University,Turkey
U000610,escola superior de enfermagem do porto,Escola Superior de Enfermagem do Porto (ESEP),Portugal
U000611,escp business school paris,ESCP Business School - Paris,France
U000612,escuela politecnica nacional,Escuela Politécnica Nacional,Ecuador
U000613,escuela superior politecnica de chimborazo,Escuela Superior Politécnica de Chimborazo,Ecuador
U000614,escuela superior politecnica del litoral,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador
U000615,esic,ESIC,Spain
U000616,esic university,ESIC University,Spain
U000617,eskisehir osmangazi university,Eskişehir Osmangazi University,Turkey
U000618,eskisehir technical university,Eskişehir Technical University,Turkey
U000619,essec business school,ESSEC Business School,France
U000620,essex university of,"Essex, University of",United Kingdom
U000621,estonian academy of arts,Estonian Academy of Arts,Estonia
U000622,estonian university of life sciences,Estonian University of Life Sciences,Estonia
U000623,eth zurich,ETH Zurich,Switzerland
U000624,eth zurich swiss federal institute of technology,ETH Zurich - Swiss Federal Institute of Technology,Switzerland
U000625,european university,European University,Georgia
U000626,european university cyprus,European University Cyprus,Cyprus
U000627,european university of armenia,European University of Armenia,Armenia
U000628,european university of madrid,European University of Madrid,Spain
U000629,european university of tunis,European University of Tunis,Tunisia
U000630,european university of valencia,European University of Valencia,Spain
U000631,evangel university akaeze,"Evangel University, Akaeze",Nigeria
U000632,ewha womans university,Ewha Womans University,South Korea
U000633,externado university of colombia,Externado University of Colombia,Colombia
U000634,falmouth university,Falmouth University,United Kingdom
U000635,far eastern federal university,Far Eastern Federal University,Russia
U000636,fayoum university,Fayoum University,Egypt
U000637,federal rural university of pernambuco,Federal Rural University of Pernambuco,Brazil
U000638,federal university gashua,Federal University Gashua,Nigeria
U000639,federal university of agriculture abeokuta,"Federal University of Agriculture, Abeokuta",Nigeria
U000640,federal university of alagoas,Federal University of Alagoas,Brazil
U000641,federal university of espirito santo,Federal University of Espírito Santo,Brazil
U000642,federal university of goias,Federal University of Goiás,Brazil
U000643,federal university of itajuba,Federal University of Itajubá,Brazil
U000644,federal university of kashere,Federal University of Kashere,Nigeria
U000645,federal university of lafia,Federal University of Lafia,Nigeria
U000646,federal university of latin american integration,Federal University of Latin American Integration (UNILA),Brazil
U000647,federal university of lavras,Federal University of Lavras,Brazil
U000648,federal university of mato grosso do sul,Federal University of Mato Grosso do Sul,Brazil
U000649,federal university of minas gerais,Federal University of Minas Gerais,Brazil
U000650,federal university of para,Federal University of Pará,Brazil
U000651,federal university of paraiba,Federal University of Paraí­ba (UFPB),Brazil
U000652,federal university of pelotas,Federal University of Pelotas,Brazil
U000653,federal university of pernambuco,Federal University of Pernambuco,Brazil
U000654,federal university of petroleum resources effurun,"Federal University of Petroleum Resources, Effurun",Nigeria
U000655,federal university of piaui,Federal University of Piauí,Brazil
U000656,federal university of rio de janeiro,Federal University of Rio de Janeiro,Brazil
U000657,federal university of rio grande do norte,Federal University of Rio Grande do Norte (UFRN),Brazil
U000658,federal university of santa maria,Federal University of Santa Maria,Brazil
U000659,federal university of sao carlos,Federal University of São Carlos,Brazil
U000660,federal university of technology akure,Federal University of Technology Akure,Nigeria
U000661,federal university of technology minna,"Federal University of Technology, Minna",Nigeria
U000662,federal university of technology owerri,"Federal University of Technology, Owerri",Nigeria
U000663,federal university of the state of rio de janeiro,Federal University of the State of Rio de Janeiro (UNIRIO),Brazil
U000664,federal university of tocantins,Federal University of Tocantins,Brazil
U000665,federal university of toulouse midi pyrenees,Federal University of Toulouse Midi-Pyrénées,France
U000666,federal university of uberlandia,Federal University of Uberlândia,Brazil
U000667,federal university of vales do jequitinhonha e mucuri,Federal University of Vales do Jequitinhonha e Mucuri,Brazil
U000668,federal university of vicosa,Federal University of Viçosa,Brazil
U000669,federation university australia,Federation University Australia,Australia
U000670,federico santa maria technical university,Federico Santa María Technical University,Chile
U000671,feng chia university,Feng Chia University,Taiwan
U000672,ferdowsi university of mashhad,Ferdowsi University of Mashhad,"Iran, Islamic Republic of"
U000673,fergana medical institute of public health,Fergana Medical Institute of Public Health,Uzbekistan
U000674,fergana polytechnic institute,Fergana Polytechnic Institute,Uzbekistan
U000675,fergana state university,Fergana State University,Uzbekistan
U000676,ferhat abbas setif university 1,Ferhat Abbas Sétif University 1,Algeria
U000677,financial university under the government of the russian federation,Financial University under the Government of the Russian Federation,Russia
U000678,finis terrae university,Finis Terrae University,Chile
U000679,firat university,Firat University,Turkey
U000680,first technical university,First Technical University,Nigeria
U000681,flinders university,Flinders University,Australia
U000682,florida agricultural and mechanical university,Florida Agricultural and Mechanical University,United States
U000683,florida atlantic university,Florida Atlantic University,United States
U000684,florida atlantic university boca raton,Florida Atlantic University - Boca Raton,United States
U000685,florida institute of technology,Florida Institute of Technology,United States
U000686,florida international university,Florida International University,United States
U000687,florida state university,Florida State University,United States
U000688,fluminense federal university,Fluminense Federal University,Brazil
U000689,fordham university,Fordham University ,United States
U000690,forman christian college,Forman Christian College,Pakistan
U000691,fountain university,Fountain University,Nigeria
U000692,francisk skorina gomel state university,Francisk Skorina Gomel State University,Belarus
U000693,free university of berlin,Free University of Berlin,Germany
U000694,free university of bozen bolzano,Free University of Bozen-Bolzano,Italy
U000695,freie universitaet berlin,Freie Universitaet Berlin,Germany
U000696,friedrich alexander universitat erlangen nurnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany
U000697,friedrich schiller university jena,Friedrich Schiller University Jena,Germany
U000698,fu jen catholic university,Fu Jen Catholic University,Taiwan
U000699,fudan university,Fudan University,China (Mainland)
U000700,fujian agriculture and forestry university,Fujian Agriculture and Forestry University,China
U000701,fujian normal university,Fujian Normal University,China
U000702,fujita health university,Fujita Health University,Japan
U000703,fukui prefectural university,Fukui Prefectural University,Japan
U000704,fukuoka university,Fukuoka University,Japan
U000705,fukushima university,Fukushima University,Japan
U000706,full sail university,Full Sail University,United States
U000707,fundacao oswaldo cruz,Fundação Oswaldo Cruz,Brazil
U000708,fundacion ceu san pablo,Fundación CEU San Pablo,Spain
U000709,fundacion universidad de bogota jorge tadeo lozano,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia
U000710,fundacion universitaria del area andina,Fundación Universitaria del Área Andina,Colombia
U000711,future university in egypt,Future University in Egypt,Egypt
U000712,fuzhou university,Fuzhou University,China
U000713,gabriele dannunzio university,Gabriele d‘Annunzio University,Italy
U000714,gadjah mada university,Gadjah Mada University,Indonesia
U000715,gangadhar meher university,Gangadhar Meher University,India
U000716,gauhati university,Gauhati University,India
U000717,gazi universitesi,Gazi Üniversitesi,Turkey
U000718,gazi university,Gazi University,Turkey
U000719,gaziantep university,Gaziantep University,Turkey
U000720,gdansk university of technology,Gdańsk University of Technology,Poland
U000721,gebze technical university,Gebze Technical University,Turkey
U000722,gebze yuksek teknoloji enstitusu,Gebze Yüksek Teknoloji Enstitüsü (GYTE),Turkey
U000723,general sir john kotelawala defence university,General Sir John Kotelawala Defence University,Sri Lanka
U000724,george emil palade university of medicine pharmacy science and technology of targu mures,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania
U000725,george mason university,George Mason University,United States
U000726,george washington university,George Washington University,United States
U000727,georgetown university,Georgetown University,United States
U000728,georgia institute of technology,Georgia Institute of Technology,United States
U000729,georgia southern university,Georgia Southern University,United States
U000730,georgia state university,Georgia State University,United States
U000731,georgian technical university,Georgian Technical University,Georgia
U000732,german jordanian university,German Jordanian University,Jordan
U000733,german university in cairo,German University in Cairo,Egypt
U000734,ghent university,Ghent University,Belgium
U000735,gheorghe asachi technical university of iasi,Gheorghe Asachi Technical University of Iaşi,Romania
U000736,ghulam ishaq khan institute of engineering sciences and technology,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan
U000737,gifu university,Gifu University,Japan
U000738,gitam university,GITAM University,India
U000739,gla university,GLA University,India
U000740,glasgow caledonian university,Glasgow Caledonian University,United Kingdom
U000741,glasgow school of art,Glasgow School of Art,United Kingdom
U000742,goa university,Goa University,India
U000743,goethe university frankfurt,Goethe University Frankfurt,Germany
U000744,goethe university frankfurt am main,Goethe-University Frankfurt am Main,Germany
U000745,goldsmiths university of london,"Goldsmiths, University of London",United Kingdom
U000746,golestan university of medical sciences,Golestan University of Medical Sciences,Iran
U000747,gomal university,Gomal University,Pakistan
U000748,gomel state medical university,Gomel State Medical University,Belarus
U000749,gorgan university of agricultural sciences and natural resources,Gorgan University of Agricultural Sciences and Natural Resources,Iran
U000750,government college university faisalabad,Government College University Faisalabad,Pakistan
U000751,government college university lahore,Government College University Lahore,Pakistan
U000752,government college women university faisalabad,Government College Women University Faisalabad,Pakistan
U000753,government college women university sialkot,"Government College Women University, Sialkot",Pakistan
U000754,grand valley state university,Grand Valley State University,United States
U000755,graphic era university,Graphic Era University,India
U000756,graz university of technology,Graz University of Technology,Austria
U000757,greenwich university,Greenwich University,Pakistan
U000758,gregory university uturu,Gregory University Uturu,Nigeria
U000759,grenoble alpes university,Grenoble Alpes University,France
U000760,griffith university,Griffith University,Australia
U000761,grigore t popa university of medicine and pharmacy,Grigore T. Popa University of Medicine and Pharmacy,Romania
U000762,grodno state medical university,Grodno State Medical University,Belarus
U000763,guangdong university of technology,Guangdong University of Technology,China
U000764,guangxi university,Guangxi University,China
U000765,guangzhou medical university,Guangzhou Medical University,China
U000766,guangzhou university,Guangzhou University,China
U000767,gubkin russian state university of oil and gas,Gubkin Russian State University of Oil and Gas,Russian Federation
U000768,guilan university of medical sciences,Guilan University of Medical Sciences,Iran
U000769,guildhall school of music and drama,Guildhall School of Music and Drama,United Kingdom
U000770,gulf college,Gulf College,Oman
U000771,gulf medical university,Gulf Medical University,United Arab Emirates
U000772,gulf university for science and technology,Gulf University for Science and Technology,Kuwait
U000773,gulistan state university,Gulistan State University,Uzbekistan
U000774,gunma university,Gunma University,Japan
U000775,guru ghasidas vishwavidyalaya,Guru Ghasidas Vishwavidyalaya,India
U000776,guru gobind singh indraprastha university,Guru Gobind Singh Indraprastha University,India
U000777,guru jambheshwar university of science and technology,Guru Jambheshwar University of Science and Technology,India
U000778,gwangju institute of science and technology,Gwangju Institute of Science and Technology (GIST),South Korea
U000779,gyeongsang national university,Gyeongsang National University,South Korea
U000780,hacettepe university,Hacettepe University ,Turkey
U000781,hagoromo university of international studies,Hagoromo University of International Studies,Japan
U000782,hakim sabzevari university,Hakim Sabzevari University,Iran
U000783,hakuoh university,Hakuoh University,Japan
U000784,halic university,Haliç University,Turkey
U000785,hallym university,Hallym University ,South Korea
U000786,halmstad university,Halmstad University,Sweden
U000787,hamad bin khalifa university,Hamad Bin Khalifa University,Qatar
U000788,hamamatsu university school of medicine,Hamamatsu University School of Medicine,Japan
U000789,hamburg university of technology,Hamburg University of Technology,Germany
U000790,hame university of applied sciences,Häme University of Applied Sciences,Finland
U000791,hanoi university of science and technology,Hanoi University of Science and Technology,Vietnam
U000792,hanseo university,Hanseo University,South Korea
U000793,hanyang university,Hanyang University,South Korea
U000794,harbin engineering university,Harbin Engineering University,China (Mainland)
U000795,harbin institute of technology,Harbin Institute of Technology,China (Mainland)
U000796,harokopio university,Harokopio University,Greece
U000797,harokopio university of athens,Harokopio University of Athens,Greece
U000798,harper adams university,Harper Adams University,United Kingdom
U000799,hartpury university,Hartpury University,United Kingdom
U000800,harvard university,Harvard University,United States
U000801,hasanuddin university,Hasanuddin University,Indonesia
U000802,hasselt university,Hasselt University ,Belgium
U000803,hassiba benbouali university of chlef,Hassiba Benbouali University of Chlef,Algeria
U000804,hawler medical university,Hawler Medical University,Iraq
U000805,hazara university mansehra,Hazara University Mansehra,Pakistan
U000806,health sciences university of hokkaido,Health Sciences University of Hokkaido,Japan
U000807,hebrew university of jerusalem,Hebrew University of Jerusalem,Israel
U000808,hec paris school of management,HEC Paris School of Management,France
U000809,heinrich heine university dusseldorf,Heinrich Heine University Düsseldorf,Germany
U000810,hellenic open university,Hellenic Open University,Greece
U000811,helwan university,Helwan University ,Egypt
U000812,heriot watt university,Heriot-Watt University,United Kingdom
U000813,herzen state pedagogical university of russia,Herzen State Pedagogical University of Russia,Russian Federation
U000814,higher national school of renewable energies environment and sustainable development,"Higher National School of Renewable Energies, Environment and Sustainable Development",Algeria
U000815,higher school of agronomy mostaganem,Higher School of Agronomy – Mostaganem (ESAM),Algeria
U000816,higher school of management and digital economy,Higher School of Management and Digital Economy (HSMDE),Algeria
U000817,higher school of management tlemcen,Higher School of Management – Tlemcen,Algeria
U000818,hilla university college,Hilla University College,Iraq
U000819,hindustan institute of technology and science,Hindustan Institute of Technology and Science,India
U000820,hiroshima institute of technology,Hiroshima Institute of Technology,Japan
U000821,hiroshima international university,Hiroshima International University,Japan
U000822,hiroshima shudo university,Hiroshima Shudo University,Japan
U000823,hiroshima university,Hiroshima University,Japan
U000824,hitit university,Hitit University,Turkey
U000825,hitotsubashi university,Hitotsubashi University,Japan
U000826,ho chi minh city open university,Ho Chi Minh City Open University,Vietnam
U000827,ho technical university,Ho Technical University,Ghana
U000828,hodeida university,Hodeida University,Yemen
U000829,hofstra university,Hofstra University,United States
U000830,hohai university,Hohai University,China (Mainland)
U000831,hokkaido university,Hokkaido University,Japan
U000832,hokkaido university of science,Hokkaido University of Science,Japan
U000833,holy spirit university of kaslik,Holy Spirit University of Kaslik ,Lebanon
U000834,hong kong baptist university,Hong Kong Baptist University,Hong Kong SAR
U000835,hong kong polytechnic university,Hong Kong Polytechnic University,Hong Kong
U000836,hongik university,Hongik University ,South Korea
U000837,hosei university,Hosei University,Japan
U000838,howard university,Howard University,United States
U000839,hryhorii skovoroda university in pereiaslav,Hryhorii Skovoroda University in Pereiaslav,Ukraine
U000840,hse university,HSE University,Russia
U000841,huachiew chalermprakiet university,Huachiew Chalermprakiet University,Thailand
U000842,huaqiao university,Huaqiao University,China
U000843,huazhong agricultural university,Huazhong Agricultural University,China (Mainland)
U000844,huazhong university of science and technology,Huazhong University of Science and Technology,China (Mainland)
U000845,hue university,Hue University,Vietnam
U000846,hufs hankuk university of foreign studies,HUFS - Hankuk (Korea) University of Foreign Studies ,South Korea
U000847,humanitas university,Humanitas University,Italy
U000848,humboldt state university,Humboldt State University,United States
U000849,humboldt universitat zu berlin,Humboldt-Universität zu Berlin,Germany
U000850,humboldt university of berlin,Humboldt University of Berlin,Germany
U000851,hunan university,Hunan University ,China (Mainland)
U000852,hungarian university of agriculture and life sciences,Hungarian University of Agriculture and Life Sciences,Hungary
U000853,hyogo college of medicine,Hyogo College of Medicine,Japan
U000854,hyogo medical university,Hyogo Medical University,Japan
U000855,hyogo university of teacher education,Hyogo University of Teacher Education,Japan
U000856,i shou university,I-Shou University,Taiwan
U000857,ibaraki university,Ibaraki University,Japan
U000858,ibn khaldoun university,Ibn Khaldoun University,Algeria
U000859,ibn tofail university,Ibn Tofaïl University,Morocco
U000860,icesi university,Icesi University,Colombia
U000861,icfai university dehradun,"ICFAI University, Dehradun",India
U000862,ie university,IE University,Spain
U000863,ifhe hyderabad,IFHE Hyderabad,India
U000864,ignatius ajuru university of education,Ignatius Ajuru University of Education,Nigeria
U000865,ilam university,Ilam University,Iran
U000866,ilam university of medical sciences,Ilam University of Medical Sciences,Iran
U000867,ilia state university,Ilia State University,Georgia
U000868,illinois institute of technology,Illinois Institute of Technology,United States
U000869,illinois state university,Illinois State University,United States
U000870,ilma university,Ilma University,Pakistan
U000871,ilmenau university of technology,Ilmenau University of Technology,Germany
U000872,imam abdulrahman bin faisal university,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia
U000873,imam al kadhum college,Imam Al-Kadhum College (IKC),Iraq
U000874,imam jaafar al sadiq university,Imam Ja’afar Al-Sadiq University,Iraq
U000875,imam khomeini international university,Imam Khomeini International University,Iran
U000876,imam mohammad ibn saud islamic university,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia
U000877,imam mohammad ibn saud islamic university imsiu,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia
U000878,immanuel kant baltic federal university,Immanuel Kant Baltic Federal University,Russia
U000879,imperial college london,Imperial College London,United Kingdom
U000880,imt atlantique,IMT Atlantique,France
U000881,imt mines ales,IMT Mines Alès,France
U000882,imt nord europe,IMT Nord Europe,France
U000883,incheon national university,Incheon National University,South Korea
U000884,independent university bangladesh,"Independent University, Bangladesh",Bangladesh
U000885,indian institute of information technology allahabad,"Indian Institute of Information Technology, Allahabad",India
U000886,indian institute of science,Indian Institute of Science,India
U000887,indian institute of science education and research bhopal,Indian Institute of Science Education and Research Bhopal,India
U000888,indian institute of science education and research kolkata,Indian Institute of Science Education and Research Kolkata,India
U000889,indian institute of science education and research pune,"Indian Institute of Science Education and Research, Pune",India
U000890,indian institute of technology bhubaneswar,Indian Institute of Technology Bhubaneswar,India
U000891,indian institute of technology bombay,Indian Institute of Technology Bombay (IITB),India
U000892,indian institute of technology delhi,Indian Institute of Technology Delhi (IITD),India
U000893,indian institute of technology dhanbad,Indian Institute of Technology (Indian School of Mines) Dhanbad,India
U000894,indian institute of technology gandhinagar,Indian Institute of Technology Gandhinagar,India
U000895,indian institute of technology guwahati,Indian Institute of Technology Guwahati (IITG),India
U000896,indian institute of technology hyderabad,Indian Institute of Technology Hyderabad,India
U000897,indian institute of technology indore,Indian Institute of Technology Indore (IIT Indore),India
U000898,indian institute of technology kanpur,Indian Institute of Technology Kanpur (IITK),India
U000899,indian institute of technology kharagpur,Indian Institute of Technology Kharagpur (IIT-KGP),India
U000900,indian institute of technology madras,Indian Institute of Technology Madras (IITM),India
U000901,indian institute of technology mandi,Indian Institute of Technology Mandi,India
U000902,indian institute of technology patna,Indian Institute of Technology Patna,India
U000903,indian institute of technology roorkee,Indian Institute of Technology Roorkee (IITR),India
U000904,indian institute of technology ropar,Indian Institute of Technology Ropar,India
U000905,indian institute of technology varanasi,Indian Institute of Technology (BHU) Varanasi,India
U000906,indian statistical institute,Indian Statistical Institute,India
U000907,indiana state university,Indiana State University,United States
U000908,indiana university,Indiana University,United States
U000909,indiana university bloomington,Indiana University Bloomington,United States
U000910,indiana universitypurdue university indianapolis,Indiana University–Purdue University Indianapolis,United States
U000911,indira gandhi delhi technical university for women,Indira Gandhi Delhi Technical University for Women,India
U000912,indraprastha institute of information technology delhi,Indraprastha Institute of Information Technology Delhi,India
U000913,industrial university of tyumen,Industrial University of Tyumen,Russian Federation
U000914,information technology university of the punjab,Information Technology University of the Punjab,Pakistan
U000915,inha university,Inha University,South Korea
U000916,innopolis university,Innopolis University,Russian Federation
U000917,inonu university,Inönü University,Turkey
U000918,insead,INSEAD,France
U000919,institut agro,Institut Agro,France
U000920,institut national des sciences appliquees de lyon,Institut National des Sciences Appliquées de Lyon (INSA),France
U000921,institut polytechnique de grenoble grenoble institute of technology,Institut polytechnique de Grenoble - Grenoble Institute of Technology,France
U000922,institut polytechnique de paris,Institut Polytechnique de Paris,France
U000923,institut teknologi nasional bandung,Institut Teknologi Nasional Bandung (ITENAS Bandung),Indonesia
U000924,institut teknologi sepuluh nopember,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia
U000925,institute of cancer research,Institute of Cancer Research,United Kingdom
U000926,institute of chemical technology,Institute of Chemical Technology,India
U000927,institute of engineering technical and transport communications of turkmenistan,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",Turkmenistan
U000928,institute of international relations of the ministry of foreign affairs of turkmenistan,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan
U000929,institute of southern punjab multan,Institute of Southern Punjab – Multan,Pakistan
U000930,institute of space technology,Institute of Space Technology,Pakistan
U000931,institute of telecommunications and informatics of turkmenistan,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan
U000932,institution,institution,location
U000933,instituto politecnico de braganca,Instituto Politécnico de Bragança,Portugal
U000934,instituto politecnico de viana do castelo,Instituto Politécnico de Viana do Castelo,Portugal
U000935,instituto politecnico nacional,Instituto Politécnico Nacional (IPN),Mexico
U000936,instituto tecnologico autonomo de mexico,Instituto Tecnológico Autónomo de México (ITAM),Mexico
U000937,instituto tecnologico de buenos aires,Instituto Tecnológico de Buenos Aires (ITBA),Argentina
U000938,instituto tecnologico de santo domingo,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic
U000939,instituto tecnologico metropolitano,Instituto Tecnológico Metropolitano,Colombia
U000940,inter state school of veterinary sciences and medicine,Inter-State School of Veterinary Sciences and Medicine,Senegal
U000941,international american university,International American University,United States
U000942,international christian university,International Christian University,Japan
U000943,international engineering and technology university,International Engineering and Technology University (METU),Kazakhstan
U000944,international hellenic university,International Hellenic University,Greece
U000945,international institute of information technology hyderabad,"International Institute of Information Technology, Hyderabad",India
U000946,international islamic university islamabad,International Islamic University Islamabad (IIU),Pakistan
U000947,international islamic university malaysia,International Islamic University Malaysia (IIUM),Malaysia
U000948,international it university,International IT University,Kazakhstan
U000949,international university for the humanities and development,International University for the Humanities and Development,Turkmenistan
U000950,international university of business agriculture and technology,"International University of Business, Agriculture and Technology (IUBAT)",Bangladesh
U000951,international university of rabat,International University of Rabat,Morocco
U000952,inti international university,INTI International University,Malaysia
U000953,ion mincu university of architecture and urbanism,Ion Mincu University of Architecture and Urbanism,Romania
U000954,ionian university,Ionian University,Greece
U000955,iowa state university,Iowa State University,United States
U000956,ipb university,IPB University (a.k.a. Bogor Agricultural University),Indonesia
U000957,iqra university,Iqra University,Pakistan
U000958,iran university of medical sciences,Iran University of Medical Sciences,Iran
U000959,iran university of science and technology,Iran University of Science and Technology,"Iran, Islamic Republic of"
U000960,irkutsk national research technical university,Irkutsk National Research Technical University,Russian Federation
U000961,irkutsk state university,Irkutsk State University,Russia
U000962,iscte instituto universitario de lisboa,ISCTE - Instituto Universitario de Lisboa,Portugal
U000963,iscte university institute of lisbon,ISCTE-University Institute of Lisbon,Portugal
U000964,isfahan university of medical sciences,Isfahan University of Medical Sciences,Iran
U000965,isfahan university of technology,Isfahan University of Technology,Iran
U000966,islamia college peshawar,Islamia College Peshawar,Pakistan
U000967,islamic azad university najafabad branch,"Islamic Azad University, Najafabad Branch (IAUN)",Iran
U000968,islamic university of gaza,Islamic University of Gaza,Palestine
U000969,islamic university of indonesia,Islamic University of Indonesia,Indonesia
U000970,islamic university of madinah,Islamic University of Madinah,Saudi Arabia
U000971,isra university,Isra University,Jordan
U000972,israel technological university,Israel Technological University,Ecuador
U000973,istanbul arel university,Istanbul Arel University,Turkey
U000974,istanbul aydin university,Istanbul Aydin University  ,Turkey
U000975,istanbul aydn university,Istanbul Aydın University,Turkey
U000976,istanbul bilgi universitesi,Istanbul Bilgi Üniversitesi,Turkey
U000977,istanbul bilgi university,Istanbul Bilgi University,Turkey
U000978,istanbul gelisim university,Istanbul Gelişim University,Turkey
U000979,istanbul kultur university,Istanbul Kültür University,Turkey
U000980,istanbul medeniyet university,Istanbul Medeniyet University,Turkey
U000981,istanbul medipol university,Istanbul Medipol University,Turkey
U000982,istanbul okan university,Istanbul Okan University,Turkey
U000983,istanbul technical university,Istanbul Technical University,Turkey
U000984,istanbul university,Istanbul University,Turkey
U000985,istanbul university cerrahpasa,Istanbul University-Cerrahpaşa,Turkey
U000986,iteso universidad jesuita de guadalajara,"ITESO, Universidad Jesuita de Guadalajara",Mexico
U000987,itmo university,ITMO University,Russia
U000988,iubat international university of business agriculture and technology,IUBAT – International University of Business Agriculture and Technology,Bangladesh
U000989,iuliu hatieganu university of medicine and pharmacy cluj napoca,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania
U000990,ivan franko national university of lviv,Ivan Franko National University of Lviv,Ukraine
U000991,ivane javakhishvili tbilisi state university,Ivane Javakhishvili Tbilisi State University,Georgia
U000992,ivano frankivsk national technical university of oil and gas,Ivano Frankivsk National Technical University of Oil and Gas,Ukraine
U000993,ivanovo state university,Ivanovo State University,Russian Federation
U000994,ivanovo state university of chemistry and technology,Ivanovo State University of Chemistry and Technology,Russian Federation
U000995,iwate university,Iwate University,Japan
U000996,izmir institute of technology,Izmir Institute of Technology (IZTECH),Turkey
U000997,izmir university of economics,Izmir University of Economics,Turkey
U000998,jabir ibn hayyan medical university,Jabir ibn Hayyan Medical University,Iraq
U000999,jadara university,Jadara University,Jordan
U001000,jadavpur university,Jadavpur University,India
U001001,jagiellonian university,Jagiellonian University,Poland
U001002,jahangirnagar university,Jahangirnagar University,Bangladesh
U001003,james cook university,James Cook University,Australia
U001004,james madison university,James Madison University,United States
U001005,jamia hamdard,Jamia Hamdard,India
U001006,jamia hamdard university,Jamia Hamdard University,India
U001007,jamia millia islamia,Jamia Millia Islamia,India
U001008,jan evangelista purkyne university,Jan Evangelista Purkyně University,Czech Republic
U001009,jan kochanowski university in kielce,Jan Kochanowski University in Kielce,Poland
U001010,japan advanced institute of science and technology,Japan Advanced Institute of Science and Technology (JAIST),Japan
U001011,japan university of economics,Japan University of Economics,Japan
U001012,jashore university of science and technology,Jashore University of Science and Technology,Bangladesh
U001013,jaume i university,Jaume I University,Spain
U001014,jawaharlal nehru technological university anantapur,Jawaharlal Nehru Technological University Anantapur (JNTUA),India
U001015,jawaharlal nehru university,Jawaharlal Nehru University,India
U001016,jaypee university of information technology,Jaypee University of Information Technology,India
U001017,jazan university,Jazan University,Saudi Arabia
U001018,jean moulin university lyon 3,Jean Moulin University – Lyon 3,France
U001019,jeju national university,Jeju National University ,South Korea
U001020,jember university,Jember University,Indonesia
U001021,jeonbuk national university,Jeonbuk National University,South Korea
U001022,jerash private university,Jerash Private University,Jordan
U001023,jianghan university,Jianghan University,China
U001024,jiangnan university,Jiangnan University,China (Mainland)
U001025,jiangsu normal university,Jiangsu Normal University,China
U001026,jiangsu university,Jiangsu University,China
U001027,jiangxi university of finance and economics,Jiangxi University of Finance and Economics,China
U001028,jilin university,Jilin University,China (Mainland)
U001029,jimma university,Jimma University,Ethiopia
U001030,jinan university,Jinan University (China),China (Mainland)
U001031,jinnah sindh medical university,Jinnah Sindh Medical University,Pakistan
U001032,jizzakh polytechnic institute,Jizzakh Polytechnic Institute,Uzbekistan
U001033,jizzakh state pedagogical university,Jizzakh State Pedagogical University,Uzbekistan
U001034,johannes gutenberg universitat mainz,Johannes Gutenberg Universität Mainz,Germany
U001035,johannes gutenberg university of mainz,Johannes Gutenberg University of Mainz,Germany
U001036,johannes kepler university linz,Johannes Kepler University Linz,Austria
U001037,johannes kepler university of linz,Johannes Kepler University of Linz,Austria
U001038,john von neumann university,John von Neumann University,Hungary
U001039,johns hopkins university,Johns Hopkins University,United States
U001040,jonkoping university,Jönköping University,Sweden
U001041,jordan university of science and technology,Jordan University of Science & Technology,Jordan
U001042,jouf university,Jouf University,Saudi Arabia
