university_id,university_name,country,alias,normalized_alias
U002512,Universidade Federal de Jataí (UFJ),Brazil,Universidade Federal de Jataí,universidade federal de jata
U002512,Universidade Federal de Jataí (UFJ),Brazil,Universidade Federal de Jataí (UFJ),universidade federal de jata ufj
U002513,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Universidade Federal de Juiz de Fora,universidade federal de juiz de fora
U002513,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Universidade Federal de Juiz de Fora-,universidade federal de juiz de fora
U002513,Universidade Federal de Juiz de Fora- (UFJF),Brazil,Universidade Federal de Juiz de Fora- (UFJF),universidade federal de juiz de fora ufjf
U002514,Universidade Federal de Minas Gerais      ,Brazil,Universidade Federal de Minas Gerais,universidade federal de minas gerais
U002515,Universidade Federal de Ouro Preto (UFOP),Brazil,Universidade Federal de Ouro Preto,universidade federal de ouro preto
U002515,Universidade Federal de Ouro Preto (UFOP),Brazil,Universidade Federal de Ouro Preto (UFOP),universidade federal de ouro preto ufop
U002516,Universidade Federal de Pelotas ,Brazil,Universidade Federal de Pelotas,universidade federal de pelotas
U002517,Universidade Federal de Pernambuco (UFPE) ,Brazil,Universidade Federal de Pernambuco,universidade federal de pernambuco
U002517,Universidade Federal de Pernambuco (UFPE) ,Brazil,Universidade Federal de Pernambuco (UFPE),universidade federal de pernambuco ufpe
U002518,Universidade Federal de Santa Catarina ,Brazil,Universidade Federal de Santa Catarina,universidade federal de santa catarina
U002519,Universidade Federal de Santa Maria,Brazil,Universidade Federal de Santa Maria,universidade federal de santa maria
U002520,Universidade Federal de São Carlos (UFSCar),Brazil,Universidade Federal de São Carlos,universidade federal de so carlos
U002520,Universidade Federal de São Carlos (UFSCar),Brazil,Universidade Federal de São Carlos (UFSCar),universidade federal de so carlos ufscar
U002521,Universidade Federal de São Paulo,Brazil,Universidade Federal de São Paulo,universidade federal de so paulo
U002522,Universidade Federal de Sergipe,Brazil,Universidade Federal de Sergipe,universidade federal de sergipe
U002523,Universidade Federal de Uberlândia,Brazil,Universidade Federal de Uberlândia,universidade federal de uberlndia
U002524,Universidade Federal de Viçosa (UFV),Brazil,Universidade Federal de Viçosa,universidade federal de viosa
U002524,Universidade Federal de Viçosa (UFV),Brazil,Universidade Federal de Viçosa (UFV),universidade federal de viosa ufv
U002525,Universidade Federal do ABC (UFABC),Brazil,Universidade Federal do ABC,universidade federal do abc
U002525,Universidade Federal do ABC (UFABC),Brazil,Universidade Federal do ABC (UFABC),universidade federal do abc ufabc
U002526,Universidade Federal do Ceará (UFC),Brazil,Universidade Federal do Ceará,universidade federal do cear
U002526,Universidade Federal do Ceará (UFC),Brazil,Universidade Federal do Ceará (UFC),universidade federal do cear ufc
U002527,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,Brazil,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,universidade federal do estado do rio de janeiro unirio
U002527,Universidade Federal do Estado do Rio de Janeiro - UNIRIO,Brazil,Universidade Federal do Estado do Rio de Janeiro UNIRIO,universidade federal do estado do rio de janeiro unirio
U002528,Universidade Federal do Maranhão (UFMA),Brazil,Universidade Federal do Maranhão,universidade federal do maranho
U002528,Universidade Federal do Maranhão (UFMA),Brazil,Universidade Federal do Maranhão (UFMA),universidade federal do maranho ufma
U002529,Universidade Federal do Parà - UFPA,Brazil,Universidade Federal do Parà - UFPA,universidade federal do par ufpa
U002529,Universidade Federal do Parà - UFPA,Brazil,Universidade Federal do Parà UFPA,universidade federal do par ufpa
U002530,Universidade Federal do Paraná (UFPR),Brazil,Universidade Federal do Paraná,universidade federal do paran
U002530,Universidade Federal do Paraná (UFPR),Brazil,Universidade Federal do Paraná (UFPR),universidade federal do paran ufpr
U002531,Universidade Federal do Paraná - UFPR,Brazil,Universidade Federal do Paraná - UFPR,universidade federal do paran ufpr
U002531,Universidade Federal do Paraná - UFPR,Brazil,Universidade Federal do Paraná UFPR,universidade federal do paran ufpr
U002532,Universidade Federal do Rio de Janeiro,Brazil,Universidade Federal do Rio de Janeiro,universidade federal do rio de janeiro
U002533,Universidade Federal do Rio Grande Do Norte,Brazil,Universidade Federal do Rio Grande Do Norte,universidade federal do rio grande do norte
U002534,Universidade Federal do Rio Grande Do Sul ,Brazil,Universidade Federal do Rio Grande Do Sul,universidade federal do rio grande do sul
U002535,Universidade Federal do Triângulo Mineiro,Brazil,Universidade Federal do Triângulo Mineiro,universidade federal do tringulo mineiro
U002536,Universidade Federal do Vale do São Francisco,Brazil,Universidade Federal do Vale do São Francisco,universidade federal do vale do so francisco
U002537,Universidade Federal Fluminense ,Brazil,Universidade Federal Fluminense,universidade federal fluminense
U002538,Universidade Federal Rural do Semi-Arido,Brazil,Universidade Federal Rural do Semi Arido,universidade federal rural do semi arido
U002538,Universidade Federal Rural do Semi-Arido,Brazil,Universidade Federal Rural do Semi-Arido,universidade federal rural do semiarido
U002539,Universidade Lusófona,Portugal,Universidade Lusófona,universidade lusfona
U002540,Universidade Nova de Lisboa,Portugal,Universidade Nova de Lisboa,universidade nova de lisboa
U002541,Universidade Nove de Julho (Uninove),Brazil,Universidade Nove de Julho,universidade nove de julho
U002541,Universidade Nove de Julho (Uninove),Brazil,Universidade Nove de Julho (Uninove),universidade nove de julho uninove
U002542,Universidade Presbiteriana Mackenzie,Brazil,Universidade Presbiteriana Mackenzie,universidade presbiteriana mackenzie
U002543,Universidade Rainha Njinga a Mbande (URNM),Angola,Universidade Rainha Njinga a Mbande,universidade rainha njinga a mbande
U002543,Universidade Rainha Njinga a Mbande (URNM),Angola,Universidade Rainha Njinga a Mbande (URNM),universidade rainha njinga a mbande urnm
U002544,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,Universidade Tecnológica Federal do Paraná,universidade tecnolgica federal do paran
U002544,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,Universidade Tecnológica Federal do Paraná (UTFPR),universidade tecnolgica federal do paran utfpr
U002545,Università Cattolica del Sacro Cuore,Italy,Università Cattolica del Sacro Cuore,universit cattolica del sacro cuore
U002546,Università degli Studi della Tuscia (University of Tuscia),Italy,Università degli Studi della Tuscia,universit degli studi della tuscia
U002546,Università degli Studi della Tuscia (University of Tuscia),Italy,Università degli Studi della Tuscia (University of Tuscia),universit degli studi della tuscia university of tuscia
U002547,Università degli studi di Bergamo,Italy,Università degli studi di Bergamo,universit degli studi di bergamo
U002548,Universita' degli Studi di Ferrara,Italy,Universita' degli Studi di Ferrara,universita degli studi di ferrara
U002549,Università degli Studi di Pavia,Italy,Università degli Studi di Pavia,universit degli studi di pavia
U002550,Università degli Studi di Perugia,Italy,Università degli Studi di Perugia,universit degli studi di perugia
U002551,Università degli Studi di Udine,Italy,Università degli Studi di Udine,universit degli studi di udine
U002552,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",universita degli studi g dannunzio chieti pescara
U002553,Università degli studi Roma Tre,Italy,Università degli studi Roma Tre,universit degli studi roma tre
U002554,Università del Salento,Italy,Università del Salento,universit del salento
U002555,Università della Svizzera italiana,Switzerland,Università della Svizzera italiana,universit della svizzera italiana
U002556,Università di Padova,Italy,Università di Padova,universit di padova
U002557,Universita IULM,Italy,Universita IULM,universita iulm
U002558,Universita' Politecnica delle Marche,Italy,Universita' Politecnica delle Marche,universita politecnica delle marche
U002559,Università Vita-Salute San Raffaele,Italy,Università Vita Salute San Raffaele,universit vita salute san raffaele
U002559,Università Vita-Salute San Raffaele,Italy,Università Vita-Salute San Raffaele,universit vitasalute san raffaele
U002560,Universitas Ahmad Dahlan,Indonesia,Universitas Ahmad Dahlan,universitas ahmad dahlan
U002561,Universitas Airlangga,Indonesia,Universitas Airlangga,universitas airlangga
U002562,Universitas Andalas,Indonesia,Universitas Andalas,universitas andalas
U002563,Universitas Brawijaya ,Indonesia,Universitas Brawijaya,universitas brawijaya
U002564,Universitas Gadjah Mada,Indonesia,Universitas Gadjah Mada,universitas gadjah mada
U002565,Universitas Hasanuddin,Indonesia,Universitas Hasanuddin,universitas hasanuddin
U002566,Universitas Indonesia,Indonesia,Universitas Indonesia,universitas indonesia
U002567,Universitas Islam Indonesia,Indonesia,Universitas Islam Indonesia,universitas islam indonesia
U002568,Universitas Islam Sultan Agung,Indonesia,Universitas Islam Sultan Agung,universitas islam sultan agung
U002569,Universitas Kristen Petra,Indonesia,Universitas Kristen Petra,universitas kristen petra
U002570,Universitas Mercu Buana,Indonesia,Universitas Mercu Buana,universitas mercu buana
U002571,Universitas Muhammadiyah Surakarta,Indonesia,Universitas Muhammadiyah Surakarta,universitas muhammadiyah surakarta
U002572,Universitas Muhammadiyah Yogyakarta,Indonesia,Universitas Muhammadiyah Yogyakarta,universitas muhammadiyah yogyakarta
U002573,Universitas Negeri Surabaya,Indonesia,Universitas Negeri Surabaya,universitas negeri surabaya
U002574,Universitas Negeri Yogyakarta,Indonesia,Universitas Negeri Yogyakarta,universitas negeri yogyakarta
U002575,Universitas Padjadjaran,Indonesia,Universitas Padjadjaran,universitas padjadjaran
U002576,Universitas Pendidikan Indonesia,Indonesia,Universitas Pendidikan Indonesia,universitas pendidikan indonesia
U002577,Universitas Sebelas Maret,Indonesia,Universitas Sebelas Maret,universitas sebelas maret
U002578,Universitas Sriwijaya,Indonesia,Universitas Sriwijaya,universitas sriwijaya
U002579,Universitas Sumatera Utara,Indonesia,Universitas Sumatera Utara,universitas sumatera utara
U002580,Universitas Syiah Kuala,Indonesia,Universitas Syiah Kuala,universitas syiah kuala
U002581,Universitat Autònoma de Barcelona,Spain,Universitat Autònoma de Barcelona,universitat autnoma de barcelona
U002582,Universität Bremen,Germany,Universität Bremen,universitt bremen
U002583,Universitat de Barcelona,Spain,Universitat de Barcelona,universitat de barcelona
U002584,Universitat de Lleida,Spain,Universitat de Lleida,universitat de lleida
U002585,Universitat de Valencia,Spain,Universitat de Valencia,universitat de valencia
U002586,Universität des Saarlandes,Germany,Universität des Saarlandes,universitt des saarlandes
U002587,Universität Duisburg-Essen,Germany,Universität Duisburg Essen,universitt duisburg essen
U002587,Universität Duisburg-Essen,Germany,Universität Duisburg-Essen,universitt duisburgessen
U002588,Universität Hamburg,Germany,Universität Hamburg,universitt hamburg
U002589,Universität Heidelberg,Germany,Universität Heidelberg,universitt heidelberg
U002590,Universität Innsbruck,Austria,Universität Innsbruck,universitt innsbruck
U002591,Universitat Internacional de Catalunya,Spain,Universitat Internacional de Catalunya,universitat internacional de catalunya
U002592,Universität Jena,Germany,Universität Jena,universitt jena
U002593,Universität Konstanz,Germany,Universität Konstanz,universitt konstanz
U002594,Universität  Leipzig,Germany,Universität Leipzig,universitt leipzig
U002595,Universität Mannheim,Germany,Universität Mannheim,universitt mannheim
U002596,Universitat Politècnica de Catalunya,Spain,Universitat Politècnica de Catalunya,universitat politcnica de catalunya
U002597,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Spain,Universitat Politècnica de Catalunya · BarcelonaTech,universitat politcnica de catalunya barcelonatech
U002597,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),Spain,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),universitat politcnica de catalunya barcelonatech upc
U002598,Universitat Politècnica de València,Spain,Universitat Politècnica de València,universitat politcnica de valncia
U002599,Universitat Pompeu Fabra (Barcelona),Spain,Universitat Pompeu Fabra,universitat pompeu fabra
U002599,Universitat Pompeu Fabra (Barcelona),Spain,Universitat Pompeu Fabra (Barcelona),universitat pompeu fabra barcelona
U002600,Universität Potsdam,Germany,Universität Potsdam,universitt potsdam
U002601,Universitat Ramon Llull,Spain,Universitat Ramon Llull,universitat ramon llull
U002602,Universität Regensburg,Germany,Universität Regensburg,universitt regensburg
U002603,Universität Rostock,Germany,Universität Rostock,universitt rostock
U002604,Universitat Rovira i Virgili,Spain,Universitat Rovira i Virgili,universitat rovira i virgili
U002605,Universität Siegen,Germany,Universität Siegen,universitt siegen
U002606,Universität Stuttgart,Germany,Universität Stuttgart,universitt stuttgart
U002607,Universitatea de Vest din Timisoara /  West University of Timisoara,Romania,Universitatea de Vest din Timisoara / West University of Timisoara,universitatea de vest din timisoara west university of timisoara
U002608,Université 8 Mai 1945 Guelma,Algeria,Université 8 Mai 1945 Guelma,universit 8 mai 1945 guelma
U002609,Université Bourgogne Franche-Comté (UBFC),France,Université Bourgogne Franche Comté,universit bourgogne franche comt
U002609,Université Bourgogne Franche-Comté (UBFC),France,Université Bourgogne Franche-Comté,universit bourgogne franchecomt
U002609,Université Bourgogne Franche-Comté (UBFC),France,Université Bourgogne Franche-Comté (UBFC),universit bourgogne franchecomt ubfc
U002610,Université catholique de Louvain (UCLouvain),Belgium,Université catholique de Louvain,universit catholique de louvain
U002610,Université catholique de Louvain (UCLouvain),Belgium,Université catholique de Louvain (UCLouvain),universit catholique de louvain uclouvain
U002611,Université Charles-de-Gaulle Lille 3,France,Université Charles de Gaulle Lille 3,universit charles de gaulle lille 3
U002611,Université Charles-de-Gaulle Lille 3,France,Université Charles-de-Gaulle Lille 3,universit charlesdegaulle lille 3
U002612,Université Chouaïb Doukkali,Morocco,Université Chouaïb Doukkali,universit chouab doukkali
U002613,Université Claude Bernard Lyon 1,France,Université Claude Bernard Lyon 1,universit claude bernard lyon 1
U002614,Université Côte d'Azur,France,Université Côte d'Azur,universit cte dazur
U002615,Université d’Ain Témouchent,Algeria,Université d’Ain Témouchent,universit dain tmouchent
U002616,Université de Bretagne Occidentale,France,Université de Bretagne Occidentale,universit de bretagne occidentale
U002617,Université de Caen Normandie,France,Université de Caen Normandie,universit de caen normandie
U002618,Université de Cergy-Pontoise,France,Université de Cergy Pontoise,universit de cergy pontoise
U002618,Université de Cergy-Pontoise,France,Université de Cergy-Pontoise,universit de cergypontoise
U002619,Université de Franche-Comté,France,Université de Franche Comté,universit de franche comt
U002619,Université de Franche-Comté,France,Université de Franche-Comté,universit de franchecomt
U002620,Université de Fribourg,Switzerland,Université de Fribourg,universit de fribourg
U002621,Université de Gabès,Tunisia,Université de Gabès,universit de gabs
U002622,Université de Liège,Belgium,Université de Liège,universit de lige
U002623,Université de Lille,France,Université de Lille,universit de lille
U002624,Université de Limoges,France,Université de Limoges,universit de limoges
U002625,Université de Lorraine,France,Université de Lorraine,universit de lorraine
U002626,Université de Montpellier,France,Université de Montpellier,universit de montpellier
U002627,Université de Montréal ,Canada,Université de Montréal,universit de montral
U002628,Université de Nantes,France,Université de Nantes,universit de nantes
U002629,Université de Paris,France,Université de Paris,universit de paris
U002630,Université de Paris-Cité,France,Université de Paris Cité,universit de paris cit
U002630,Université de Paris-Cité,France,Université de Paris-Cité,universit de pariscit
U002631,Université de Poitiers,France,Université de Poitiers,universit de poitiers
U002632,Université de Rennes 1,France,Université de Rennes 1,universit de rennes 1
U002633,Université de Sfax,Tunisia,Université de Sfax,universit de sfax
U002634,Université de Sherbrooke,Canada,Université de Sherbrooke,universit de sherbrooke
U002635,Université de Skikda,Algeria,Université de Skikda,universit de skikda
U002636,Université de Sousse,Tunisia,Université de Sousse,universit de sousse
U002637,Université de Strasbourg,France,Université de Strasbourg,universit de strasbourg
U002638,Université de Technologie de Compiègne (UTC),France,Université de Technologie de Compiègne,universit de technologie de compigne
U002638,Université de Technologie de Compiègne (UTC),France,Université de Technologie de Compiègne (UTC),universit de technologie de compigne utc
U002639,Université de Toulouse II-Le Mirail,France,Université de Toulouse II Le Mirail,universit de toulouse ii le mirail
U002639,Université de Toulouse II-Le Mirail,France,Université de Toulouse II-Le Mirail,universit de toulouse iile mirail
U002640,Université de Tunis,Tunisia,Université de Tunis,universit de tunis
U002641,Université de Tunis El Manar,Tunisia,Université de Tunis El Manar,universit de tunis el manar
U002642,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),France,Université de Versailles Saint Quentin en Yvelines,universit de versailles saint quentin en yvelines
U002642,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),France,Université de Versailles Saint-Quentin-en-Yvelines,universit de versailles saintquentinenyvelines
U002642,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),France,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),universit de versailles saintquentinenyvelines uvsq
U002643,Université Diderot  Paris 7,France,Université Diderot Paris 7,universit diderot paris 7
U002644,Université Djillali Liabès de Sidi Bel-Abbès,Algeria,Université Djillali Liabès de Sidi Bel Abbès,universit djillali liabs de sidi bel abbs
U002644,Université Djillali Liabès de Sidi Bel-Abbès,Algeria,Université Djillali Liabès de Sidi Bel-Abbès,universit djillali liabs de sidi belabbs
U002645,Université d’Oran 2 Mohamed Ben Ahmed,Algeria,Université d’Oran 2 Mohamed Ben Ahmed,universit doran 2 mohamed ben ahmed
U002646,Université du Littoral Côte d’Opale,France,Université du Littoral Côte d’Opale,universit du littoral cte dopale
U002647,Université du Québec,Canada,Université du Québec,universit du qubec
U002648,Université Frères Mentouri Constantine 1,Algeria,Université Frères Mentouri Constantine 1,universit frres mentouri constantine 1
U002649,Université Grenoble Alpes,France,Université Grenoble Alpes,universit grenoble alpes
U002650,Université Hassan 1er,Morocco,Université Hassan 1er,universit hassan 1er
U002651,Université Hassan II de Casablanca,Morocco,Université Hassan II de Casablanca,universit hassan ii de casablanca
U002652,Université Jean Moulin Lyon 3,France,Université Jean Moulin Lyon 3,universit jean moulin lyon 3
U002653,Université Kasdi Merbah Ouargla,Algeria,Université Kasdi Merbah Ouargla,universit kasdi merbah ouargla
U002654,Université Laval,Canada,Université Laval,universit laval
U002655,Universite libre de Bruxelles,Belgium,Universite libre de Bruxelles,universite libre de bruxelles
U002656,Université Lille 2 Droit et Santé,France,Université Lille 2 Droit et Santé,universit lille 2 droit et sant
U002657,Université Lumière Lyon 2,France,Université Lumière Lyon 2,universit lumire lyon 2
U002658,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,universit mohamed el bachir el ibrahimi de bordj bou arrridj
U002659,Université Mohammed Premier,Morocco,Université Mohammed Premier,universit mohammed premier
U002660,Université Mohammed V de Rabat,Morocco,Université Mohammed V de Rabat,universit mohammed v de rabat
U002661,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,Université Mouloud Mammeri de Tizi Ouzou,universit mouloud mammeri de tizi ouzou
U002661,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,Université Mouloud Mammeri de Tizi-Ouzou,universit mouloud mammeri de tiziouzou
U002662,Université Nice Sophia Antipolis,France,Université Nice Sophia Antipolis,universit nice sophia antipolis
U002663,Université Paris 1 Panthéon-Sorbonne,France,Université Paris 1 Panthéon Sorbonne,universit paris 1 panthon sorbonne
U002663,Université Paris 1 Panthéon-Sorbonne,France,Université Paris 1 Panthéon-Sorbonne,universit paris 1 panthonsorbonne
U002664,Université Paris Cité,France,Université Paris Cité,universit paris cit
U002665,"Université Paris-Dauphine, Université PSL",France,"Université Paris Dauphine, Université PSL",universit paris dauphine universit psl
U002665,"Université Paris-Dauphine, Université PSL",France,Université Paris-Dauphine Université PSL,universit parisdauphine universit psl
U002665,"Université Paris-Dauphine, Université PSL",France,"Université Paris-Dauphine, Université PSL",universit parisdauphine universit psl
U002666,Université Paris Descartes,France,Université Paris Descartes,universit paris descartes
U002667,Université Paris-Nanterre,France,Université Paris Nanterre,universit paris nanterre
U002667,Université Paris-Nanterre,France,Université Paris-Nanterre,universit parisnanterre
U002668,Université Paris-Saclay,France,Université Paris Saclay,universit paris saclay
U002668,Université Paris-Saclay,France,Université Paris-Saclay,universit parissaclay
U002669,Université Paris-Sorbonne (Paris IV),France,Université Paris Sorbonne,universit paris sorbonne
U002669,Université Paris-Sorbonne (Paris IV),France,Université Paris-Sorbonne,universit parissorbonne
U002669,Université Paris-Sorbonne (Paris IV),France,Université Paris-Sorbonne (Paris IV),universit parissorbonne paris iv
U002670,Université Paul Sabatier Toulouse III,France,Université Paul Sabatier Toulouse III,universit paul sabatier toulouse iii
U002671,Université Pierre et Marie Curie (UPMC),France,Université Pierre et Marie Curie,universit pierre et marie curie
U002671,Université Pierre et Marie Curie (UPMC),France,Université Pierre et Marie Curie (UPMC),universit pierre et marie curie upmc
U002672,Université Polytechnique Hauts-de-France,France,Université Polytechnique Hauts de France,universit polytechnique hauts de france
U002672,Université Polytechnique Hauts-de-France,France,Université Polytechnique Hauts-de-France,universit polytechnique hautsdefrance
U002673,Université PSL,France,Université PSL,universit psl
U002674,Université Saint-Joseph de Beyrouth,Lebanon,Université Saint Joseph de Beyrouth,universit saint joseph de beyrouth
U002674,Université Saint-Joseph de Beyrouth,Lebanon,Université Saint-Joseph de Beyrouth,universit saintjoseph de beyrouth
U002675,Université Sorbonne Nouvelle,France,Université Sorbonne Nouvelle,universit sorbonne nouvelle
U002676,Université Sorbonne Nouvelle Paris 3,France,Université Sorbonne Nouvelle Paris 3,universit sorbonne nouvelle paris 3
U002677,Université Sorbonne Paris Nord,France,Université Sorbonne Paris Nord,universit sorbonne paris nord
U002678,Université Sultan Moulay Slimane,Morocco,Université Sultan Moulay Slimane,universit sultan moulay slimane
U002679,Université Toulouse 1 Capitole,France,Université Toulouse 1 Capitole,universit toulouse 1 capitole
U002680,Universiti Brunei Darussalam (UBD),Brunei,Universiti Brunei Darussalam,universiti brunei darussalam
U002680,Universiti Brunei Darussalam (UBD),Brunei,Universiti Brunei Darussalam (UBD),universiti brunei darussalam ubd
U002681,Universiti Kebangsaan Malaysia (UKM),Malaysia,Universiti Kebangsaan Malaysia,universiti kebangsaan malaysia
U002681,Universiti Kebangsaan Malaysia (UKM),Malaysia,Universiti Kebangsaan Malaysia (UKM),universiti kebangsaan malaysia ukm
U002682,Universiti Kuala Lumpur (UniKL),Malaysia,Universiti Kuala Lumpur,universiti kuala lumpur
U002682,Universiti Kuala Lumpur (UniKL),Malaysia,Universiti Kuala Lumpur (UniKL),universiti kuala lumpur unikl
U002683,Universiti Malaya (UM),Malaysia,Universiti Malaya,universiti malaya
U002683,Universiti Malaya (UM),Malaysia,Universiti Malaya (UM),universiti malaya um
U002684,Universiti Malaysia Kelantan,Malaysia,Universiti Malaysia Kelantan,universiti malaysia kelantan
U002685,Universiti Malaysia Pahang,Malaysia,Universiti Malaysia Pahang,universiti malaysia pahang
U002686,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,Universiti Malaysia Pahang Al Sultan Abdullah,universiti malaysia pahang al sultan abdullah
U002686,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,Universiti Malaysia Pahang Al-Sultan Abdullah,universiti malaysia pahang alsultan abdullah
U002686,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),universiti malaysia pahang alsultan abdullah umpsa
U002687,Universiti Malaysia Perlis,Malaysia,Universiti Malaysia Perlis,universiti malaysia perlis
U002688,Universiti Malaysia Sabah (UMS),Malaysia,Universiti Malaysia Sabah,universiti malaysia sabah
U002688,Universiti Malaysia Sabah (UMS),Malaysia,Universiti Malaysia Sabah (UMS),universiti malaysia sabah ums
U002689,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Universiti Malaysia Sarawak,universiti malaysia sarawak
U002689,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Universiti Malaysia Sarawak (UNIMAS),universiti malaysia sarawak unimas
U002690,Universiti Malaysia Terengganu (UMT),Malaysia,Universiti Malaysia Terengganu,universiti malaysia terengganu
U002690,Universiti Malaysia Terengganu (UMT),Malaysia,Universiti Malaysia Terengganu (UMT),universiti malaysia terengganu umt
U002691,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Universiti Pendidikan Sultan Idris,universiti pendidikan sultan idris
U002691,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Universiti Pendidikan Sultan Idris (UPSI),universiti pendidikan sultan idris upsi
U002692,Universiti Putra Malaysia (UPM),Malaysia,Universiti Putra Malaysia,universiti putra malaysia
U002692,Universiti Putra Malaysia (UPM),Malaysia,Universiti Putra Malaysia (UPM),universiti putra malaysia upm
U002693,Universiti Sains Islam Malaysia,Malaysia,Universiti Sains Islam Malaysia,universiti sains islam malaysia
U002694,Universiti Sains Malaysia (USM),Malaysia,Universiti Sains Malaysia,universiti sains malaysia
U002694,Universiti Sains Malaysia (USM),Malaysia,Universiti Sains Malaysia (USM),universiti sains malaysia usm
U002695,Universiti Sultan Zainal Abidin,Malaysia,Universiti Sultan Zainal Abidin,universiti sultan zainal abidin
U002696,Universiti Teknikal Malaysia Melaka,Malaysia,Universiti Teknikal Malaysia Melaka,universiti teknikal malaysia melaka
U002697,Universiti Teknologi Brunei,Brunei,Universiti Teknologi Brunei,universiti teknologi brunei
U002698,Universiti Teknologi Malaysia ,Malaysia,Universiti Teknologi Malaysia,universiti teknologi malaysia
U002699,Universiti Teknologi MARA,Malaysia,Universiti Teknologi MARA,universiti teknologi mara
U002700,Universiti Teknologi MARA - UiTM,Malaysia,Universiti Teknologi MARA - UiTM,universiti teknologi mara uitm
U002700,Universiti Teknologi MARA - UiTM,Malaysia,Universiti Teknologi MARA UiTM,universiti teknologi mara uitm
U002701,Universiti Teknologi PETRONAS (UTP),Malaysia,Universiti Teknologi PETRONAS,universiti teknologi petronas
U002701,Universiti Teknologi PETRONAS (UTP),Malaysia,Universiti Teknologi PETRONAS (UTP),universiti teknologi petronas utp
U002702,Universiti Tenaga Nasional (UNITEN),Malaysia,Universiti Tenaga Nasional,universiti tenaga nasional
U002702,Universiti Tenaga Nasional (UNITEN),Malaysia,Universiti Tenaga Nasional (UNITEN),universiti tenaga nasional uniten
U002703,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,Universiti Tun Hussein Onn Malaysia,universiti tun hussein onn malaysia
U002703,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,Universiti Tun Hussein Onn Malaysia (UTHM),universiti tun hussein onn malaysia uthm
U002704,Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,Universiti Tun Hussein Onn University of Malaysia,universiti tun hussein onn university of malaysia
U002704,Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,Universiti Tun Hussein Onn University of Malaysia (UTHM),universiti tun hussein onn university of malaysia uthm
U002705,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Universiti Tunku Abdul Rahman,universiti tunku abdul rahman
U002705,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Universiti Tunku Abdul Rahman (UTAR),universiti tunku abdul rahman utar
U002706,Universiti Utara Malaysia (UUM),Malaysia,Universiti Utara Malaysia,universiti utara malaysia
U002706,Universiti Utara Malaysia (UUM),Malaysia,Universiti Utara Malaysia (UUM),universiti utara malaysia uum
U002707,University Abdelhamid Ibn Badis Mostaganem,Algeria,University Abdelhamid Ibn Badis Mostaganem,university abdelhamid ibn badis mostaganem
U002708,University at Albany SUNY,United States,University at Albany SUNY,university at albany suny
U002709,University at Buffalo,United States,University at Buffalo,university at buffalo
U002710,University at Buffalo SUNY,United States,University at Buffalo SUNY,university at buffalo suny
U002711,University Center Ali Kafi Tindouf,Algeria,University Center Ali Kafi Tindouf,university center ali kafi tindouf
U002712,University Center Morsli Abdellah of Tipaza,Algeria,University Center Morsli Abdellah of Tipaza,university center morsli abdellah of tipaza
U002713,University Center of Aflou,Algeria,University Center of Aflou,university center of aflou
U002714,University Center of Barika,Algeria,University Center of Barika,university center of barika
U002715,University Center of Illizi,Algeria,University Center of Illizi,university center of illizi
U002716,University Centre of El-Bayadh,Algeria,University Centre of El Bayadh,university centre of el bayadh
U002716,University Centre of El-Bayadh,Algeria,University Centre of El-Bayadh,university centre of elbayadh
U002717,University Centre of Maghnia,Algeria,University Centre of Maghnia,university centre of maghnia
U002718,University College Cork,Ireland,University College Cork,university college cork
