university_id,university_name,world_rank,national_rank,overall_score,year,country,region,city,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,gender_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
102053,Montreal National University,504,34,95.5,2022,Canada,North America,Montreal,94.5,91.5,100,Private,106624,Engineering,4158336,647.62,92,119,2.14,58559,20808,35.53,1521,38.5,44:56:00,44,56,Both,33490,25069,488.6,93,2,75.5,75.7,75.4,20.36
102054,Singapore Royal University,447,6,99.1,2022,Singapore,Asia,Singapore,100,94,89.8,Private,15581,Arts & Humanities,607659,376.96,99.1,216,4.84,13741,712,5.18,3090,4.45,63:37:00,63,37,Postgraduate,7975,5766,545.6,106,26,72.7,72.6,72.9,22.87
102055,Berkeley Metropolitan University,523,12,98.5,2022,United States,North America,Berkeley,99.7,97.2,100,Private,84987,Medicine,2379636,1897.64,100,280,1.87,11023,2313,20.98,3174,3.47,50:50:00,50,50,Both,6261,4762,509.5,95,6,74.5,74.7,74.9,22.74
102056,Melbourne Metropolitan University,567,12,98,2022,Australia,Oceania,Melbourne,97.5,91.5,100,Public,62700,Business,940500,480.58,91.9,382,5.07,17777,7048,39.65,5986,2.97,55:45:00,55,45,Postgraduate,15201,2576,516.7,87,1,74.1,74.2,73.6,24.22
102057,Stanford State University,505,12,97.5,2022,United States,North America,Stanford,96.7,92,93,Public,46149,Business,876831,212.62,97.5,228,8.09,5005,93,1.86,2097,2.39,54:46:00,54,46,Postgraduate,3707,1298,509.5,95,6,74.5,74.7,74.9,22.74
102058,Chennai Metropolitan University,589,15,97.5,2022,India,Asia,Chennai,97.6,100,99.5,Public,27350,Business,519650,923,93.4,377,1.63,29778,9108,30.59,3598,8.28,51:49:00,51,49,Postgraduate,21284,8494,506.7,101,20,74.4,74.6,74.3,24.61
102059,Kyoto State University,493,13,97.4,2022,Japan,Asia,Kyoto,95,100,93.1,Public,4367,Computer Science,174680,123.54,93.5,156,1.89,69124,15139,21.9,3336,20.72,35:65,35,65,Postgraduate,44276,24848,471.4,112,3,76.5,76,76.1,22.69
102060,Shanghai Royal University,318,6,95.9,2022,China,Asia,Shanghai,93.8,97.1,99.1,Public,57567,Arts & Humanities,2014845,1032.2,91,416,2.53,33730,7070,20.96,319,105.74,41:59:00,41,59,Both,30121,3609,511.8,87,9,74.3,74,73.4,22.42
102061,Hyderabad Royal University,265,5,96,2022,India,Asia,Hyderabad,97.3,98.5,90.8,Public,81036,Computer Science,2593152,469.94,95.7,205,5.76,54599,21010,38.48,2133,25.6,59:41:00,59,41,Both,45230,9369,506.7,101,20,74.4,74.6,74.3,24.61
102062,Osaka Metropolitan University,316,5,96.3,2022,Japan,Asia,Osaka,92.5,95.4,97.4,Public,96361,Business,3372635,686.75,90.7,273,3.29,53678,4704,8.76,2343,22.91,45:55:00,45,55,Both,30220,23458,471.4,112,3,76.5,76,76.1,22.69
102063,Boston Metropolitan University,321,5,98.5,2022,United States,North America,Boston,99.5,91,92.5,Public,29343,Business,762918,392.25,99.9,395,6.3,8769,2266,25.84,3532,2.48,49:51:00,49,51,Both,5295,3474,509.5,95,6,74.5,74.7,74.9,22.74
102064,Singapore Technical University,324,5,97.6,2022,Singapore,Asia,Singapore,97.4,98.1,89,Public,81797,Engineering,817970,237.85,99.7,304,2.62,33193,8264,24.9,5003,6.63,63:37:00,63,37,Postgraduate,24861,8332,545.6,106,26,72.7,72.6,72.9,22.87
102065,Tokyo National University,914,24,95.7,2022,Japan,Asia,Tokyo,93.5,96.6,95.2,Private,26616,Engineering,851712,252.88,90.2,354,2.69,44692,3688,8.25,5330,8.38,52:48:00,52,48,Undergraduate,37467,7225,471.4,112,3,76.5,76,76.1,22.69
102066,Berlin Technical University,944,28,97.1,2022,Germany,Europe,Berlin,95.6,100,100,Private,88575,Natural Sciences,3631575,1155.08,90.6,318,1.62,65866,22230,33.75,2749,23.96,61:39:00,61,39,Undergraduate,41450,24416,463.6,105,10,77,76.9,77,22.93
102067,Paris Royal University,1018,35,97.2,2022,France,Europe,Paris,100,94.2,87.6,Private,44825,Medicine,537900,70.43,94,94,2.98,54514,15358,28.17,2130,25.59,46:54:00,46,54,Postgraduate,43736,10778,488.3,111,5,75.6,75.7,75.8,22.57
102068,Lyon National University,1115,41,96.5,2022,France,Europe,Lyon,98.8,97.7,99.3,Private,61837,Computer Science,1051229,609.76,91.8,437,3.93,62032,12464,20.09,5829,10.64,37:63,37,63,Undergraduate,50535,11497,488.3,111,5,75.6,75.7,75.8,22.57
102069,Boston Technical University,1153,36,97.6,2022,United States,North America,Boston,99.5,100,92.5,Public,72454,Engineering,724540,92.31,95.1,209,3.37,62071,18206,29.33,3391,18.3,55:45:00,55,45,Postgraduate,47050,15021,509.5,95,6,74.5,74.7,74.9,22.74
102070,Cambridge National University,1001,29,96.9,2022,United States,North America,Cambridge,99.7,98.8,88.6,Private,47610,Medicine,1475910,305,100,257,7.92,19355,2618,13.53,1476,13.11,62:38:00,62,38,Postgraduate,12395,6960,509.5,95,6,74.5,74.7,74.9,22.74
102071,Lyon International University,986,31,95.2,2022,France,Europe,Lyon,98.2,96.4,92.7,Private,13192,Natural Sciences,474912,125.21,96.1,181,2.17,8394,1026,12.22,4818,1.74,37:63,37,63,Undergraduate,5547,2847,488.3,111,5,75.6,75.7,75.8,22.57
102072,Oxford Technical University,1010,29,96,2022,United Kingdom,Europe,Oxford,92.2,100,100,Public,70012,Arts & Humanities,2730468,946.11,89.6,337,5.69,9184,1907,20.76,1862,4.93,35:65,35,65,Both,7258,1926,509.6,103,11,74.5,74.7,73.2,23.83
102073,Lyon State University,575.5,30,94.4,2022,France,Europe,Lyon,95.8,95.2,85.5,Public,20940,Computer Science,251280,54.44,92.4,244,3.57,8420,2342,27.81,1854,4.54,58:42:00,58,42,Both,4945,3475,488.3,111,5,75.6,75.7,75.8,22.57
102074,Kyoto International University,525.5,28,96.5,2022,Japan,Asia,Kyoto,94.2,100,98.4,Public,33694,Social Sciences,1415148,193.88,95.5,237,4.17,45776,6169,13.48,4392,10.42,55:45:00,55,45,Postgraduate,38706,7070,471.4,112,3,76.5,76,76.1,22.69
102075,Sydney Royal University,662,41,97.6,2022,Australia,Oceania,Sydney,96.5,89.7,100,Public,42466,Medicine,1061650,188.6,96.1,135,3.39,61299,3241,5.29,1434,42.75,61:39:00,61,39,Undergraduate,52799,8500,516.7,87,1,74.1,74.2,73.6,24.22
102076,Beijing International University,825.5,48,97.5,2022,China,Asia,Beijing,100,99.8,100,Public,58124,Natural Sciences,1685596,377.09,98.1,374,2.2,57718,15657,27.13,4993,11.56,57:43:00,57,43,Postgraduate,51286,6432,511.8,87,9,74.3,74,73.4,22.42
102077,Melbourne State University,775.5,49,96.9,2022,Australia,Oceania,Melbourne,99.6,98,100,Private,52804,Computer Science,475236,88.78,91.7,150,4.14,64409,25665,39.85,2528,25.48,50:50:00,50,50,Postgraduate,37031,27378,516.7,87,1,74.1,74.2,73.6,24.22
102078,Montreal Royal University,875.5,53,97.1,2022,Canada,North America,Montreal,93.5,96.9,91,Private,84890,Computer Science,3650270,2620.44,100,207,0.56,64391,17654,27.42,2293,28.08,38:62,38,62,Undergraduate,57877,6514,488.6,93,2,75.5,75.7,75.4,20.36
102079,Vancouver Technical University,657,4,96.6,2022,Canada,North America,Vancouver,99.6,95.3,94.7,Private,119818,Natural Sciences,5152174,1386.48,95.4,352,0.77,48148,10983,22.81,4836,9.96,36:64,36,64,Both,27010,21138,488.6,93,2,75.5,75.7,75.4,20.36
102080,Cambridge International University,742,7,94.9,2022,United States,North America,Cambridge,95.3,97.9,100,Private,45649,Natural Sciences,1689013,342.81,89.4,405,0.89,36515,7489,20.51,5387,6.78,65:35:00,65,35,Both,31723,4792,509.5,95,6,74.5,74.7,74.9,22.74
102081,London International University,867,23,95.6,2022,United Kingdom,Europe,London,99.5,98.1,92.4,Private,16486,Natural Sciences,609982,482.96,89.1,288,7.85,32199,13868,43.07,1459,22.07,64:36:00,64,36,Both,22167,10032,509.6,103,11,74.5,74.7,73.2,23.83
102082,Melbourne Technical University,880,22,95.6,2022,Australia,Oceania,Melbourne,96.7,100,98,Public,7970,Arts & Humanities,143460,24.2,91.8,224,7.88,57266,4400,7.68,2208,25.94,63:37:00,63,37,Postgraduate,47573,9693,516.7,87,1,74.1,74.2,73.6,24.22
102083,Edinburgh Royal University,986,31,94.2,2022,United Kingdom,Europe,Edinburgh,93.1,88.8,94.6,Public,54939,Social Sciences,1153719,182.12,91.9,110,5.77,54274,6821,12.57,1944,27.92,37:63,37,63,Undergraduate,42354,11920,509.6,103,11,74.5,74.7,73.2,23.83
102084,Stanford Technical University,1032,29,95.7,2022,United States,North America,Stanford,93.7,95,100,Private,105379,Natural Sciences,2107580,507.85,91.1,169,2.31,45671,3662,8.02,4253,10.74,59:41:00,59,41,Undergraduate,31197,14474,509.5,95,6,74.5,74.7,74.9,22.74
102085,Heidelberg State University,643,23,94.6,2022,Germany,Europe,Heidelberg,96.7,91.6,98.2,Private,66956,Engineering,1807812,2901.78,95,237,4.08,6809,1899,27.89,1899,3.59,54:46:00,54,46,Both,4880,1929,463.6,105,10,77,76.9,77,22.93
102086,Tokyo Metropolitan University,651,5,96.7,2022,Japan,Asia,Tokyo,94.3,93.9,88.4,Public,6925,Natural Sciences,193900,73.59,94.3,119,5.18,67200,21759,32.38,1332,50.45,44:56:00,44,56,Postgraduate,39417,27783,471.4,112,3,76.5,76,76.1,22.69
102087,Singapore Royal University,747,10,94.7,2022,Singapore,Asia,Singapore,98.8,91.5,91.2,Private,34171,Social Sciences,1332669,216.87,100,171,0.66,58673,11827,20.16,3422,17.15,54:46:00,54,46,Undergraduate,34233,24440,545.6,106,26,72.7,72.6,72.9,22.87
102088,Osaka International University,807,14,96.5,2022,Japan,Asia,Osaka,92.4,92.8,99.1,Private,68431,Medicine,821172,1309.68,98.2,329,1.39,29532,7945,26.9,5562,5.31,38:62,38,62,Undergraduate,23033,6499,471.4,112,3,76.5,76,76.1,22.69
102089,Mumbai Metropolitan University,840,18,97,2022,India,Asia,Mumbai,95.8,89.6,100,Private,24916,Arts & Humanities,822228,205.97,100,344,0.9,21858,4002,18.31,4563,4.79,51:49:00,51,49,Both,18791,3067,506.7,101,20,74.4,74.6,74.3,24.61
102090,New York Metropolitan University,806,16,95.3,2022,United States,North America,New York,90.5,92.3,100,Public,38106,Social Sciences,914544,278.15,88.4,91,5.8,29750,11052,37.15,321,92.68,43:57:00,43,57,Both,20086,9664,509.5,95,6,74.5,74.7,74.9,22.74
102091,Montreal Royal University,814,15,94.4,2022,Canada,North America,Montreal,99.4,99.3,93.5,Private,23800,Engineering,499800,72.36,94.4,298,5.4,26232,1020,3.89,2444,10.73,61:39:00,61,39,Postgraduate,16333,9899,488.6,93,2,75.5,75.7,75.4,20.36
102092,Osaka International University,869,20,95.8,2022,Japan,Asia,Osaka,91.3,100,100,Private,114881,Arts & Humanities,2412501,471.74,95.3,177,6.65,60277,12146,20.15,1090,55.3,41:59:00,41,59,Both,47435,12842,471.4,112,3,76.5,76,76.1,22.69
102093,New York Metropolitan University,931,26,94,2022,United States,North America,New York,91.5,86.2,90.3,Public,35864,Business,824872,574.02,99.8,278,2.83,56847,2306,4.06,5280,10.77,54:46:00,54,46,Postgraduate,48269,8578,509.5,95,6,74.5,74.7,74.9,22.74
102094,Munich Technical University,847,18,93.5,2022,Germany,Europe,Munich,89.7,97.5,95,Private,26006,Natural Sciences,468108,228.23,93.8,184,3.38,35310,10031,28.41,5346,6.6,41:59:00,41,59,Postgraduate,26066,9244,463.6,105,10,77,76.9,77,22.93
102095,Singapore State University,850,20,95.7,2022,Singapore,Asia,Singapore,95.3,94.1,92,Private,23285,Business,931400,125.36,99.6,342,5.89,45496,10965,24.1,3868,11.76,41:59:00,41,59,Postgraduate,33558,11938,545.6,106,26,72.7,72.6,72.9,22.87
102096,Cambridge State University,843,19,94.6,2022,United Kingdom,Europe,Cambridge,91.7,99.1,100,Private,25403,Arts & Humanities,304836,102.71,91.6,341,2.22,56954,11053,19.41,2663,21.39,56:44:00,56,44,Postgraduate,46783,10171,509.6,103,11,74.5,74.7,73.2,23.83
102097,Brisbane Royal University,951,30,94.6,2022,Australia,Oceania,Brisbane,93.3,91.2,85.3,Private,114344,Arts & Humanities,2286880,693.41,97.2,253,1.88,9198,1491,16.21,817,11.26,50:50:00,50,50,Postgraduate,5688,3510,516.7,87,1,74.1,74.2,73.6,24.22
102098,Paris Royal University,822,51,95,2022,France,Europe,Paris,99.6,94.6,91.4,Public,118845,Engineering,1663830,2599.73,95.6,420,7.78,7549,3330,44.11,2047,3.69,61:39:00,61,39,Both,4205,3344,488.3,111,5,75.6,75.7,75.8,22.57
102099,Osaka Metropolitan University,785.5,45,93.6,2022,Japan,Asia,Osaka,90.1,91.3,88.8,Private,36309,Computer Science,580944,314.87,92.3,198,5.52,32030,12236,38.2,1345,23.81,38:62,38,62,Postgraduate,20923,11107,471.4,112,3,76.5,76,76.1,22.69
102100,Chennai Technical University,685.5,44,96.1,2022,India,Asia,Chennai,100,98.9,98.8,Public,101818,Medicine,1425452,646.76,91.6,354,2.89,17824,7474,41.93,1732,10.29,57:43:00,57,43,Postgraduate,14083,3741,506.7,101,20,74.4,74.6,74.3,24.61
102101,Paris National University,654,41,96.5,2022,France,Europe,Paris,100,95.6,97.8,Private,34419,Business,653961,305.59,99.3,131,3.33,27330,5596,20.48,1427,19.15,49:51:00,49,51,Both,24281,3049,488.3,111,5,75.6,75.7,75.8,22.57
102102,Munich Royal University,1113,40,93,2022,Germany,Europe,Munich,94.1,94.8,91.6,Private,81565,Natural Sciences,1060345,195.92,96.1,86,4.35,41744,14357,34.39,4358,9.58,65:35:00,65,35,Both,31272,10472,463.6,105,10,77,76.9,77,22.93
102103,Edinburgh International University,542,30,93.9,2022,United Kingdom,Europe,Edinburgh,90.1,89.7,97.1,Public,80462,Business,643696,809.68,88.9,126,3.4,12410,4100,33.04,2977,4.17,51:49:00,51,49,Undergraduate,10128,2282,509.6,103,11,74.5,74.7,73.2,23.83
102104,Lyon Technical University,715.5,43,94.8,2022,France,Europe,Lyon,97.9,100,92.2,Public,72692,Medicine,1817300,810.93,88.8,277,1.79,9392,536,5.71,5798,1.62,57:43:00,57,43,Both,6497,2895,488.3,111,5,75.6,75.7,75.8,22.57
102105,Heidelberg State University,635.5,41,92.8,2022,Germany,Europe,Heidelberg,91.4,92.7,96.1,Private,28857,Natural Sciences,317427,53.66,96.6,316,3.14,32154,729,2.27,4864,6.61,64:36:00,64,36,Postgraduate,24770,7384,463.6,105,10,77,76.9,77,22.93
102106,Toronto National University,686,44,95,2022,Canada,North America,Toronto,97.7,89.6,87,Public,47300,Social Sciences,2033900,502.32,88.6,151,5.64,54890,210,0.38,5416,10.13,63:37:00,63,37,Postgraduate,40029,14861,488.6,93,2,75.5,75.7,75.4,20.36
102107,London National University,687,26,95.6,2022,United Kingdom,Europe,London,93.5,93.4,86.8,Private,47699,Computer Science,381592,64.14,89.7,203,5.9,36404,10359,28.46,2534,14.37,57:43:00,57,43,Postgraduate,22080,14324,509.6,103,11,74.5,74.7,73.2,23.83
102108,Heidelberg State University,740,10,93.7,2022,Germany,Europe,Heidelberg,90.9,100,91.7,Public,113050,Natural Sciences,2939300,1913.61,90.3,354,8.13,34723,4689,13.5,5453,6.37,43:57:00,43,57,Both,20777,13946,463.6,105,10,77,76.9,77,22.93
102109,Osaka State University,808,15,94.8,2022,Japan,Asia,Osaka,95.3,95.6,88.1,Private,42194,Engineering,1350208,365.61,89.5,212,7.57,56075,25183,44.91,4698,11.94,36:64,36,64,Undergraduate,42723,13352,471.4,112,3,76.5,76,76.1,22.69
102110,London Metropolitan University,810,15,92.8,2022,United Kingdom,Europe,London,91.2,88.2,85.1,Private,9192,Social Sciences,147072,24.54,97.6,184,2.41,44227,15580,35.23,313,141.3,52:48:00,52,48,Undergraduate,30350,13877,509.6,103,11,74.5,74.7,73.2,23.83
102111,Singapore Technical University,729,7,92.6,2022,Singapore,Asia,Singapore,88.7,88.3,87.1,Public,2969,Computer Science,59380,7.8,88.2,275,5.1,57944,13672,23.6,2525,22.95,49:51:00,49,51,Undergraduate,47353,10591,545.6,106,26,72.7,72.6,72.9,22.87
102112,Bengaluru State University,769,11,94,2022,India,Asia,Bengaluru,93.4,87.4,90.1,Public,29822,Medicine,268398,50.1,99.4,394,0.73,18523,5148,27.79,5964,3.11,53:47:00,53,47,Postgraduate,10949,7574,506.7,101,20,74.4,74.6,74.3,24.61
102113,Kyoto Technical University,904,24,93.7,2022,Japan,Asia,Kyoto,96.1,90.5,87,Public,69507,Arts & Humanities,1112112,496.26,88.6,246,6,59442,10168,17.11,4490,13.24,56:44:00,56,44,Both,39371,20071,471.4,112,3,76.5,76,76.1,22.69
102114,Singapore International University,973,23,96.3,2022,Singapore,Asia,Singapore,93.5,91.1,99.7,Public,67037,Medicine,536296,87.95,94.7,83,8.14,23902,1497,6.26,1476,16.19,41:59:00,41,59,Postgraduate,20923,2979,545.6,106,26,72.7,72.6,72.9,22.87
102115,Singapore National University,578,4,93.8,2022,Singapore,Asia,Singapore,90.3,96,100,Private,87293,Computer Science,2182325,421.46,88.5,132,7.43,49286,11395,23.12,1327,37.14,47:53:00,47,53,Postgraduate,43469,5817,545.6,106,26,72.7,72.6,72.9,22.87
102116,Kyoto Royal University,589,6,96,2022,Japan,Asia,Kyoto,93,95.7,96.2,Private,102637,Natural Sciences,3900206,708.36,100,325,5.77,30550,7903,25.87,5457,5.6,62:38:00,62,38,Both,26714,3836,471.4,112,3,76.5,76,76.1,22.69
102117,Montreal Metropolitan University,593,9,95.4,2022,Canada,North America,Montreal,98.7,87.4,98.2,Private,56661,Engineering,2153118,1446.99,96.8,277,1.06,61146,19806,32.39,2619,23.35,54:46:00,54,46,Postgraduate,35642,25504,488.6,93,2,75.5,75.7,75.4,20.36
102118,Brisbane International University,1100.5,54,96,2022,Australia,Oceania,Brisbane,92.5,88.5,94.4,Public,117431,Natural Sciences,2231189,302.08,91.2,336,4.17,25538,6668,26.11,886,28.82,44:56:00,44,56,Postgraduate,21005,4533,516.7,87,1,74.1,74.2,73.6,24.22
102119,Singapore Metropolitan University,1219,66,95.2,2022,Singapore,Asia,Singapore,90.7,96.3,89.1,Public,108686,Business,2391092,842.23,98.5,327,6.39,58617,23942,40.84,883,66.38,37:63,37,63,Undergraduate,36014,22603,545.6,106,26,72.7,72.6,72.9,22.87
102120,Lyon Royal University,1300.5,67,94.8,2022,France,Europe,Lyon,91.2,96.8,100,Private,6612,Engineering,244644,139.96,89.8,103,6.82,20893,6139,29.38,4833,4.32,39:61,39,61,Undergraduate,13118,7775,488.3,111,5,75.6,75.7,75.8,22.57
102121,Singapore Metropolitan University,1300.5,66,94.4,2022,Singapore,Asia,Singapore,93.7,100,92.2,Private,59358,Arts & Humanities,2493036,344.82,89.5,280,0.56,41133,9652,23.47,1793,22.94,39:61,39,61,Postgraduate,31162,9971,545.6,106,26,72.7,72.6,72.9,22.87
102122,Munich National University,1300.5,67,92.5,2022,Germany,Europe,Munich,87.8,93,88.7,Public,90636,Computer Science,3897348,682.67,89.7,369,5.42,13084,4863,37.17,4443,2.94,57:43:00,57,43,Both,9206,3878,463.6,105,10,77,76.9,77,22.93
102123,Brisbane National University,1752,46,95.4,2022,Australia,Oceania,Brisbane,96.2,96.2,100,Private,11890,Engineering,428040,80.16,94.2,179,0.67,27125,71,0.26,4023,6.74,59:41:00,59,41,Postgraduate,23955,3170,516.7,87,1,74.1,74.2,73.6,24.22
102124,Stanford Royal University,1810,46,95.7,2022,United States,North America,Stanford,97.2,99.9,87.9,Private,104771,Arts & Humanities,3562214,2948.85,98.1,383,2.2,49817,13434,26.97,1765,28.22,43:57:00,43,57,Undergraduate,41886,7931,509.5,95,6,74.5,74.7,74.9,22.74
102125,Shanghai Royal University,1989,49,92.1,2022,China,Asia,Shanghai,89.5,90.6,85.2,Private,56315,Computer Science,1633135,301.15,88.8,447,3.11,28601,8800,30.77,2023,14.14,51:49:00,51,49,Postgraduate,19233,9368,511.8,87,9,74.3,74,73.4,22.42
102126,Kyoto Metropolitan University,2070,49,94.9,2022,Japan,Asia,Kyoto,91,90,98.6,Private,83234,Social Sciences,915574,130.98,100,110,7.6,59529,19839,33.33,5615,10.6,38:62,38,62,Undergraduate,52323,7206,471.4,112,3,76.5,76,76.1,22.69
102127,London Technical University,140,3,92.2,2022,United Kingdom,Europe,London,94.8,90.1,100,Public,85079,Social Sciences,3828555,1020.13,92.3,341,5.24,11381,2267,19.92,694,16.4,52:48:00,52,48,Undergraduate,6712,4669,509.6,103,11,74.5,74.7,73.2,23.83
102128,Montreal National University,76,2,93.8,2022,Canada,North America,Montreal,90.6,94.3,96.5,Public,74875,Arts & Humanities,1871875,245.23,93.4,431,6.82,67804,2987,4.41,4766,14.23,37:63,37,63,Both,57553,10251,488.6,93,2,75.5,75.7,75.4,20.36
102129,Berkeley Technical University,58,2,95.5,2022,United States,North America,Berkeley,100,96.4,89.2,Public,69784,Arts & Humanities,1256112,986.73,91.5,440,1.13,24534,8425,34.34,1714,14.31,44:56:00,44,56,Both,18895,5639,509.5,95,6,74.5,74.7,74.9,22.74
102130,Hyderabad International University,54,2,94.7,2022,India,Asia,Hyderabad,95.3,90.2,96.3,Private,111627,Engineering,1004643,149.26,88,126,5.23,32511,8667,26.66,5289,6.15,42:58:00,42,58,Undergraduate,20688,11823,506.7,101,20,74.4,74.6,74.3,24.61
102131,Boston Technical University,57,2,91.7,2022,United States,North America,Boston,86.8,95,83.9,Public,91820,Natural Sciences,3030060,599.18,95,291,2.99,50227,17694,35.23,5824,8.62,64:36:00,64,36,Both,30006,20221,509.5,95,6,74.5,74.7,74.9,22.74
102132,Edinburgh Technical University,57,2,93.8,2022,United Kingdom,Europe,Edinburgh,91.1,90.3,100,Private,9307,Arts & Humanities,260596,73.82,93,238,4.49,35225,2853,8.1,979,35.98,60:40:00,60,40,Undergraduate,22116,13109,509.6,103,11,74.5,74.7,73.2,23.83
102133,Heidelberg Royal University,49,2,95.2,2022,Germany,Europe,Heidelberg,94.9,98.4,100,Private,10948,Computer Science,98532,97.36,94.3,437,6.91,32753,13547,41.36,4617,7.09,64:36:00,64,36,Undergraduate,22323,10430,463.6,105,10,77,76.9,77,22.93
102134,Heidelberg Royal University,45,2,94.5,2022,Germany,Europe,Heidelberg,92.6,87.2,100,Private,49996,Engineering,1849852,1512.55,99.1,161,7.15,25816,6411,24.83,3138,8.23,47:53:00,47,53,Both,21941,3875,463.6,105,10,77,76.9,77,22.93
102135,Oxford National University,53,2,91.4,2022,United Kingdom,Europe,Oxford,91.3,85.1,95.2,Public,4319,Arts & Humanities,125251,22.25,91.8,370,2.03,29066,9383,32.28,3763,7.72,50:50:00,50,50,Postgraduate,22407,6659,509.6,103,11,74.5,74.7,73.2,23.83
102136,Sydney International University,1300.5,85,93.3,2022,Australia,Oceania,Sydney,96.7,92,93.4,Private,90119,Natural Sciences,3694879,562.81,99.7,85,7.05,18379,4641,25.25,1488,12.35,40:60,40,60,Postgraduate,13920,4459,516.7,87,1,74.1,74.2,73.6,24.22
102137,Paris National University,1300.5,91,92.3,2022,France,Europe,Paris,87.7,92.1,98.5,Private,57098,Business,1712940,339.94,89.6,416,5.04,59579,570,0.96,1168,51.01,63:37:00,63,37,Postgraduate,39108,20471,488.3,111,5,75.6,75.7,75.8,22.57
102138,Paris Metropolitan University,1300.5,103,93.5,2022,France,Europe,Paris,90,100,98.3,Private,75875,Medicine,607000,223.08,92,282,5.34,9456,962,10.17,4529,2.09,59:41:00,59,41,Both,5839,3617,488.3,111,5,75.6,75.7,75.8,22.57
102139,Osaka State University,1145,9,94.9,2022,Japan,Asia,Osaka,96.6,94.5,86.2,Public,94978,Social Sciences,3514186,1131.05,90.5,290,6.23,49635,18745,37.77,2750,18.05,64:36:00,64,36,Postgraduate,38995,10640,471.4,112,3,76.5,76,76.1,22.69
102140,Hyderabad Royal University,1268,9,93.7,2022,India,Asia,Hyderabad,91.3,96.7,88.8,Private,111106,Medicine,1999908,285.21,92.9,321,0.78,7501,3296,43.94,4668,1.61,60:40:00,60,40,Undergraduate,6683,818,506.7,101,20,74.4,74.6,74.3,24.61
102141,Hyderabad Royal University,1300.5,7,92.7,2022,India,Asia,Hyderabad,97.3,96.2,100,Public,15293,Medicine,336446,43.32,93.8,375,2.11,35231,1069,3.03,3890,9.06,64:36:00,64,36,Undergraduate,22809,12422,506.7,101,20,74.4,74.6,74.3,24.61
102142,Munich Metropolitan University,1300.5,10,93.1,2022,Germany,Europe,Munich,95.7,86.3,100,Public,4182,Computer Science,108732,29.4,88.6,323,4.76,50044,6473,12.93,3230,15.49,61:39:00,61,39,Postgraduate,35231,14813,463.6,105,10,77,76.9,77,22.93
102143,Melbourne International University,,,92.1,2022,Australia,Oceania,Melbourne,93.6,88.6,100,Private,101778,Engineering,1933782,263.42,86,101,7.42,43919,10597,24.13,2724,16.12,65:35:00,65,35,Postgraduate,33398,10521,516.7,87,1,74.1,74.2,73.6,24.22
102144,Paris Royal University,759,33,92.4,2022,France,Europe,Paris,91.6,91.8,94.3,Private,50788,Computer Science,761820,605.1,95.9,190,6.22,28009,6668,23.81,1635,17.13,45:55:00,45,55,Undergraduate,20134,7875,488.3,111,5,75.6,75.7,75.8,22.57
102145,Lyon International University,818,17,90.8,2022,France,Europe,Lyon,86.4,87,86.3,Private,47138,Business,1649830,220.71,95.6,275,5.94,7704,1583,20.55,3976,1.94,63:37:00,63,37,Undergraduate,4658,3046,488.3,111,5,75.6,75.7,75.8,22.57
102146,Mumbai Metropolitan University,900.5,38,92,2022,India,Asia,Mumbai,91.6,85.9,86.5,Public,64666,Arts & Humanities,2133978,341.22,95.4,420,4.15,5315,936,17.61,1550,3.43,63:37:00,63,37,Undergraduate,4284,1031,506.7,101,20,74.4,74.6,74.3,24.61
102147,Lyon Technical University,900.5,39,94.1,2022,France,Europe,Lyon,92.4,99.4,89.7,Private,101928,Business,2650128,571.27,91.1,294,5.7,41801,16705,39.96,4808,8.69,58:42:00,58,42,Postgraduate,23506,18295,488.3,111,5,75.6,75.7,75.8,22.57
102148,Singapore Technical University,775.5,37,92.1,2022,Singapore,Asia,Singapore,94.8,93.4,87.6,Private,60778,Engineering,2674232,1077.02,88.8,355,5.95,60539,21431,35.4,5353,11.31,56:44:00,56,44,Postgraduate,45151,15388,545.6,106,26,72.7,72.6,72.9,22.87
102149,Edinburgh Technical University,775.5,43,92.7,2022,United Kingdom,Europe,Edinburgh,90.1,100,84,Public,39309,Engineering,1690287,214.2,92.4,328,4.03,34159,6727,19.69,1912,17.87,53:47:00,53,47,Undergraduate,24116,10043,509.6,103,11,74.5,74.7,73.2,23.83
102150,Singapore Metropolitan University,675.5,41,94.4,2022,Singapore,Asia,Singapore,98.1,97.1,94.5,Private,70411,Business,2253152,551.16,96.7,224,6.34,16450,125,0.76,3007,5.47,56:44:00,56,44,Both,13094,3356,545.6,106,26,72.7,72.6,72.9,22.87
102151,Kyoto National University,663,42,93.9,2022,Japan,Asia,Kyoto,96.6,91.4,85.6,Private,10346,Natural Sciences,268996,34.45,87.9,199,6.2,13215,5199,39.34,5344,2.47,51:49:00,51,49,Undergraduate,10235,2980,471.4,112,3,76.5,76,76.1,22.69
