university_id,university_name,world_rank,national_rank,year,country,region,city,overall_score,academic_reputation_score,employer_reputation_score,citations_score,university_type,publications_count,subject_field,citations_count,citations_per_faculty,research_output_score,h_index,research_productivity_index,total_students,international_students_count,international_student_ratio,faculty_count,faculty_to_student_ratio,female_percentage,male_percentage,degree_level,undergraduate_count,postgraduate_count,country_avg_rank,universities_ranked_count,best_university_rank,country_avg_overall_score,country_avg_academic_reputation,country_avg_citations,country_avg_international_ratio
100599,Cambridge National University,815,13,2020,United Kingdom,Europe,Cambridge,42.78,65.3,66.6,76.8,Public,90963,Engineering,2728890,458.17,70.9,100,1.82,25300,5459,21.58,1118,21.22,36,64,Both,22737,2563,488.1,101,1,75.5,75.6,75.1,22.23
100600,Heidelberg International University,918,12,2020,Germany,Europe,Heidelberg,35.59,69.2,64.4,73.5,Private,36076,Social Sciences,649368,112.52,75.2,343,1.27,44746,7383,16.5,5944,15.73,44,56,Undergraduate,25111,19635,510.9,109,6,74.3,74.1,73.9,24.02
100601,Kyoto State University,244,9,2020,Japan,Asia,Kyoto,82.83,67.7,70,74.7,Private,6823,Social Sciences,88699,90.42,71.8,140,1.68,34420,2116,6.15,1523,7.4,58,42,Postgraduate,19815,14605,509.2,90,3,74.6,75,75.3,21.83
100602,Hyderabad International University,52,14,2020,India,Asia,Hyderabad,96.17,73,69.3,69.3,Private,47231,Business,566772,629.75,64.9,209,3.62,58249,16355,28.08,4097,12.73,56,44,Undergraduate,51742,6507,507.5,86,7,74.5,74.2,74.4,21.8
100603,Toronto State University,811,20,2020,Canada,North America,Toronto,42.92,69.4,77.3,62.5,Public,117896,Social Sciences,1886336,764.94,69.7,333,8.16,64461,6677,10.36,1778,8.95,48,52,Postgraduate,36321,28140,494.1,84,24,75.2,75,76.3,20.03
100604,Mumbai State University,338,22,2020,India,Asia,Mumbai,75.99,70.7,72.9,69.2,Public,71582,Business,2362206,303.35,69.5,382,5.4,45122,6494,14.39,3863,25.07,59,41,Both,39817,5305,507.5,86,7,74.5,74.2,74.4,21.8
100605,Osaka Royal University,93,30,2020,Japan,Asia,Osaka,92.98,73.4,76.5,77.9,Public,81791,Social Sciences,3598804,1505.15,75.6,382,2.28,22347,4969,22.24,5641,24.89,62,38,Both,12593,9754,509.2,90,3,74.6,75,75.3,21.83
100606,Melbourne National University,431,33,2020,Australia,Oceania,Melbourne,69.26,63.7,72.7,68.6,Public,119898,Natural Sciences,5035716,1286.59,61.1,407,6.8,55390,19718,35.6,5733,15.06,36,64,Both,40092,15298,500.4,107,2,75,74.9,74.2,22.7
100607,Vancouver Royal University,681,17,2020,Canada,North America,Vancouver,52.08,67,65,62.6,Public,64896,Social Sciences,584064,444.49,62.5,212,1.85,24157,4262,17.64,3704,14.33,40,60,Undergraduate,20946,3211,494.1,84,24,75.2,75,76.3,20.03
100608,Toronto National University,369,10,2020,Canada,North America,Toronto,74.06,70.6,72,63.3,Private,25458,Social Sciences,381870,56.44,67.2,142,4.5,59735,25593,42.84,4679,29.35,49,51,Both,43533,16202,494.1,84,24,75.2,75,76.3,20.03
100609,Bengaluru Royal University,228,10,2020,India,Asia,Bengaluru,83.93,72.4,78.7,76.5,Private,10314,Engineering,185652,109.59,69,347,7.02,40049,6412,16.01,4221,22.02,64,36,Postgraduate,32642,7407,507.5,86,7,74.5,74.2,74.4,21.8
100610,Brisbane Royal University,465,12,2020,Australia,Oceania,Brisbane,67.3,73.1,63.7,80.5,Public,31720,Natural Sciences,1237080,244.19,74.4,278,3.08,29174,3312,11.35,643,24.23,36,64,Postgraduate,20670,8504,500.4,107,2,75,74.9,74.2,22.7
100611,Singapore State University,716,34,2020,Singapore,Asia,Singapore,49.29,70.4,63.7,62.5,Private,66794,Medicine,2872142,572.37,73,254,1.46,58138,1114,1.92,5527,11.17,45,55,Undergraduate,36982,21156,455.8,123,12,77.3,77.2,77.8,24.59
100612,Tokyo International University,495,44,2020,Japan,Asia,Tokyo,64.56,75.6,78.4,68.1,Public,67311,Natural Sciences,1817397,277.47,68,91,0.71,23687,5419,22.88,1813,17.94,57,43,Both,13799,9888,509.2,90,3,74.6,75,75.3,21.83
100613,Cambridge Metropolitan University,434,51,2020,United Kingdom,Europe,Cambridge,68.69,65.5,62.5,65.9,Private,101697,Engineering,4372971,654.34,70.3,120,6.99,40975,17943,43.79,2734,14.64,64,36,Postgraduate,30457,10518,488.1,101,1,75.5,75.6,75.1,22.23
100614,Stanford National University,438,69,2020,United States,North America,Stanford,68.05,72,64.8,70.6,Public,63502,Social Sciences,1968562,514.66,71.7,215,1.77,66581,18439,27.69,2328,21.95,37,63,Both,44404,22177,568.1,109,14,71.5,71.4,70.2,21.95
100615,Vancouver Royal University,547,86,2020,Canada,North America,Vancouver,60.08,66.3,71.6,66.7,Private,106157,Computer Science,2123140,468.17,71.9,110,3.94,45190,12778,28.28,1876,12.39,61,39,Postgraduate,33202,11988,494.1,84,24,75.2,75,76.3,20.03
100616,Manchester International University,217,93,2020,United Kingdom,Europe,Manchester,83.04,63.4,68.7,72.1,Public,92610,Computer Science,1481760,283.7,62.8,408,5.14,68384,22038,32.23,2338,22.59,39,61,Both,54630,13754,488.1,101,1,75.5,75.6,75.1,22.23
100617,Paris Royal University,112,108,2020,France,Europe,Paris,90.09,73.3,62.2,62.2,Private,29044,Business,1045584,621.63,65.1,411,6.78,61937,12133,19.59,2963,22.41,48,52,Both,42275,19662,536.5,85,11,73,73.2,72.3,21.62
100618,Melbourne Technical University,6,27,2020,Australia,Oceania,Melbourne,99.13,66.4,67.8,62,Private,104418,Arts & Humanities,1148598,173.24,68.3,228,2.13,12236,2402,19.63,1452,24.35,44,56,Undergraduate,7926,4310,500.4,107,2,75,74.9,74.2,22.7
100619,Brisbane International University,802,23,2020,Australia,Oceania,Brisbane,43.49,68.6,70.6,69.7,Public,19496,Engineering,175464,25.44,67.2,328,3.58,69650,31130,44.69,4819,16.49,51,49,Postgraduate,53955,15695,500.4,107,2,75,74.9,74.2,22.7
100620,Heidelberg Technical University,253,24,2020,Germany,Europe,Heidelberg,81.9,71.8,61,75.2,Public,35043,Computer Science,805989,120.17,73.7,364,7.35,42644,17414,40.84,1798,19.27,55,45,Undergraduate,30872,11772,510.9,109,6,74.3,74.1,73.9,24.02
100621,Heidelberg Technical University,439,26,2020,Germany,Europe,Heidelberg,68.84,67.5,64.9,67.8,Private,112350,Medicine,4943400,965.51,67.7,274,4.27,17862,7342,41.1,2306,15.87,45,55,Postgraduate,10110,7752,510.9,109,6,74.3,74.1,73.9,24.02
100622,Oxford Metropolitan University,174,33,2020,United Kingdom,Europe,Oxford,87.25,71.5,63.1,66.1,Public,98811,Medicine,1185732,884.87,70.4,360,4.03,13894,1858,13.37,2057,18.47,41,59,Undergraduate,9445,4449,488.1,101,1,75.5,75.6,75.1,22.23
100623,Sydney International University,891,51,2020,Australia,Oceania,Sydney,36.7,65.2,65.3,71.3,Private,99834,Medicine,2296182,2666.88,69,221,4.83,48076,258,0.54,4310,19.43,61,39,Undergraduate,43138,4938,500.4,107,2,75,74.9,74.2,22.7
100624,Shanghai Metropolitan University,956,47,2020,China,Asia,Shanghai,32.23,62.9,68.9,57.3,Public,38078,Medicine,761560,398.93,71.4,199,6.4,53001,5928,11.18,1904,7.08,61,39,Postgraduate,33028,19973,447.1,106,9,77.6,77.7,77.1,23.52
100625,Melbourne Royal University,109,91,2020,Australia,Oceania,Melbourne,90.64,69.4,73.1,76.8,Public,22849,Computer Science,868262,241.39,63.2,271,0.78,16475,5656,34.33,3743,14.93,38,62,Undergraduate,9550,6925,500.4,107,2,75,74.9,74.2,22.7
100626,Hyderabad Metropolitan University,929,55,2020,India,Asia,Hyderabad,33.96,66.8,78.2,70.9,Public,76356,Computer Science,1603476,383.79,69.2,392,7.19,34168,4624,13.53,2886,26.22,43,57,Postgraduate,26042,8126,507.5,86,7,74.5,74.2,74.4,21.8
100627,Toronto State University,916,63,2020,Canada,North America,Toronto,34.71,67.8,71.3,73.1,Public,109047,Computer Science,1744752,1872.05,69.1,355,7.51,57359,4192,7.31,2270,16.85,64,36,Both,32566,24793,494.1,84,24,75.2,75,76.3,20.03
100628,Toronto Technical University,862,59,2020,Canada,North America,Toronto,38.57,67.1,74.8,64.4,Private,85394,Business,1110122,234.05,65.1,306,1.07,52246,20820,39.85,4778,28.67,37,63,Undergraduate,42225,10021,494.1,84,24,75.2,75,76.3,20.03
100629,Cambridge National University,745,65,2020,United States,North America,Cambridge,46.64,69.6,69.4,58.8,Public,92171,Social Sciences,1843420,415.37,73.6,130,4.01,63608,17712,27.85,5604,21.1,46,54,Undergraduate,36258,27350,568.1,109,14,71.5,71.4,70.2,21.95
100630,Berlin State University,477,52,2020,Germany,Europe,Berlin,65.66,65.2,71.4,69.5,Public,39641,Medicine,1545999,323.57,74.4,119,1.7,59025,25059,42.45,2667,7.29,51,49,Postgraduate,45306,13719,510.9,109,6,74.3,74.1,73.9,24.02
100631,Munich Technical University,240,116,2020,Germany,Europe,Munich,80.97,64.9,72.6,64.5,Private,21655,Social Sciences,714615,198.84,69.9,200,3.8,57278,8878,15.5,4491,26.09,42,58,Undergraduate,51363,5915,510.9,109,6,74.3,74.1,73.9,24.02
100632,Singapore Technical University,512,3,2020,Singapore,Asia,Singapore,64.19,68.4,69.2,66.6,Private,48540,Arts & Humanities,436860,63.99,69.1,405,8.12,61109,17280,28.28,1813,22.73,39,61,Undergraduate,34989,26120,455.8,123,12,77.3,77.2,77.8,24.59
100633,Berkeley Royal University,59,3,2020,United States,North America,Berkeley,95.9,71.6,71,69.7,Public,117402,Computer Science,2700246,571.6,65.9,447,6.61,39624,2152,5.43,3574,18.11,43,57,Both,25152,14472,568.1,109,14,71.5,71.4,70.2,21.95
100634,Berlin International University,559,7,2020,Germany,Europe,Berlin,60.82,70.2,70.5,59,Private,96666,Medicine,3963306,983.69,62.4,238,8.19,21505,1396,6.49,4084,17.05,62,38,Both,12134,9371,510.9,109,6,74.3,74.1,73.9,24.02
100635,Montreal State University,74,6,2020,Canada,North America,Montreal,94.79,69.4,64.3,76.8,Public,97583,Arts & Humanities,878247,146.94,61.8,273,2.96,56910,9218,16.2,2680,20.28,51,49,Undergraduate,42767,14143,494.1,84,24,75.2,75,76.3,20.03
100636,Berlin Royal University,727,1,2020,Germany,Europe,Berlin,49.18,71.4,61,71.8,Public,6920,Arts & Humanities,179920,29.37,70,229,2.41,65062,7132,10.96,2011,25.5,59,41,Both,54546,10516,510.9,109,6,74.3,74.1,73.9,24.02
100637,Oxford National University,526,1,2020,United Kingdom,Europe,Oxford,63.25,70.5,72.9,69.1,Public,81489,Engineering,1629780,658.5,69.6,403,5.93,37281,7153,19.19,1403,26.33,47,53,Postgraduate,28908,8373,488.1,101,1,75.5,75.6,75.1,22.23
100638,Shanghai National University,476,1,2020,China,Asia,Shanghai,66.75,73.5,74.4,74.3,Private,70743,Engineering,565944,964.13,75.7,186,7.06,58129,1013,1.74,5101,5.38,38,62,Both,38778,19351,447.1,106,9,77.6,77.7,77.1,23.52
100639,Singapore Royal University,242,1,2020,Singapore,Asia,Singapore,83.13,70.3,76.7,77.5,Public,2402,Arts & Humanities,50442,13.6,67.5,257,1.57,8797,362,4.12,2849,14.65,54,46,Both,5056,3741,455.8,123,12,77.3,77.2,77.8,24.59
100640,Singapore National University,836,2,2020,Singapore,Asia,Singapore,41.53,68.1,63.8,73.5,Public,30257,Social Sciences,1210280,707.35,63.1,311,2.7,27131,6902,25.44,928,9.25,37,63,Both,17344,9787,455.8,123,12,77.3,77.2,77.8,24.59
100641,Nanjing National University,576,2,2020,China,Asia,Nanjing,59.73,71.3,65.8,76.2,Public,99485,Arts & Humanities,994850,209.27,69.6,139,6.47,32952,12834,38.95,447,10.93,65,35,Undergraduate,18609,14343,447.1,106,9,77.6,77.7,77.1,23.52
100642,Boston State University,957,25,2020,United States,North America,Boston,32.6,70.6,61.6,75.2,Public,102610,Business,2154810,835.2,71.8,262,0.92,33166,8390,25.3,4807,23.44,40,60,Both,23305,9861,568.1,109,14,71.5,71.4,70.2,21.95
100643,Bengaluru International University,641,28,2020,India,Asia,Bengaluru,54.66,64.4,67.2,72.2,Public,60645,Computer Science,1212900,366.88,63.5,324,7.4,64816,18081,27.9,4630,5.95,39,61,Both,44892,19924,507.5,86,7,74.5,74.2,74.4,21.8
100644,Paris Metropolitan University,988,17,2020,France,Europe,Paris,30.59,70.6,62.8,65.6,Private,77246,Arts & Humanities,1467674,2333.34,72.8,311,8.44,43200,5476,12.68,3600,10.72,59,41,Both,32799,10401,536.5,85,11,73,73.2,72.3,21.62
100645,Lyon National University,208,15,2020,France,Europe,Lyon,85.23,69.2,67.6,69.1,Public,76548,Computer Science,1760604,1033.83,64,132,2.86,55613,16448,29.58,2836,22.4,53,47,Undergraduate,42631,12982,536.5,85,11,73,73.2,72.3,21.62
100646,Delhi Technical University,82,11,2020,India,Asia,Delhi,94.13,69.4,68,62,Public,102111,Natural Sciences,3471774,444.87,63.1,306,1.89,19149,5120,26.74,4901,14.84,65,35,Both,17198,1951,507.5,86,7,74.5,74.2,74.4,21.8
100647,Delhi International University,976,1,2020,India,Asia,Delhi,31.75,73.8,75.4,61.6,Private,20672,Natural Sciences,909568,165.47,68.3,95,4.89,60638,25742,42.45,1506,23.77,47,53,Both,45883,14755,507.5,86,7,74.5,74.2,74.4,21.8
100648,Cambridge National University,520,1,2020,United Kingdom,Europe,Cambridge,63.67,64.8,74.1,76.5,Private,102465,Business,2049300,288.15,69.2,372,3.19,65543,24639,37.59,1284,20.56,43,57,Both,55394,10149,488.1,101,1,75.5,75.6,75.1,22.23
100649,Cambridge State University,268,1,2020,United States,North America,Cambridge,81.31,63.6,71.2,68.8,Public,80694,Arts & Humanities,2662902,335.72,74,112,8.49,12653,3221,25.46,4427,16.11,41,59,Both,7291,5362,568.1,109,14,71.5,71.4,70.2,21.95
100650,Munich International University,184,1,2020,Germany,Europe,Munich,87.19,67.1,68.2,74.4,Private,115101,Medicine,4719141,2242.94,74.1,306,5.64,46089,4757,10.32,712,22.33,58,42,Undergraduate,31291,14798,510.9,109,6,74.3,74.1,73.9,24.02
100651,Singapore Royal University,139,36,2020,Singapore,Asia,Singapore,89.64,67.6,62.6,61.2,Public,4550,Natural Sciences,195650,27.78,62.8,331,6.3,59133,15586,26.36,3449,17.18,64,36,Both,33510,25623,455.8,123,12,77.3,77.2,77.8,24.59
100652,Bengaluru National University,345,43,2020,India,Asia,Bengaluru,75.08,65.7,59.6,58.8,Public,43182,Business,1295460,203.82,72.2,183,3.26,67981,13200,19.42,1190,27.74,49,51,Undergraduate,50349,17632,507.5,86,7,74.5,74.2,74.4,21.8
100653,Melbourne State University,33,56,2020,Australia,Oceania,Melbourne,96.66,65.8,67.1,62.8,Public,17894,Arts & Humanities,357880,156.48,65.1,421,4.86,25125,4385,17.45,5154,15.48,36,64,Both,20202,4923,500.4,107,2,75,74.9,74.2,22.7
100654,Kyoto International University,651,63,2020,Japan,Asia,Kyoto,53.26,63.3,62.2,58.3,Public,63656,Arts & Humanities,2673552,1927.58,72.2,317,6.43,37745,16872,44.7,1695,12.72,64,36,Undergraduate,23225,14520,509.2,90,3,74.6,75,75.3,21.83
100655,Melbourne Metropolitan University,519,67,2020,Australia,Oceania,Melbourne,62.42,66.4,69.7,65.8,Private,97843,Business,3522348,1458.53,69.5,198,7.5,40347,8013,19.86,1241,19.96,62,38,Undergraduate,29467,10880,500.4,107,2,75,74.9,74.2,22.7
100656,Lyon Technical University,10,75,2020,France,Europe,Lyon,97.89,69,65.5,75.8,Public,32926,Social Sciences,1086558,228.99,70.9,155,7.38,6013,1545,25.69,318,22.07,47,53,Undergraduate,4444,1569,536.5,85,11,73,73.2,72.3,21.62
100657,Beijing International University,267,9,2020,China,Asia,Beijing,81.22,70.8,67.4,61.9,Private,11550,Arts & Humanities,473550,81.16,72.7,169,1.08,42396,4596,10.84,2981,11.25,53,47,Both,29222,13174,447.1,106,9,77.6,77.7,77.1,23.52
100658,Lyon Metropolitan University,505,25,2020,France,Europe,Lyon,64.24,65.2,75.6,75.9,Private,106645,Social Sciences,1066450,195.43,71.6,197,5.8,40539,14243,35.13,5200,16.67,57,43,Undergraduate,32106,8433,536.5,85,11,73,73.2,72.3,21.62
100659,London International University,373,21,2020,United Kingdom,Europe,London,73.56,67.6,75,72.6,Public,6692,Engineering,240912,192.73,65.6,171,2.38,40649,13211,32.5,3966,7.98,47,53,Both,29151,11498,488.1,101,1,75.5,75.6,75.1,22.23
100660,Singapore Metropolitan University,726,41,2020,Singapore,Asia,Singapore,48.45,63,68.5,74.8,Private,68296,Social Sciences,2663544,417.09,71.4,146,3.06,42801,6477,15.13,4346,8.73,58,42,Both,24112,18689,455.8,123,12,77.3,77.2,77.8,24.59
100661,Munich Royal University,590,10,2020,Germany,Europe,Munich,58.59,66.9,71.6,64.6,Private,61852,Medicine,2721488,3347.46,61.4,143,1.84,63967,17802,27.83,1741,13.25,59,41,Postgraduate,51894,12073,510.9,109,6,74.3,74.1,73.9,24.02
100662,Lyon State University,277,11,2020,France,Europe,Lyon,80.48,63.8,68,69,Private,37291,Engineering,1230603,168.55,72.6,179,4.87,64081,18812,29.36,1144,19.68,45,55,Both,44325,19756,536.5,85,11,73,73.2,72.3,21.62
100663,Montreal Technical University,34,11,2020,Canada,North America,Montreal,97.49,65.4,75.9,63.2,Private,93042,Medicine,2046924,618.03,69.1,431,3.46,19650,8315,42.32,1170,12.73,52,48,Undergraduate,15694,3956,494.1,84,24,75.2,75,76.3,20.03
100664,New York International University,125,11,2020,United States,North America,New York,91.12,65.8,64.1,58,Public,42189,Computer Science,632835,82.29,70.3,342,7.09,9883,977,9.89,4242,9.82,54,46,Both,7110,2773,568.1,109,14,71.5,71.4,70.2,21.95
100665,Melbourne International University,644,11,2020,Australia,Oceania,Melbourne,54.79,65.6,63.3,62.6,Public,16053,Computer Science,337113,52.1,61.5,397,7.59,58578,13795,23.55,4198,5.47,58,42,Postgraduate,49560,9018,500.4,107,2,75,74.9,74.2,22.7
100666,London National University,941,10,2020,United Kingdom,Europe,London,34.02,64.6,65.9,68.4,Public,17992,Computer Science,809640,169.03,67.4,110,5.34,59716,4363,7.31,4215,5.39,35,65,Both,38522,21194,488.1,101,1,75.5,75.6,75.1,22.23
100667,Kyoto National University,532,5,2020,Japan,Asia,Kyoto,62.75,68.9,66.8,73.2,Private,72636,Natural Sciences,2614896,937.57,65.3,165,1.61,51275,11121,21.69,4479,18,45,55,Both,45845,5430,509.2,90,3,74.6,75,75.3,21.83
100668,Lyon State University,463,2,2020,France,Europe,Lyon,67.64,67,59.7,57.5,Public,92856,Engineering,3249960,1008.68,59.2,83,7.56,7809,688,8.81,2813,22.99,46,54,Undergraduate,6041,1768,536.5,85,11,73,73.2,72.3,21.62
100669,Shanghai National University,202,3,2020,China,Asia,Shanghai,85.89,66.3,70.9,70.7,Private,39212,Arts & Humanities,1058724,374.24,72,348,5.44,30285,9658,31.89,5378,17.42,57,43,Both,21857,8428,447.1,106,9,77.6,77.7,77.1,23.52
100670,Heidelberg Technical University,534,2,2020,Germany,Europe,Heidelberg,62.67,63.8,73,77.2,Public,94233,Computer Science,1696194,481.74,64.5,115,4.71,57781,5714,9.89,4751,19.94,60,40,Undergraduate,48289,9492,510.9,109,6,74.3,74.1,73.9,24.02
100671,Oxford Technical University,452,2,2020,United Kingdom,Europe,Oxford,68.41,68.2,66.6,67.8,Private,28733,Computer Science,1235519,287.73,65.8,352,1.82,35910,6669,18.57,4549,6.21,57,43,Undergraduate,20845,15065,488.1,101,1,75.5,75.6,75.1,22.23
100672,Berlin State University,27,2,2020,Germany,Europe,Berlin,98.16,65.7,57.5,57.9,Private,13827,Engineering,553080,76.92,68.9,422,6.44,30061,10825,36.01,4836,5.42,42,58,Both,24209,5852,510.9,109,6,74.3,74.1,73.9,24.02
100673,Sydney Technical University,266,3,2020,Australia,Oceania,Sydney,81.41,69.6,75.5,77.2,Public,5836,Engineering,163408,82.16,63.5,375,8.14,64614,20196,31.26,2053,25.2,58,42,Both,44853,19761,500.4,107,2,75,74.9,74.2,22.7
100674,Mumbai State University,958,5,2020,India,Asia,Mumbai,32.93,64.2,73,71.4,Private,114158,Computer Science,4794636,2215.64,63.1,237,2.63,13005,4056,31.19,5580,13.55,49,51,Undergraduate,10507,2498,507.5,86,7,74.5,74.2,74.4,21.8
100675,Lyon Metropolitan University,843,3,2020,France,Europe,Lyon,41.02,64.4,70.2,72.2,Private,59513,Arts & Humanities,476104,234.53,66,305,1.06,8633,1406,16.29,2319,26.65,56,44,Both,7470,1163,536.5,85,11,73,73.2,72.3,21.62
100676,Hyderabad State University,406,3,2020,India,Asia,Hyderabad,71.61,67.9,68.8,56.8,Private,105970,Natural Sciences,3285070,875.32,68,107,4.88,16355,358,2.19,664,22.12,43,57,Both,13351,3004,507.5,86,7,74.5,74.2,74.4,21.8
100677,Nanjing Metropolitan University,94,3,2020,China,Asia,Nanjing,93.45,66.3,63.2,56.1,Private,111819,Engineering,1118190,519.12,58.1,234,2.39,30418,10624,34.93,971,14.32,61,39,Postgraduate,22826,7592,447.1,106,9,77.6,77.7,77.1,23.52
100678,Oxford State University,986,61,2020,United Kingdom,Europe,Oxford,29.85,69.5,68.6,64.2,Public,5149,Engineering,66937,22.46,63,221,5.73,53163,16806,31.61,1879,29.16,36,64,Both,40628,12535,488.1,101,1,75.5,75.6,75.1,22.23
100679,Cambridge Technical University,975,70,2020,United Kingdom,Europe,Cambridge,30.44,68.9,60.4,59.7,Private,115604,Business,4277348,1108.41,66.1,418,1.62,12547,5013,39.95,5816,19.32,37,63,Undergraduate,7409,5138,488.1,101,1,75.5,75.6,75.1,22.23
100680,Nanjing Royal University,838,64,2020,China,Asia,Nanjing,40.15,64.7,69.7,72.3,Private,6852,Arts & Humanities,178152,34.37,63.4,274,3.2,40137,489,1.22,5709,13.92,40,60,Both,28471,11666,447.1,106,9,77.6,77.7,77.1,23.52
100681,Osaka Metropolitan University,813,63,2020,Japan,Asia,Osaka,41.92,71.2,68.9,64.2,Private,19646,Social Sciences,333982,62.02,64.7,145,0.64,58951,19429,32.96,1886,11.28,57,43,Postgraduate,49896,9055,509.2,90,3,74.6,75,75.3,21.83
100682,Lyon State University,953,64,2020,France,Europe,Lyon,32.1,70,62.9,66.3,Public,20596,Computer Science,514900,249.71,66.1,263,4.9,40365,12065,29.89,3473,29.81,44,56,Undergraduate,32974,7391,536.5,85,11,73,73.2,72.3,21.62
100683,Boston National University,149,64,2020,United States,North America,Boston,88.38,66.1,67.2,61.9,Public,23804,Arts & Humanities,261844,63.42,69.4,123,3.95,61489,19409,31.56,483,8.67,48,52,Postgraduate,38730,22759,568.1,109,14,71.5,71.4,70.2,21.95
100684,Stanford Royal University,413,59,2020,United States,North America,Stanford,70,59.5,56.2,61.2,Private,55154,Natural Sciences,2151006,419.87,69.7,407,4.11,32734,14681,44.85,2825,25.6,54,46,Both,18747,13987,568.1,109,14,71.5,71.4,70.2,21.95
100685,Singapore State University,123,59,2020,Singapore,Asia,Singapore,90.3,60.6,58.3,56.8,Private,17533,Medicine,701320,466.3,59.1,93,6.95,53279,13569,25.47,4837,18.69,42,58,Undergraduate,31175,22104,455.8,123,12,77.3,77.2,77.8,24.59
100686,Shanghai National University,524,50,2020,China,Asia,Shanghai,62.41,69.8,59.8,62.9,Private,9969,Engineering,368853,309.7,61.8,101,3.77,11662,2069,17.74,741,16.38,49,51,Undergraduate,9322,2340,447.1,106,9,77.6,77.7,77.1,23.52
100687,Tokyo National University,715,49,2020,Japan,Asia,Tokyo,49.06,64.4,58.7,64.4,Private,71222,Computer Science,2136660,513.62,62.7,299,5.27,37517,1022,2.72,1975,9.55,38,62,Both,28004,9513,509.2,90,3,74.6,75,75.3,21.83
100688,Berlin Technical University,29,36,2020,Germany,Europe,Berlin,97.34,62.7,68.3,67.4,Private,110880,Medicine,1774080,284.76,71.8,89,0.76,69213,8766,12.67,3601,28.32,48,52,Both,48376,20837,510.9,109,6,74.3,74.1,73.9,24.02
100689,London National University,789,48,2020,United Kingdom,Europe,London,43.9,64.2,62.3,71.9,Public,74356,Medicine,892272,123.57,69.6,438,7.36,46358,8882,19.16,5003,12.52,35,65,Undergraduate,30608,15750,488.1,101,1,75.5,75.6,75.1,22.23
100690,Lyon Technical University,890,49,2020,France,Europe,Lyon,36.81,67.5,61.2,67.9,Public,91804,Computer Science,1377060,192.19,64.9,388,4.95,24176,1722,7.12,3665,10.99,64,36,Undergraduate,16529,7647,536.5,85,11,73,73.2,72.3,21.62
100691,Shanghai State University,527,49,2020,China,Asia,Shanghai,62.22,71.1,69.1,68.3,Public,78397,Engineering,3449468,432.81,61,392,4.07,5960,324,5.44,2463,29.96,40,60,Undergraduate,5120,840,447.1,106,9,77.6,77.7,77.1,23.52
100692,Tokyo State University,51,50,2020,Japan,Asia,Tokyo,95.52,67.5,62.1,72.9,Private,73532,Computer Science,955916,394.03,64.1,439,6.51,42457,16858,39.71,5178,26.74,51,49,Undergraduate,36501,5956,509.2,90,3,74.6,75,75.3,21.83
100693,Heidelberg Metropolitan University,758,41,2020,Germany,Europe,Heidelberg,46.21,70.1,74.1,75.2,Public,119199,Natural Sciences,2860776,956.46,67.1,162,6.56,34575,14470,41.85,3216,20.67,51,49,Postgraduate,25225,9350,510.9,109,6,74.3,74.1,73.9,24.02
100694,Heidelberg National University,922,11,2020,Germany,Europe,Heidelberg,35.33,64.9,58.7,72,Private,112378,Arts & Humanities,2247560,621.73,66.1,233,5.27,10996,738,6.71,1592,17.2,51,49,Undergraduate,9476,1520,510.9,109,6,74.3,74.1,73.9,24.02
100695,Lyon Royal University,879,103,2020,France,Europe,Lyon,36.5,65.2,60,56.7,Private,105608,Medicine,1372904,196.92,65.5,137,3.34,7884,2074,26.31,4820,17.46,55,45,Both,5020,2864,536.5,85,11,73,73.2,72.3,21.62
100696,Singapore State University,371,15,2020,Singapore,Asia,Singapore,73.82,69.6,72.6,69.8,Private,39098,Computer Science,1251136,343.44,66.4,448,2.62,45095,14117,31.31,509,23.21,43,57,Undergraduate,31953,13142,455.8,123,12,77.3,77.2,77.8,24.59
100697,Nanjing State University,670,16,2020,China,Asia,Nanjing,52.87,64.7,56.3,73.6,Private,105460,Business,2320120,866.36,64.7,352,6.07,19939,723,3.63,3870,9.97,39,61,Undergraduate,17840,2099,447.1,106,9,77.6,77.7,77.1,23.52
100698,Oxford International University,966,15,2020,United Kingdom,Europe,Oxford,32.17,67.3,65.3,69.1,Public,96997,Computer Science,2230931,650.42,66.2,387,5.62,15698,6773,43.15,1975,29.05,57,43,Postgraduate,10872,4826,488.1,101,1,75.5,75.6,75.1,22.23
100699,Hyderabad National University,898,20,2020,India,Asia,Hyderabad,36.83,67.7,56.7,57.7,Private,38492,Medicine,1039284,227.96,59.4,143,5.43,33109,5258,15.88,5627,22.37,36,64,Undergraduate,28326,4783,507.5,86,7,74.5,74.2,74.4,21.8
100700,Edinburgh State University,640,18,2020,United Kingdom,Europe,Edinburgh,54.93,66.1,66.1,56.2,Public,72915,Arts & Humanities,583320,76.79,64,362,1.66,22792,1354,5.94,3927,24.24,43,57,Undergraduate,15835,6957,488.1,101,1,75.5,75.6,75.1,22.23
100701,Osaka Royal University,565,18,2020,Japan,Asia,Osaka,60.18,66.6,68.9,66.7,Private,42844,Arts & Humanities,1713760,473.15,66.7,432,7.64,10917,2731,25.02,3087,17.43,53,47,Both,7002,3915,509.2,90,3,74.6,75,75.3,21.83
100702,Singapore State University,617,17,2020,Singapore,Asia,Singapore,56.56,61.9,60.3,65.9,Private,57375,Social Sciences,631125,267.43,71.1,355,6.52,41388,12989,31.38,1996,15.33,48,52,Both,27317,14071,455.8,123,12,77.3,77.2,77.8,24.59
