Univ_ID,Year,University_Name,World Rank,Natl_Rank,Overall_Score,Country,Region,City,Univ_Type,Academic_Rep_Score,Employer_Rep_Score,Citations_Score,Publications,Citations,Citations_Per_Faculty,H_Index,Research_Output_Score,Research_Productivity_Index,Subject_Field
2643,2016,University of Gothenburg,180.0,6.0,50.2,SWEDEN, Europe,Gothenburg,Public,63.45374241,48.13686619,51.12589144,8334,77128,34.72688948,285,57.3,3.75,Social Sciences & Management
2002,2024,The University of Queensland,43.0,7.0,78.1,Australia,OCEANIA  ,Brisbane City,public,87.1,73.7,87.0,32462,345052,91.25935755,600,87.0,8.59, ARTS & HUMANITIES
178,2018,Bahauddin Zakariya University,1008.0,10.0,15.2125,Pakistan,Asia,Multan,public  ,13.40898983,14.59111155,15.02590753,5094,56514,18.59614524,225,14.2,1.68,Natural Sciences
1630,2021,Royal Veterinary College,468.0,61.0,41.05, united kingdom,Europe  ,United Kingdom,Public  ,30.36569832,32.71015993,56.96553528,530,6645,38.41288811,86,43.7,3.06,SOCIAL SCIENCES & MANAGEMENT
175,2024,Babol Noshirvani University of Technology,540.0,2.0,43.931,Iran,Asia,Iran,public,48.5863421,44.55210604,38.97644578,1264,13953,45.5987995,108,43.8,4.13,Engineering & Technology
485,2026,ETH Zurich,7.0,1.0,96.7,SWITZERLAND,Europe,Switzerland, Public,99.7,96.3,98.8,2502,91199,84.83622656,305,99.2,2.33,Natural Sciences
2951,2025,University of Savoie Mont Blanc,,46.0,35.578,france,Europe,France,Private,33.05019443,,30.62054492,3210,29392,35.62666415,198,31.8,3.89,
2208,2026,Universidad Politécnica de Madrid,334.0,10.0,42.3,Spain,Europe,Madrid,PUBLIC,43.0,67.8,19.6,13133,53308,16.08555478,253,31.3,3.96,ENGINEERING & TECHNOLOGY
605,2024,Gdańsk University of Technology,875.5,8.0,29.8845,Poland,Europe,Gdańsk,Public  ,9.2,14.4,11.8,3499,7322,9.472467926,99,10.5,4.53,Life Sciences & Medicine
2483,2021,University of Auckland,147.0,2.0,57.8425,New Zealand,Oceania  ,New Zealand,Public,50.66752388,63.33759152,39.35998362,1332,82062,43.21329566,269,45.0,0.7,Life Sciences & Medicine  
2267,2026,Universidad de San Andrés,1100.5,9.0,49.8,Argentina,Americas  ,Argentina, Private not for Profit,11.7,25.2,4.1,4566,2288,2.531147121,39,7.9,5.05,Life Sciences & Medicine
2088,2021,Ufa State Aviation Technical University,1506.0,25.0,12.6625,RUSSIAN FEDERATION,Europe,Russian Federation,Public,9.360736381,11.8155933,13.79524761,2320,10578,10.51461479,120,11.6,2.31,Life Sciences & Medicine  
2241,2020,Universidad de Costa Rica,515.5,1.0,63.1,Costa Rica,Latin America,San Jose,Public,57.52140244,38.18214063,63.25960372,340,2066,41.31333808,42,60.4,6.8,Life Sciences & Medicine
2221,2025,Universidad Tecnológica de Bolívar,,,1.0, Colombia,Americas  ,Cartagena, Private,2.2,3.5,2.7,2165,4887,3.15463093,76,2.4,1.4,Engineering & Technology
1874,2024,TU Dortmund University,875.5,83.0,48.637, germany,Europe  ,Dortmund,public,13.6,13.8,7.4,4458,8120,8.583354113,99,10.5,4.71,engineering & technology
3077,2024,University of West London,1091.0,107.0,30.49,United Kingdom,EUROPE,United Kingdom,Public,29.43045308,35.40996055,29.50191947,1548,13731,22.8461215,129,29.5,2.58,Social Sciences & Management
411,2020,Corvinus University of Budapest,900.5,7.0,20.7425,Hungary,Europe,Budapest,Private,19.76751847,18.33279932,18.09101851,1828,7538,14.14248295,75,18.9,3.43,natural sciences
2284,2023,Universidad de las Américas Puebla,918.0,16.0,49.0,mexico,Latin America  ,Cholula,private,7.5,18.4,1.8,1932,1348,2.153272485,38,4.6,3.09,life sciences & medicine
356,2023,"China University of Geosciences, Beijing",1032.0,29.0,29.095, China,Asia  ,China, Public,29.9980614,32.73599087,24.59365283,5348,29969,15.86491274,168,27.3,2.83,Arts & Humanities
1314,2019,National Tsing Hua University,163.0,2.0,48.0,Taiwan,Asia,Hsinchu City,Public,38.00948241,53.3180846,41.99028173,3007,37577,29.70539604,199,40.0,2.38,Social Sciences & Management
1095,2022,Londrina State University,1387.0,52.0,18.435,Brazil,Latin America,Brazil, Private,16.67640487,18.77716005,15.47329403,419,15788,14.78236966,90,16.1,0.39,Arts & Humanities  
1828,2024,Stamford University Bangladesh,,,1.0,Bangladesh,Asia,Bangladesh,Public,10.0,2.8,1.138371429,9332,2832,1.0,49,5.6,3.3,social sciences & management
2668,2025,University of Hawai’i at Mānoa,251.0,59.0,55.7375, United States,North America,United States,Private,63.98439545,52.70714721,52.84299552,2674,31218,35.47535627,165,58.4,3.04,ARTS & HUMANITIES
2218,2025,Universidad Tecnica Particular De Loja,,,1.0,Ecuador,Americas,Ecuador,Private,6.0,2.3,1.6,7023,3265,1.0,57,3.8,2.15,ENGINEERING & TECHNOLOGY  
1938,2025,Temuco Catholic University,1910.0,41.0,17.3785, Chile,Latin America,Chile,Public,16.56411858,17.66373244,20.08774517,1499,9453,12.45475789,102,18.3,1.97, Natural Sciences
3323,2018,West University of Timişoara,879.0,3.0,19.3575,romania,Europe,Romania,public,16.40107507,25.46865466,21.24361786,2342,27623,22.24051947,124,18.8,1.89,Social Sciences & Management
478,2022,EGE UNIVERSITY,1100.5,18.0,33.8,Turkey  ,Asia,İzmir,Public,34.6152815,43.19558415,27.29109048,15251,80888,25.55716879,279,31.0,4.82,Social Sciences & Management
1454,2025,Ovidius University of Constanța,2036.0,27.0,14.3875,Romania,EUROPE,Romania,Public,11.46131978,13.8344537,14.84607071,3064,12444,15.45814185,110,13.2,3.81,Arts & Humanities
1000,2021,King Mongkut's University of Technology North Bangkok,1413.0,15.0,15.5275,Thailand, Asia,Thailand,Public,13.5429019,15.88769214,14.80592707,7668,16283,11.11468392,122,14.2,5.23, Social Sciences & Management
779,2017,Indian Institute of Technology Madras,249.0,4.0,41.0,INDIA,Asia  ,Chennai,PUBLIC,35.40310034,45.83504365,37.91741265,3428,30081,34.02817652,160,36.7,3.88,LIFE SCIENCES & MEDICINE
3071,2025,University of Warsaw,258.0,1.0,39.8,Poland,Europe,Warsaw,Public,50.0,53.6,5.5,20248,16902,3.766051945,136,27.8,4.51, NATURAL SCIENCES
878,2026,"Jamia Millia Islamia, New Delhi",765.5,39.0,65.1,india,Asia  ,India,Public,13.0,5.6,47.7,3468,23019,36.88984718,165,30.4,5.56,life sciences & medicine
3136,2017,Università degli Studi di Perugia,701.0,40.0,28.5,Italy,Europe,Perugia,Public  ,29.57240124,29.61565858,24.6993394,184,765,15.29800003,31,27.1,3.68,Social Sciences & Management
2187,2017,Universidad Nacional de La Plata,575.5,8.0,41.3,argentina, LATIN AMERICA,La Plata,Public,42.65562305,55.06081686,43.85685284,159,2195,43.89038622,52,43.3,3.18,Arts & Humanities
27,2022,Adolfo Ibáñez University,1213.0,27.0,22.095,Chile,latin america,Chile,PUBLIC,28.84271829,22.65603257,22.39625316,1830,4925,6.027800001,72,25.6,2.24,Engineering & Technology
3128,2017,University of Łódź,923.0,12.0,13.91,poland,Europe,Poland,PRIVATE,14.81940305,14.3624677,12.60088471,6908,18421,6.858289872,134,13.7,2.57,life sciences & medicine
2767,2025,University of Malaya,294.0,10.0,53.925,Malaysia,Asia,Malaysia,Public,50.78177902,56.95245587,51.61185002,6382,58342,46.01072361,279,51.2,5.03, Social Sciences & Management
18,2022,Acıbadem University,1537.0,52.0,15.5775,Turkey,Asia,Turkey,Public,17.02455606,15.18252387,17.00720424,156,1519,8.777543826,47,17.0,0.9,Life Sciences & Medicine
3081,2022,University of Windsor,725.5,27.0,36.41,CANADA,NORTH AMERICA,Windsor,Public,45.24085237,38.83545744,45.05618885,1060,12686,39.27699329,109,45.1,3.28,Engineering & Technology
3239,2022,Université de Sousse,725.5,1.0,56.3,Tunisia, Africa,Sousse, PUBLIC,53.33050696,58.56424603,51.46195372,218,2008,40.16832369,41,52.4,4.36,NATURAL SCIENCES
2705,2023,University of Jyväskylä,348.0,4.0,31.1,finland,Europe,Jyväskylä,PUBLIC,16.9,15.4,19.3,1668,9658,20.12117121,98,18.1,3.48,Natural Sciences  
3117,2022,University of the Philippines,399.0,1.0,28.1,PHILIPPINES,asia,Quezon City,public  ,19.9964564,22.36226714,23.06454989,210,927,18.54770972,36,21.5,4.2,engineering & technology
575,2019,Free University of Berlin,104.0,10.0,61.45,Germany, Europe,Germany,public,76.28251747,65.3159097,67.06098033,16120,154862,53.07126323,450,71.7,5.52,Social Sciences & Management
1660,2018,SUNY Binghamton University,439.0,119.0,37.93,United States,North America,United States,Private,39.67889694,36.73962312,46.83429201,4088,39870,33.70251166,194,43.3,3.46, ENGINEERING & TECHNOLOGY  
2401,2020,Universitat Politècnica de Catalunya,617.0,24.0,34.8025,Spain,Europe,Spain,Public,29.42126249,28.18622738,30.48828992,15239,125026,33.51898885,381,30.0,4.09,Life Sciences & Medicine
2575,2025,University of Cologne,285.0,40.0,37.2,germany,Europe,Cologne,Public,35.2,30.4,29.3,9040,83371,35.01514539,286,32.2,3.8,NATURAL SCIENCES
250,2025,Bogaziçi University,418.0,5.0,28.5,turkey,asia,Turkey,Public,24.9,65.3,10.7,10060,21900,9.698855098,178,17.8,4.46,Arts & Humanities
700,2025,Ho Chi Minh City Open University,1255.0,7.0,29.5985,Vietnam,Asia  ,Vietnam,Public,26.62345619,34.7351744,24.28922966,8822,48620,20.46299093,224,25.5,3.71, natural sciences
5,2026,Aalborg University,306.0,5.0,44.9,Denmark,Europe,Aalborg, Public,26.4,25.0,77.2,5642,78823,59.89556445,262,51.8,4.29,LIFE SCIENCES & MEDICINE
2195,2023,Universidad Nacional de Tucumán,1338.0,22.0,25.6, Argentina,Americas,Argentina,Public,7.4,2.5,1.9,6595,2581,1.293180518,49,4.6,3.3,Life Sciences & Medicine
2961,2019,University of Sheffield,106.0,24.0,61.1675,United Kingdom,Europe  ,United Kingdom,public,53.28028961,73.86266088,52.5757957,15479,122365,46.29793146,402,52.9,5.86,Arts & Humanities
3323,2023,West University of Timişoara,1528.0,20.0,17.765,Romania,europe  ,Romania,PUBLIC,12.21235212,19.00929261,16.21434072,2078,14759,9.735162187,137,14.2,1.37,Natural Sciences
2376,2020,Universitas Gadjah Mada,1118.0,12.0,19.1225,Indonesia,Asia  ,Indonesia,Public  ,18.05358808,22.83786399,24.59805435,9655,50637,18.26087778,248,21.3,3.48,Engineering & Technology
1820,2020,Srinakharinwirot University,1297.0,14.0,14.8525,THAILAND,asia  ,Thailand,public,15.96928115,11.69411757,10.89540905,1342,12075,10.17242052,91,13.4,1.13,Natural Sciences
1971,2023,The Ohio State University,140.0,40.0,52.0,United States,North America,Columbus,public,61.1,62.2,34.6,7590,57284,29.83557014,274,47.8,3.95,Life Sciences & Medicine
1862,2018,Swinburne University of Technology,425.5,27.0,39.1375,AUSTRALIA,OCEANIA,Melbourne,public,45.65943965,33.56433347,44.34592787,4945,31229,33.01168861,161,45.0,5.23,Life Sciences & Medicine
1203,2024,Mirpur University of Science and Technology,1192.0,35.0,28.3955,Pakistan  ,ASIA,Pakistan,Private,21.45528952,36.35265521,29.52775917,4924,29322,24.82817181,161,25.5,4.17,Life Sciences & Medicine
505,2016,Ehime University,748.0,36.0,16.9125,Japan,asia,Japan,Private,16.94391362,18.37820257,16.20553783,1157,7427,16.6532338,73,16.6,2.59,Natural Sciences
625,2020,Gifu University,625.5,27.0,18.355, Japan,Asia,Gifu City,Public,16.972168,20.59617058,18.54262563,178,931,18.62498851,26,17.8,3.56,social sciences & management
1878,2022,Taibah University,1100.5,20.0,33.8,Saudi Arabia,Asia,Medina,Public  ,39.04461581,39.76745514,37.13877661,7107,83027,33.2506336,274,38.1,2.85,Natural Sciences
711,2016,Howard University,462.0,118.0,31.73707447,United States,North America  ,Washington D.C.,private,29.87297918,31.60977848,29.36560261,1927,21940,19.94565605,123,29.6,1.75,Life Sciences & Medicine
3329,2020,Western Washington University,768.0,189.0,29.28,United States,Americas,United States,public,24.83052338,26.82085127,24.22006306,2322,10778,14.62378639,85,24.5,3.15,Life Sciences & Medicine
2686,2020,University of Idaho,555.0,132.0,36.6875,United States, americas,United States,public  ,27.0362232,30.40153115,37.72694759,2188,18594,33.62442579,143,32.4,3.96,Natural Sciences
891,2023,Jeonbuk National University,555.0,22.0,26.295,south korea, Asia,Jeonju, public,14.4,10.3,10.8,4798,12006,7.379312625,117,12.6,2.95,social sciences & management
2567,2020,University of Chile,852.0,10.0,26.9625, Chile,latin america  ,Chile, Public,28.36809161,25.94431617,29.97732184,3300,83018,24.33122871,288,29.2,0.97,Social Sciences & Management
1163,2020,Maynooth University,725.5,10.0,45.9175,Ireland,europe,Maynooth,Public,50.97862755,50.6685774,41.78619557,3494,28650,41.76456451,178,46.4,5.09,Life Sciences & Medicine
1158,2016,Massachusetts Institute of Technology,5.0,3.0,92.0,United States,North America  ,Cambridge,private  ,100.0,87.74860458,100.0,5005,95861,107.2272245,310,100.0,5.6,Arts & Humanities
2986,2026,University of Split,1300.5,2.0,27.4225, CROATIA,EUROPE,Split,PUBLIC,7.6,9.2,8.8,1990,8377,8.41046999,76,8.2,2.0,Life Sciences & Medicine
2500,2024,University of Belgrade,725.5,1.0,33.466,SERBIA, Europe,Belgrade,Public,17.8,5.2,5.3,11354,24626,5.805293023,158,11.6,2.68, Social Sciences & Management
2004,2024,The University of Sydney,19.0,2.0,86.7,Australia  ,Oceania,Sydney,Public,96.0,87.7,93.5,14542,174957,68.90796953,421,94.8,5.73,Social Sciences & Management
126,2023,Aristotle University of Thessaloniki,659.0,5.0,31.695,Greece,Europe,Thessaloniki,Public,27.4,28.1,15.9,35389,98089,12.03837907,261,21.6,4.34,Social Sciences & Management
703,2018,Hokkaido University,122.0,7.0,59.0, Japan,Asia,Sapporo,Public,73.90140117,53.88920586,55.25624312,7366,125148,50.54428228,417,64.6,2.97,Arts & Humanities
1053,2018,La Trobe University,360.0,25.0,33.2,Australia,Oceania  ,Melbourne,PUBLIC,46.55381004,34.66626091,38.89010478,134,1284,25.67565488,37,42.7,2.68,arts & humanities  
1770,2020,Siksha ‘O’ Anusandhan,1258.0,57.0,15.92,India,Asia  ,India,PUBLIC,14.59357399,18.80828049,18.17038119,3128,13087,11.83231218,114,16.4,2.83,Life Sciences & Medicine
2780,2026,"University of Maryland, Baltimore",825.5,115.0,62.3,United States of America, Americas  ,United States of America,Public,7.6,2.3,22.5,5781,16787,19.05481986,126,15.0,6.56,Engineering & Technology
1880,2022,Taipei Medical University,407.0,8.0,27.8,Taiwan,Asia,Taipei City,Private,30.67311535,18.41623466,26.33613118,2243,22542,22.56462276,167,28.5,2.25,Social Sciences & Management
299,2024,Canterbury Christ Church University,1100.5,108.0,28.6785,united kingdom,Europe,Bexleyheath,Public,5.7,2.1,4.1,3651,3129,2.273805454,62,4.9,2.65,ENGINEERING & TECHNOLOGY
3288,2016,Vilnius University,651.0,1.0,21.485,lithuania, Europe,Vilnius,Public,23.36764622,20.80426828,21.43150957,4188,18464,16.95525546,164,22.4,3.85,Life Sciences & Medicine  
1176,2023,Medical University of Vienna,194.0,4.0,54.6375,Austria,Europe,Austria, PUBLIC,62.64490593,61.52582951,51.90297732,4374,38850,39.48218174,222,57.3,4.45,arts & humanities
3102,2026,University of Zurich,100.0,3.0,68.5,SWITZERLAND,EUROPE,Zürich,Public,71.0,43.5,52.3,6359,104405,43.57455697,321,61.6,2.65,Engineering & Technology
1015,2026,Kocaeli University,1943.0,68.0,18.918,Turkey,Asia,Turkey,public,16.29249252,17.31757144,20.85745839,6723,62083,21.10943946,226,18.6,2.29,Life Sciences & Medicine
3342,2022,Xi'an Jiaotong Liverpool University,900.5,46.0,45.8,china (mainland),asia  ,Suzhou,Private  ,47.74497796,52.25312319,44.06524271,3904,24735,33.60678798,158,45.9,5.3,Engineering & Technology
411,2021,Corvinus University of Budapest,900.5,7.0,21.1075,Hungary,Europe,Budapest,private,15.06206565,17.14036651,20.74296383,1627,11772,22.08616716,100,17.9,3.05,Natural Sciences
2907,2016,University of Plymouth,330.0,41.0,39.2625,United Kingdom  ,Europe,Plymouth,PUBLIC,32.96968296,39.93064574,37.75206842,9050,53103,27.12086286,254,35.4,4.62,Life Sciences & Medicine
1820,2021,Srinakharinwirot University,1490.0,19.0,13.1775, THAILAND,Asia  ,Thailand,Public,12.35984898,15.20795789,12.13253073,5886,27004,9.830448966,166,12.2,2.14,natural sciences
1024,2024,Korea Advanced Institute of Science and Technology,83.0,5.0,69.2165,South Korea,ASIA,South Korea,Public  ,77.35025363,57.09468246,78.31154395,2338,45003,81.97303712,246,77.8,4.26,ARTS & HUMANITIES
1851,2023,Sultan Qaboos University,385.0,1.0,29.3,OMAN,ASIA,Muscat,Public,15.0,16.9,14.3,1189,10900,14.1553815,133,14.6,1.54, Social Sciences & Management
2096,2020,Umea University,340.0,10.0,31.8, sweden,EUROPE,Umeå, Public,30.12387216,28.42769119,27.73586678,174,859,17.17144594,28,28.9,3.48,natural sciences
731,2025,IMT Nord Europe,1071.0,53.0,32.95,France  ,Europe,France, Public,27.92501851,29.26820516,33.57941565,237,3941,33.97700668,61,30.8,2.04,Arts & Humanities
2964,2026,University of Siena,607.0,38.0,28.0, Italy  ,europe,Siena,PUBLIC,21.4,7.8,60.2,1746,30431,65.4435413,159,40.8,3.75,Life Sciences & Medicine
530,2023,Fayoum University,719.0,6.0,35.805,egypt,Africa,Egypt,Public,37.40515933,32.95041043,47.74919333,13204,152368,41.24736171,365,42.6,3.57,Natural Sciences
695,2024,Hindustan Institute of Technology and Science,1563.0,109.0,21.6445,India,asia,India,Public,20.90301034,22.34808468,27.01056061,1784,7436,18.40674479,81,24.0,4.42, SOCIAL SCIENCES & MANAGEMENT  
1388,2026,"Northeastern University, China",589.0,8.0,44.1305,CHINA,ASIA,China,Public,42.98705953,43.44497924,34.31720326,7908,44351,20.94018863,193,38.7,3.73,Engineering & Technology  
2711,2022,University of Kent,383.0,55.0,29.1,United Kingdom,EUROPE,Canterbury, PUBLIC,21.73547869,34.47572229,29.85542436,8709,101766,25.44149883,293,25.8,2.18,ENGINEERING & TECHNOLOGY
575,2021,Free University of Berlin,118.0,12.0,60.4275, Germany,Europe,Germany,Public,76.52048941,69.48891001,56.46311732,6064,164276,34.60620124,459,66.5,1.28,Natural Sciences  
343,2024,Charles Sturt University,825.5,40.0,34.471,Australia,Oceania,Thurgoona, Public,5.0,6.0,8.6,6560,9379,6.689613399,99,6.8,4.68,Life Sciences & Medicine
207,2026,Beijing Normal University,247.0,10.0,50.6,China (Mainland),Asia,Beijing, Public,47.6,29.6,98.6,9559,149190,78.72835435,418,73.1,5.04,Natural Sciences  
894,2026,Jiangsu Normal University,1670.0,50.0,24.5145, China,Asia,China,Public,16.71420924,20.01913688,25.12941004,6603,40621,23.08011292,195,20.9,3.75,social sciences & management
429,2025,Daegu Gyeongbuk Institute of Science and Technology,326.0,11.0,34.0,SOUTH KOREA,asia  ,South Korea,Public,10.5,11.8,99.9,192,4287,85.74341849,54,55.2,3.84,social sciences & management
2743,2024,University of León,1100.0,60.0,30.3475,Spain,EUROPE,Spain, PUBLIC,29.20409868,25.81109549,25.46079528,3190,10149,14.92545155,111,27.3,4.69,ENGINEERING & TECHNOLOGY
142,2017,Athens University of Economics and Business,701.0,7.0,27.76,Greece,europe,Athens,Public,20.51126886,29.26480057,32.70796278,1009,5277,22.65019246,68,26.6,4.33,Natural Sciences
2836,2018,University of Nebraska - Lincoln,525.5,135.0,52.4,United States,North America,Lincoln,PUBLIC,55.61150725,36.66425864,54.67468332,202,2967,59.34340671,58,55.1,4.04,Social Sciences & Management
411,2019,Corvinus University of Budapest,900.5,7.0,18.165, Hungary, Europe,Budapest,Private,22.52454491,22.0895665,12.89220558,1089,4357,8.173646298,65,17.7,2.04,Life Sciences & Medicine
711,2023,Howard University,764.0,155.0,46.245,UNITED STATES  ,North America,Washington D.C.,PRIVATE,5.7,9.9,4.0,3879,1908,2.158416468,39,4.8,4.39,Life Sciences & Medicine  
1814,2023,Southwest State University,1734.0,28.0,13.485,Russian Federation,EUROPE  ,Russian Federation,Private,10.98277413,13.11996493,10.89702638,1411,11767,14.65388623,109,10.9,1.76,Arts & Humanities
959,2017,Kazakh Ablai Khan University of International Relations and World Languages,701.0,7.0,28.5, KAZAKHSTAN,Asia,Almaty, public,32.81403106,27.28557301,25.91726103,2536,14608,24.30558571,131,29.4,4.22,social sciences & management
2366,2023,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",1362.0,75.0,24.3,ITALY,EUROPE,Chieti, Public,3.0,1.2,23.5,5996,37181,18.15459212,162,13.2,2.93,ENGINEERING & TECHNOLOGY
2259,2022,Universidad de Montevideo,469.0,1.0,25.2,Uruguay,Latin America,Montevideo,Private,23.26286704,24.37329637,30.95041551,958,5829,19.76029754,81,27.1,3.25,Natural Sciences
2445,2018,University Duesseldorf,675.5,77.0,38.8,Germany,EUROPE,Düsseldorf,Public  ,45.46901409,41.08355432,40.82977979,199,1112,22.23277055,39,43.1,3.98,life sciences & medicine
3242,2025,Université de Toulouse II-Le Mirail,1100.5,54.0,47.4,France,europe,Toulouse,Public,9.4,2.7,7.1,6895,21864,6.324578479,144,8.2,1.99, SOCIAL SCIENCES & MANAGEMENT
2055,2025,Trakya University,1997.0,101.0,15.339,Turkey, ASIA,Turkey,Public,16.9378362,18.58616245,14.65406164,6650,26610,9.761721252,161,15.8,2.44,NATURAL SCIENCES
1271,2018,National Chiayi University,1061.0,32.0,12.89,Taiwan,Asia  ,Taiwan,Public,13.0463199,10.58312582,14.10882559,1579,10935,12.8198539,62,13.6,1.85,life sciences & medicine
2561,2023,University of Central Oklahoma,1375.0,256.0,23.6,United States,Americas,United States,Public,3.0,1.2,1.3,6400,2333,1.0,46,2.2,2.74, Engineering & Technology
2930,2018,University of Rome III,497.0,33.0,35.075,ITALY  , Europe  ,Italy,public  ,25.30459764,34.96474859,35.31824696,6472,60934,29.11342907,262,30.3,3.09, Engineering & Technology
209,2022,Beijing University of Chinese Medicine,900.5,46.0,45.8,China (Mainland), Asia,Beijing, Public,56.55528967,55.70617966,57.14995713,253,2300,46.00727274,43,56.9,5.06,SOCIAL SCIENCES & MANAGEMENT
3159,2020,Universität Leipzig,535.5,65.0,61.7,Germany,europe,Leipzig,Public,55.73541218,53.67904083,55.30118145,257,2630,52.59720405,57,55.5,5.14,natural sciences  
2308,2017,Universidade Estadual Paulista,784.0,31.0,19.5225,Brazil,Latin America,Brazil,Private,14.89251319,15.09169444,24.82330614,25774,187331,21.07679366,450,19.9,2.9,LIFE SCIENCES & MEDICINE
186,2023,Banasthali University,1205.0,72.0,24.315,India,asia  ,India,Private,21.09545205,22.05054192,22.75112929,2841,25164,24.81686327,144,21.9,2.8,Natural Sciences
2519,2018,University of Brighton,725.5,81.0,27.0375,United Kingdom  ,Europe,United Kingdom,Public,25.58505973,20.56949919,19.31648335,1733,15873,15.98493205,99,22.5,1.75,Engineering & Technology
3071,2019,University of Warsaw,394.0,1.0,28.5,POLAND,Europe,Warsaw,Public,28.40998372,33.16160338,31.40182578,8514,86827,23.73632934,223,29.9,2.33, ENGINEERING & TECHNOLOGY
895,2017,Jiangsu University,891.0,24.0,15.39,China,ASIA,China,Public,15.21313674,16.86701261,18.32047382,9285,39837,16.93021104,205,16.8,3.95,NATURAL SCIENCES
3395,2023,Zonguldak Bülent Ecevit University,1626.0,64.0,16.175,Turkey  , Asia  ,Turkey, Public,16.88810928,15.37372701,13.46509201,3053,14045,10.91291253,122,15.2,2.37,Engineering & Technology
2674,2016,University of Hong Kong,44.0,1.0,71.0, HONG KONG,Asia,Hong Kong,Public,72.97843636,59.24953386,79.11063392,8517,120284,64.46072981,301,76.0,4.56,Natural Sciences
2945,2022,"University of Santiago, Chile",1420.0,34.0,17.835,CHILE,Latin America,Chile,Public  ,18.33077547,15.15580887,15.96792528,18528,89689,17.902076,331,17.1,3.7,Engineering & Technology  
418,2019,Cukurova University,1144.0,21.0,15.0225,Turkey,asia,Adana,Public,13.48631004,18.07451585,12.22279703,4116,25457,9.328443282,139,12.9,1.51,Engineering & Technology
2560,2026,University of Central Lancashire,1100.5,101.0,49.8,united kingdom  , Europe,Preston,Public,6.5,9.3,7.1,2753,10613,6.522889399,111,6.8,1.69, Engineering & Technology
3087,2025,University of Wolverhampton,1100.5,104.0,35.9915,United Kingdom, EUROPE,Telford,Public  ,3.2,2.7,8.3,2849,7076,6.65061662,87,5.8,2.68,ENGINEERING & TECHNOLOGY
860,2019,Ivane Javakhishvili Tbilisi State University,1229.0,1.0,12.335,georgia,asia  ,Georgia,Public  ,11.97929033,12.81509426,13.68531091,460,19536,15.35820128,141,12.8,0.36,ENGINEERING & TECHNOLOGY
2043,2016,Tongji University,565.0,20.0,25.7375,CHINA  , Asia,Shanghai,Public,26.78965863,22.50144816,21.06361956,9787,32476,13.65664999,153,23.9,4.12,Engineering & Technology
2359,2019,Universidade de São Paulo,118.0,1.0,55.5, BRAZIL,Latin America,São Paulo,Public,49.9041695,50.01651253,59.63984809,18935,225503,45.62070141,549,54.8,3.83,Arts & Humanities
2686,2026,University of Idaho,1100.5,136.0,49.8, United States of America,americas,United States of America,Public,3.5,1.6,36.9,3065,31779,27.13814889,185,20.2,2.62,Arts & Humanities
1371,2026,Niğde Ömer Halisdemir University,1879.0,60.0,20.5215,TURKEY,Asia,Turkey,Public,20.54667144,13.49175031,17.05481356,2496,9332,10.75083889,96,18.8,2.88,Social Sciences & Management
2146,2021,"Universidad Central ""Marta Abreu"" de Las Villas",535.5,2.0,64.9,Cuba,Latin America,Santa Clara,Public,64.47252379,69.90947104,62.2221768,248,2835,56.69532692,58,63.3,4.96,ARTS & HUMANITIES
3084,2021,University of Wisconsin-Milwaukee,631.0,151.0,35.455,United States, North America,United States,Public  ,38.45606347,37.19103973,27.37988917,2762,20237,18.39712822,128,32.9,2.51,life sciences & medicine
730,2023,IMT Atlantique,398.0,14.0,45.015,France,Europe,Nantes,public,27.75132797,45.81828342,59.17990415,449,4975,49.25383379,71,43.5,4.45,Natural Sciences
2640,2024,University of Girona,846.0,35.0,35.982,Spain  ,EUROPE,Spain,Private,35.078636,45.7707181,33.99008838,3654,46823,37.22006514,209,34.5,2.9, natural sciences
1580,2025,Qingdao University,726.0,13.0,39.8395,China, Asia,China,Public,39.11548342,39.31147242,27.82355245,6771,96588,26.6670128,317,33.5,1.87,Engineering & Technology
568,2019,Florida Atlantic University,833.0,204.0,24.6775,United States, North America,United States,Private,32.42026867,22.77708722,29.00814194,5031,23252,15.99169076,163,30.7,3.46,Arts & Humanities
2910,2024,University of Portsmouth,502.0,62.0,23.1,united kingdom,Europe,Portsmouth,Public,8.4,9.6,18.7,6289,23039,13.43372794,154,13.6,3.67,Social Sciences & Management  
1002,2024,King Mongkut\'s Institute of Technology Ladkrabang,1300.5,11.0,31.7,Thailand,ASIA,Thailand,public,8.1,7.4,3.1,10464,3000,1.651113155,54,5.6,5.76,Life Sciences & Medicine
2043,2017,Tongji University,315.0,12.0,35.7,China (Mainland),Asia,Shanghai, Public  ,29.0008232,28.86816606,37.00078416,9756,41581,14.93041258,206,33.0,3.5,Life Sciences & Medicine
2445,2025,University Duesseldorf,875.5,85.0,58.2,Germany  ,EUROPE,Düsseldorf, PUBLIC,12.3,8.5,7.2,13648,13902,4.765991659,119,9.8,4.68,SOCIAL SCIENCES & MANAGEMENT
679,2021,Harbin Institute of Technology,260.0,10.0,36.7,China (Mainland),ASIA  ,Harbin,PUBLIC,41.67973512,37.10141022,38.52704188,8217,92244,28.69182851,302,40.1,2.56,natural sciences
