university_id,year,university_name,country,region,city,world_rank,citations_score,publications_count,citations_count,citations_per_faculty,h_index,research_output_score,research_productivity_index,subject_field
2113,2025,Universidad Autonoma de Yucatan,Mexico,Americas,Mérida,725.5,2.4,2351,2493,1.891430411,50,4.0,1.78,Engineering & Technology
2632,2022,University of Galway,Ireland,Europe,Ireland,376.0,41.49342021,1372,49820,39.98385667,252,45.3,1.1,Arts & Humanities
2913,2023,University of Primorska,Slovenia,Europe,Slovenia,1181.0,9.5,1615,3541,8.120619883,53,6.2,3.7,Natural Sciences
1959,2020,The Hong Kong Polytechnic University,Hong Kong Sar,Asia,Hong Kong,91.0,40.25321642,10923,69618,24.66987859,311,48.5,3.87,Engineering & Technology
1821,2022,St Francis Xavier University,Canada,North America,Canada,1002.0,23.58935151,1417,6272,16.59162147,91,22.3,3.75,Engineering & Technology
302,2020,Cardiff Metropolitan University,United Kingdom,Europe,United Kingdom,881.0,25.54626332,537,9037,18.03844877,99,26.3,1.07,Arts & Humanities
2102,2023,Universidad Adolfo Ibáñez,Chile,Latin America,Santiago,784.0,5.2,3459,5664,5.936912761,90,11.1,3.63,Life Sciences & Medicine
790,2019,Indiana University–Purdue University Indianapolis,United States,North America,Indianapolis,565.5,56.1694478,129,1318,26.36866285,36,55.2,2.58,Engineering & Technology
1218,2023,Moscow Institute of Physics and Technology,Russia,Europe,Dolgoprudny,267.0,16.0,1200,8971,18.30742704,98,17.8,2.45,Life Sciences & Medicine
543,2020,Federal University of Pará,Brazil,Latin America,Brazil,1320.0,17.12619806,11407,47721,15.82260069,238,15.1,3.78,Social Sciences & Management
569,2022,Florida Atlantic University - Boca Raton,United States,North America,Boca Raton,1100.5,35.61279462,2751,41030,36.02291018,181,33.7,2.42,Natural Sciences
3230,2020,Université de Montréal,Canada,North America,Montreal,137.0,59.28303198,17771,302649,54.69897419,624,58.8,3.21,Life Sciences & Medicine
1110,2021,Lviv Polytechnic National University,Ukraine,Europe,Ukraine,900.5,34.46618837,195,1759,35.17049784,49,32.0,3.9,Natural Sciences
374,2024,Chubu University,Japan,Asia,Japan,1744.0,19.68059588,1282,5711,12.63531351,79,18.6,2.84,Life Sciences & Medicine
2345,2025,Universidade Federal do Rio Grande Do Sul,Brazil,Americas,Porto Alegre,695.5,10.1,14104,27932,9.149025269,166,19.0,4.62,Engineering & Technology
1982,2016,The University of Chicago,United States,North America,United States,10.0,61.42484843,639,52547,60.95925111,246,75.3,0.74,Engineering & Technology
267,2019,Brno University of Technology,Czech Republic,Europe,Brno,675.5,21.05121453,186,1063,21.25470971,33,22.5,3.72,Life Sciences & Medicine
90,2017,American University in Dubai,United Arab Emirates,Asia,Dubai,575.5,41.47097996,437,3649,31.45719245,66,43.4,3.77,Natural Sciences
3300,2018,Vrije Universiteit Amsterdam,Netherlands,Europe,Amsterdam,218.0,43.68858465,6236,100972,38.86535285,272,44.9,2.4,Social Sciences & Management
151,2026,Austral University,Argentina,Latin America,Argentina,1311.0,25.91414712,1431,9586,20.44019675,86,28.5,3.05,Natural Sciences
677,2021,Hanyang University,South Korea,Asia,Seoul,146.0,36.11044894,10007,100779,31.85185256,338,39.9,3.16,Natural Sciences
1355,2025,New Jersey Institute of Technology,United States,Americas,Newark,795.5,30.4,1967,12220,23.01321177,96,17.6,3.7,Arts & Humanities
518,2025,Escuela Superior Politécnica del Litoral,Ecuador,Americas,Guayaquil,1100.5,2.6,2562,931,1.556801758,28,8.5,4.28,Life Sciences & Medicine
1765,2018,Sichuan University,China (Mainland),Asia,Chengdu,575.5,28.45780632,131,1158,23.15316518,40,26.5,2.62,Life Sciences & Medicine
3337,2025,Wrocław University of Environmental and Life Sciences,Poland,Europe,Poland,1558.0,28.12556965,1631,9237,20.52643612,93,25.5,3.62,Social Sciences & Management
2895,2024,University of Pennsylvania,United States,North America,Philadelphia,12.0,68.4,12198,142136,57.31308643,345,82.4,4.92,Life Sciences & Medicine
2702,2017,University of Johannesburg,South Africa,Africa,Johannesburg,625.5,21.97776262,150,1127,22.54829395,42,22.9,3.0,Natural Sciences
1120,2021,Maastricht University,Netherlands,Europe,Maastricht,234.0,42.0431834,2007,51406,36.25214008,222,37.8,1.42,Arts & Humanities
3257,2023,Utrecht University,Netherlands,Europe,Utrecht,113.0,79.6,11883,159264,82.47724915,452,72.7,6.15,Life Sciences & Medicine
1751,2018,Shinshu University,Japan,Asia,Matsumoto City,900.5,18.43695995,125,956,19.12509724,26,19.1,2.5,Natural Sciences
2318,2026,Universidade Federal Rural do Semi-Arido,Brazil,Latin America,Brazil,2186.0,12.53475996,1277,4777,6.804998352,87,12.4,1.82,Engineering & Technology
767,2024,"Indian Institute of Science Education and Research, Pune",India,Asia,India,920.0,35.52468561,162,2432,25.33691576,58,33.9,1.69,Engineering & Technology
2574,2024,University of Colima,Mexico,Latin America,Mexico,1805.0,14.70289328,3388,10669,10.77639569,92,15.6,3.42,Social Sciences & Management
1176,2018,Medical University of Vienna,Austria,Europe,Austria,258.0,42.71362864,1115,12287,29.67940225,113,42.9,2.69,Natural Sciences
2432,2020,Universiti Teknologi Malaysia,Malaysia,Asia,Skudai,217.0,43.11487204,9338,59485,31.82732272,223,43.2,5.0,Natural Sciences
2039,2024,Tomsk Polytechnic University,Russian Federation,Europe,Russian Federation,860.0,29.29789446,3784,13332,17.02623305,106,30.6,4.83,Arts & Humanities
2761,2023,University of Macau,Macau Sar,Asia,Macau SAR,305.0,84.0,2485,37293,64.85784426,192,46.8,4.32,Engineering & Technology
2344,2025,Universidade Federal do Rio Grande Do Norte,Brazil,Americas,Brazil,1300.5,3.4,9723,8066,2.676283659,95,4.3,3.23,Social Sciences & Management
3201,2019,Université Paris Descartes,France,Europe,Paris,575.5,60.580801,18450,210339,56.01563469,429,63.6,4.91,Arts & Humanities
3382,2022,Zanjan University of Medical Sciences,Iran,Asia,Iran,1137.0,22.29240869,714,3846,16.5047974,62,26.6,3.06,Life Sciences & Medicine
3086,2025,University of Wollongong,Australia,Oceania,Wollongong,167.0,94.6,10292,102614,67.15593444,283,62.0,6.74,Natural Sciences
1985,2023,The University of Electro-Communications,Japan,Asia,Japan,1466.0,22.38682511,192,4402,12.83244875,61,21.7,0.56,Social Sciences & Management
2544,2016,University of Cambridge,United Kingdom,Europe,Cambridge,4.0,100.0,8409,81294,80.56869104,254,91.6,8.33,Arts & Humanities
1504,2026,Petrozavodsk State University,Russian Federation,Europe,Russian Federation,2039.0,14.2975664,1571,4695,10.07476108,65,16.2,3.37,Natural Sciences
1619,2020,Rikkyo University,Japan,Asia,Tokyo,900.5,31.20593421,3391,28832,23.3272226,213,27.2,2.74,Life Sciences & Medicine
302,2025,Cardiff Metropolitan University,United Kingdom,Europe,United Kingdom,1195.0,28.99962685,1285,12821,19.36675917,128,29.6,1.94,Social Sciences & Management
1905,2024,Technical University of Kosice,Slovakia,Europe,Košice,1100.5,5.2,4186,4080,3.109741225,62,6.4,3.19,Social Sciences & Management
1001,2026,King Mongkut's University of Technology Thonburi,Thailand,Asia,Bangkok,925.5,17.7,13467,75041,21.92898095,268,19.2,3.94,Life Sciences & Medicine
3314,2022,Washington University in St Louis,United States,North America,United States,51.0,59.62133069,1753,35511,58.50195809,188,64.3,2.89,Natural Sciences
443,2020,Del Rosario University,Colombia,Latin America,Colombia,725.5,15.21778685,2236,7265,11.33346905,78,16.2,3.49,Life Sciences & Medicine
912,2018,Juntendo University,Japan,Asia,Japan,734.0,25.72686359,1074,7477,27.19040345,86,26.4,3.91,Life Sciences & Medicine
357,2017,"China University of Geosciences, Wuhan",China,Asia,China,651.0,27.96276273,10616,74101,29.85544107,286,28.2,4.28,Arts & Humanities
1453,2016,Otto von Guericke University of Magdeburg,Germany,Europe,Germany,543.0,28.41375064,647,7635,13.07303719,86,27.3,1.11,Arts & Humanities
1027,2023,Koç University,Turkey,Asia,Istanbul,478.0,23.4,269,5981,15.69845956,88,21.9,0.71,Life Sciences & Medicine
770,2017,Indian Institute of Technology Bombay,India,Asia,Mumbai,219.0,50.63808216,2423,45364,44.69382188,186,53.1,2.39,Engineering & Technology
182,2021,Baku State University,Azerbaijan,Asia,Baku,1001.0,33.84159605,6886,48633,23.0923672,186,37.7,3.27,Life Sciences & Medicine
190,2026,Bangladesh University of Engineering and Technology,Bangladesh,Asia,Dhaka,765.5,30.8,1499,17849,27.84630638,114,26.0,2.34,Arts & Humanities
1159,2016,Massey University,New Zealand,Oceania,Palmerston North,516.0,27.62048774,4396,34274,25.71175617,204,28.0,3.3,Natural Sciences
289,2026,California Polytechnic State University,United States Of America,Americas,United States of America,1300.5,4.9,14029,8770,4.198412398,85,5.2,6.72,Engineering & Technology
3123,2025,University of the West of Scotland,United Kingdom,Europe,United Kingdom,649.0,47.13704754,2787,40431,39.36768548,182,40.2,2.71,Engineering & Technology
2659,2017,University of Haifa,Israel,Asia,Haifa,675.5,27.7127994,140,1459,29.18839932,31,26.7,2.8,Life Sciences & Medicine
1142,2025,Manipal Academy of Higher Education,India,Asia,India,826.0,42.47155749,7936,77661,28.98881536,301,37.6,2.96,Natural Sciences
264,2023,Brigham Young University,United States,North America,Provo,1034.0,15.6,23551,44799,8.481481221,203,11.2,4.46,Natural Sciences
2600,2024,University of Deusto,Spain,Europe,Spain,1100.5,6.8,3834,5846,4.799788064,76,6.3,3.15,Life Sciences & Medicine
995,2023,King Fahd University of Petroleum and Minerals,Saudi Arabia,Asia,Saudi Arabia,228.0,53.37951149,3814,12831,21.4567068,106,55.7,6.38,Life Sciences & Medicine
2654,2021,University of Göttingen,Germany,Europe,Göttingen,195.0,50.52449284,11689,177226,47.67976293,448,50.8,3.14,Natural Sciences
3311,2020,Warsaw University of Technology,Poland,Europe,Warsaw,525.5,20.86647887,212,818,16.35997136,30,24.0,4.24,Life Sciences & Medicine
1854,2023,Sun Yat-sen University,China (Mainland),Asia,Guangzhou,269.0,46.0,17484,228174,30.44759604,497,40.2,2.33,Life Sciences & Medicine
315,2020,Ceará State University,Brazil,Latin America,Brazil,1393.0,12.0507419,11783,48156,11.9346313,239,11.5,2.92,Engineering & Technology
1033,2022,Kwame Nkrumah University of Science and Technology,Ghana,Africa,Ghana,1155.0,17.71566907,8345,71967,22.18460701,293,23.5,2.57,Life Sciences & Medicine
2579,2026,University of Colorado Denver/Anschutz Medical Campus,United States,North America,United States,369.0,58.66724645,7750,120284,49.49966774,352,52.6,3.19,Arts & Humanities
2636,2017,University of Geneva,Switzerland,Europe,Geneva,95.0,77.96711936,5821,120523,66.44027657,373,69.6,3.21,Natural Sciences
2330,2019,Universidade Federal de Santa Catarina,Brazil,Latin America,Florianópolis,775.5,26.87938697,154,1072,21.44798242,33,27.3,3.08,Life Sciences & Medicine
819,2025,"International Institute of Information Technology, Hyderabad",India,Asia,India,734.0,28.75462569,375,3286,24.52569487,70,32.6,2.8,Engineering & Technology
1999,2023,"The University of Notre Dame, Australia",Australia,Oceania,Chippendale,1291.0,7.4,7089,5382,3.665980936,74,5.2,4.83,Engineering & Technology
998,2023,King Khalid University,Saudi Arabia,Asia,Abha,717.0,1.9,12346,5114,1.954103398,58,6.0,4.72,Engineering & Technology
2560,2018,University of Central Lancashire,United Kingdom,Europe,Preston,900.5,32.46796291,124,1729,34.57235743,40,26.0,2.48,Social Sciences & Management
2804,2026,University of Minho,Portugal,Europe,Braga,566.0,38.6,2626,34430,22.27046779,176,30.4,1.7,Life Sciences & Medicine
2645,2018,University of Graz,Austria,Europe,Austria,473.0,41.7938204,3972,32129,24.43304119,206,41.5,3.02,Natural Sciences
2448,2017,University Paris 2 Panthéon-Assas,France,Europe,France,625.5,31.72252123,206,1460,29.19446007,44,30.8,4.12,Social Sciences & Management
2796,2026,University of Melbourne,Australia,Oceania,Australia,37.0,59.52073448,28992,183476,41.77498934,419,67.5,6.6,Social Sciences & Management
1338,2022,National University of Sciences and Technology,Pakistan,Asia,Pakistan,906.0,29.28598279,2005,16277,18.64484012,121,28.2,2.3,Social Sciences & Management
346,2026,Chelyabinsk State University,Russian Federation,Europe,Russian Federation,2185.0,12.66478298,2213,7357,8.928800301,88,12.9,2.69,Natural Sciences
905,2020,Johannes Kepler University of Linz,Austria,Europe,Austria,624.0,25.06015629,1761,12066,19.24332486,114,31.3,2.81,Arts & Humanities
2816,2023,University of Mohaghegh Ardabili,Iran,Asia,Iran,741.0,40.21496764,2505,23086,29.37139749,149,35.9,3.19,Natural Sciences
3035,2024,University of Trento,Italy,Europe,Trento,429.0,44.0,4423,24277,26.24570115,152,34.3,4.78,Natural Sciences
2047,2025,Tottori University,Japan,Asia,Japan,1675.0,23.06676512,3034,11820,16.5771692,103,21.9,4.26,Engineering & Technology
2916,2020,University of Pécs,Hungary,Europe,Hungary,809.0,28.99909296,2178,29339,33.56835957,161,28.2,2.49,Life Sciences & Medicine
2667,2024,University of Hawaiʻi at Mānoa,United States,North America,Honolulu,386.0,48.6,10803,233615,54.65953958,486,32.4,2.53,Social Sciences & Management
3013,2021,University of Technology of Compiègne,France,Europe,France,918.0,18.65909831,2110,7060,14.40807444,77,23.8,4.31,Life Sciences & Medicine
224,2026,Bernardo O’Higgins University,Chile,Latin America,Chile,2082.0,13.31058525,1900,7312,8.684233394,89,13.8,2.26,Life Sciences & Medicine
1829,2021,Stanford University,United States,North America,Stanford,2.0,100.0,20489,265827,56.25971382,519,100.0,4.34,Social Sciences & Management
2262,2019,Universidad de Palermo,Argentina,Latin America,Buenos Aires,420.0,27.78432495,3724,18287,21.95259523,133,26.3,4.47,Engineering & Technology
1623,2024,Robert Gordon University,United Kingdom,Europe,Aberdeen,925.5,4.9,812,2702,4.268327832,56,4.2,1.28,Social Sciences & Management
3115,2024,University of the Pacific,United States,North America,Stockton,725.5,3.4,3535,2345,2.457921643,48,2.8,3.71,Life Sciences & Medicine
1312,2026,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,Europe,Ukraine,725.5,14.0352486,7537,17101,6.864965055,138,15.9,3.03,Life Sciences & Medicine
1453,2019,Otto von Guericke University of Magdeburg,Germany,Europe,Germany,667.0,26.55511422,5198,14757,11.40388827,131,24.8,4.02,Engineering & Technology
3069,2022,University of Waikato,New Zealand,Oceania,Hamilton,373.0,33.40112597,1947,13485,22.66331529,111,33.1,3.27,Engineering & Technology
57,2024,Al-Ahliyya Amman University,Jordan,Asia,Jordan,825.5,2.3,10112,2093,1.0,47,4.6,4.83,Arts & Humanities
2803,2020,University of Milano-Bicocca,Italy,Europe,Milan,595.5,40.98371659,2935,31123,39.69780458,200,49.0,3.74,Engineering & Technology
3007,2019,University of Talca,Chile,Latin America,Chile,984.0,19.24499474,2437,18117,20.79973293,146,20.8,2.8,Arts & Humanities
1869,2025,Süleyman Demirel University,Turkey,Asia,Turkey,1506.0,31.27296107,3281,54685,25.10812181,253,25.2,1.51,Life Sciences & Medicine
1347,2020,National Yang-Ming University,Taiwan,Asia,Taiwan,528.0,33.16749957,509,7362,29.56656565,78,38.3,2.04,Arts & Humanities
2839,2026,University of Nebraska-Lincoln,United States,North America,United States,548.0,46.01373706,3007,47113,31.15957276,215,40.7,1.99,Engineering & Technology
2062,2026,Tsinghua University,China (Mainland),Asia,Beijing,17.0,99.6,22723,610216,109.1816507,830,99.8,4.07,Social Sciences & Management
3172,2021,Université Catholique de Louvain,Belgium,Europe,Belgium,165.0,63.03297097,10791,134769,63.57043682,377,57.8,5.09,Engineering & Technology
1787,2026,Sohag University,Egypt,Africa,Egypt,1425.0,25.59446756,10982,101699,24.47638047,343,29.9,2.64,Natural Sciences
2031,2024,Tokyo University of Agriculture,Japan,Asia,Japan,1769.0,20.29662452,1674,14791,18.84266813,111,18.2,2.13,Arts & Humanities
2939,2025,University of San Carlos,Philippines,Asia,Philippines,725.5,1.8,2943,1102,1.0,33,4.5,2.67,Natural Sciences
1440,2022,Oran 1 University,Algeria,Other,Algeria,767.0,24.55398275,6976,32331,21.31244318,205,28.0,4.6,Life Sciences & Medicine
2082,2026,UPES,India,Asia,India,584.0,45.03124476,1808,34619,45.55112672,191,43.1,2.38,Life Sciences & Medicine
1947,2023,The American University in Cairo,Egypt,Africa,Cairo,418.0,4.1,1608,1188,2.073463345,32,16.2,2.81,Social Sciences & Management
954,2018,Kasetsart University,Thailand,Asia,Bangkok,775.5,16.30251022,168,311,6.22260577,17,15.4,3.36,Arts & Humanities
2465,2022,University of Alabama in Huntsville,United States,North America,United States,710.0,25.76885719,3622,12549,15.3787813,107,31.2,4.44,Engineering & Technology
414,2026,Cracow University of Technology,Poland,Europe,Krakow,1689.0,31.41078006,4095,22571,24.53380354,164,27.8,4.45,Engineering & Technology
2624,2019,University of Florida,United States,North America,Gainesville,180.0,55.49717923,31674,226334,36.37646662,369,46.8,5.09,Life Sciences & Medicine
407,2026,Constructor University,Germany,Europe,Germany,518.0,44.87663502,754,5605,35.47310349,75,41.0,4.77,Social Sciences & Management
2884,2021,University of Palermo,Italy,Europe,Palermo,900.5,34.66493731,156,1421,28.42064684,35,33.5,3.12,Life Sciences & Medicine
2065,2020,Tulane University,United States,North America,New Orleans,419.0,32.67723943,172,1241,24.82273556,33,26.8,3.44,Engineering & Technology
1913,2023,Technion - Israel Institute of Technology,Israel,Asia,Haifa,409.0,23.2,6098,55801,24.02103186,197,24.1,2.63,Engineering & Technology
2831,2024,University of Namur,Belgium,Europe,Belgium,719.0,33.99728689,1862,12577,35.62802798,104,32.4,5.27,Life Sciences & Medicine
568,2022,Florida Atlantic University,United States,North America,United States,925.0,28.00409059,3618,61806,29.30568693,256,26.8,1.72,Engineering & Technology
1317,2023,National University of Colombia,Colombia,Latin America,Colombia,725.5,28.59974329,2282,104508,19.74078417,321,27.3,0.43,Life Sciences & Medicine
3075,2025,University of West Attica,Greece,Europe,Greece,1792.0,19.31082307,8978,31985,12.09249801,178,20.2,3.39,Social Sciences & Management
619,2022,German University in Cairo,Egypt,Africa,Cairo,1201.0,19.06915479,2160,9350,12.58365859,91,17.2,2.91,Engineering & Technology
1746,2016,Sheffield Hallam University,United Kingdom,Europe,United Kingdom,726.0,18.44364671,6705,33739,15.3012914,180,18.3,3.04,Engineering & Technology
418,2017,Cukurova University,Turkey,Asia,Adana,701.0,28.66143002,6187,19978,12.7898515,156,28.5,3.96,Natural Sciences
130,2026,Ashoka University,India,Asia,India,1300.5,6.2,2417,3130,5.984756449,54,8.2,4.62,Arts & Humanities
1593,2023,RCSI University of Medicine and Health Sciences,Ireland,Europe,Ireland,234.0,57.89949706,851,7809,48.80720031,93,58.1,5.32,Social Sciences & Management
351,2020,Chiba University,Japan,Asia,Chiba City,442.0,26.7165825,235,979,19.57658735,33,23.8,4.7,Social Sciences & Management
1574,2021,Purdue University West Lafayette,United States,North America,United States,95.0,54.05384928,8787,152882,44.89922128,440,54.1,2.58,Engineering & Technology
3410,2019,École normale supérieure Paris-Saclay,France,Europe,France,629.0,32.0493648,675,2451,20.09071361,42,30.6,5.53,Arts & Humanities
1981,2021,The University of Auckland,New Zealand,Oceania,Auckland,81.0,71.44148802,16489,148524,64.12949183,416,71.5,7.12,Engineering & Technology
1295,2018,National Research Tomsk Polytechnic University,Russia,Europe,Russia,386.0,27.16429032,232,1062,21.23976488,31,31.5,4.64,Life Sciences & Medicine
3258,2022,Utsunomiya University,Japan,Asia,Japan,1621.0,11.19935447,658,1928,8.455960122,40,10.7,2.89,Natural Sciences
2636,2025,University of Geneva,Switzerland,Europe,Geneva,155.0,62.4,6667,121600,72.94568839,339,54.0,4.0,Arts & Humanities
1062,2017,Lappeenranta-Lahti University of Technology LUT,Finland,Europe,Lappeenranta,475.5,34.80294159,1178,4955,16.62769533,73,32.5,3.95,Natural Sciences
2165,2017,Universidad Industrial de Santander - UIS,Colombia,Latin America,Bucaramanga,701.0,32.94799966,1110,26724,28.98522462,169,26.7,1.2,Social Sciences & Management
378,2018,Chung-Ang University,South Korea,Asia,Seoul,1001.0,34.94299634,313,1598,31.96297236,44,34.6,6.26,Social Sciences & Management
3110,2025,University of the Azores,Portugal,Europe,Portugal,1053.0,30.95319212,818,2584,11.69160466,49,35.8,3.7,Arts & Humanities
2553,2021,University of Cape Town,South Africa,Africa,Cape Town,220.0,39.34207894,5541,44353,29.50949224,231,40.5,3.69,Life Sciences & Medicine
2960,2022,University of Sharjah,United Arab Emirates,Asia,Sharjah,625.5,55.31686454,1205,43402,64.01532759,190,51.7,1.78,Natural Sciences
1482,2024,Paul Valéry University Montpellier,France,Europe,Montpellier,1100.5,4.6,9161,7252,4.136711127,87,8.4,5.23,Arts & Humanities
683,2018,Harvard University,United States,North America,Cambridge,3.0,99.8259893,22732,235535,50.69639286,540,99.9,4.89,Social Sciences & Management
457,2021,Dokuz Eylül Üniversitesi,Turkey,Asia,Izmir,1001.0,36.96519362,6246,98901,44.19180566,315,34.2,2.79,Life Sciences & Medicine
1986,2023,The University of Exeter,United Kingdom,Europe,Exeter,163.0,55.3,8500,112334,64.15430877,351,48.2,4.85,Engineering & Technology
205,2023,Beijing Institute of Technology,China (Mainland),Asia,Beijing,355.0,64.3,4554,128448,63.43109303,319,42.5,2.25,Social Sciences & Management
2428,2021,Universiti Teknikal Malaysia Melaka,Malaysia,Asia,Malaysia,1441.0,18.49439159,1256,14195,17.65546962,135,15.5,1.56,Natural Sciences
1775,2025,Simon Fraser University,Canada,Americas,Burnaby,319.0,36.6,7357,67793,30.81500538,281,30.3,3.34,Life Sciences & Medicine
2653,2025,University of Gujrat,Pakistan,Asia,Pakistan,939.0,28.85385268,5752,28945,23.28616465,165,34.4,4.63,Engineering & Technology
2238,2020,Universidad de Castilla-La Mancha,Spain,Europe,Ciudad Real,900.5,42.11708066,4125,44900,24.97192968,219,37.1,2.29,Engineering & Technology
1662,2020,SWPS University,Poland,Europe,Poland,1114.0,18.65410145,2671,14254,19.28792312,133,16.5,3.61,Life Sciences & Medicine
2160,2025,Universidad Francisco de Vitoria,Spain,Europe,Spain,1512.0,25.94502216,7324,35533,21.08777723,202,26.5,4.35,Natural Sciences
539,2022,Federal University of Lavras,Brazil,Latin America,Brazil,1280.0,22.58684388,2345,12629,12.3447453,104,22.5,2.29,Social Sciences & Management
1300,2020,National Sun Yat-sen University,Taiwan,Asia,Kaohsiung City,410.0,21.16540659,2596,11632,15.82564359,112,24.6,3.53,Life Sciences & Medicine
2053,2024,Toyota Technological Institute in Japan,Japan,Asia,Japan,446.0,96.4,428,29519,80.21479219,167,50.8,1.16,Natural Sciences
1846,2024,Suez Canal University,Egypt,Africa,Egypt,1300.5,2.2,14227,3342,1.0,60,3.0,4.26,Engineering & Technology
2429,2020,Universiti Teknologi Brunei,Brunei,Asia,Bandar Seri Begawan,379.0,35.79377088,502,2932,21.09629245,54,34.2,3.61,Arts & Humanities
3068,2016,University of Virginia,United States,North America,Charlottesville,149.0,56.18581569,4795,58891,45.19672804,224,57.2,3.68,Life Sciences & Medicine
3159,2026,Universität Leipzig,Germany,Europe,Leipzig,535.0,13.0,6564,13593,7.288426333,113,22.2,3.52,Natural Sciences
1160,2025,Matej Bel University,Slovakia,Europe,Slovakia,1820.0,19.36590134,863,5106,9.706582261,69,16.7,1.64,Engineering & Technology
1092,2021,London Metropolitan University,United Kingdom,Europe,London,900.5,40.89180899,2228,10388,23.50125779,92,41.6,5.04,Engineering & Technology
3112,2017,University of the Basque Country,Spain,Europe,Leioa,573.0,31.28055081,12916,88034,24.6042749,293,31.8,3.61,Engineering & Technology
1155,2018,Martin-Luther-Universität Halle-Wittenberg,Germany,Europe,Halle,465.5,54.57385319,179,2407,48.14318828,47,54.7,3.58,Social Sciences & Management
1982,2020,The University of Chicago,United States,North America,United States,9.0,90.74587724,8469,69513,63.19354228,285,89.1,7.7,Natural Sciences
3318,2019,Weizmann Institute of Science,Israel,Asia,Rehovot,725.5,1.03365119,748,674,1.0,26,1.0,1.11,Natural Sciences
2435,2025,Universiti Tenaga Nasional,Malaysia,Asia,Kajang,645.5,17.3,513,1508,6.500765413,33,12.6,2.21,Life Sciences & Medicine
97,2021,Amity University,India,Asia,Noida,1001.0,14.58279171,5400,20778,9.292314601,136,17.1,2.42,Natural Sciences
2777,2025,University of Marburg,Germany,Europe,Germany,433.0,48.46452889,5284,48026,33.42076053,249,46.4,3.68,Natural Sciences
2883,2023,University of Padua,Italy,Europe,Italy,202.0,58.04925776,23469,108370,31.65928063,337,55.2,6.86,Social Sciences & Management
163,2025,Azerbaijan State Oil and Industry University,Azerbaijan,Asia,Azerbaijan,1100.5,1.1,1978,1617,1.274622475,44,4.2,1.56,Natural Sciences
3364,2024,Yeshiva University,United States,North America,New York City,369.0,99.7,2639,56785,87.22691772,260,51.2,4.05,Natural Sciences
1723,2017,Shahid Beheshti University,"Iran, Islamic Republic Of",Asia,Tehran,701.0,20.70105221,1658,11378,13.21519805,118,18.8,1.93,Engineering & Technology
746,2024,Ilam University of Medical Sciences,Iran,Asia,Iran,914.0,45.87396629,1148,10803,42.53075989,91,44.8,4.52,Arts & Humanities
1309,2024,National Technical University Kharkiv Polytechnic Institute,Ukraine,Europe,Ukraine,1729.0,14.21800468,2395,12757,13.76212472,95,16.6,2.58,Arts & Humanities
1538,2020,Pontificia Universidad Católica del Ecuador,Ecuador,Latin America,Quito,900.5,30.12948638,4217,31943,21.80425137,216,35.1,2.88,Natural Sciences
708,2024,Hongik University,South Korea,Asia,Seoul,1300.5,3.1,6754,4199,2.541790268,55,4.5,4.09,Engineering & Technology
2839,2019,University of Nebraska-Lincoln,United States,North America,United States,382.0,31.97959778,9757,56315,18.68452071,204,38.0,3.24,Arts & Humanities
1420,2020,Ochanomizu University,Japan,Asia,Tokyo,1189.0,18.30247092,512,2713,15.32585952,56,16.7,2.89,Engineering & Technology
1166,2020,McMaster University,Canada,North America,Hamilton,140.0,53.49101847,12231,113687,29.76871439,351,48.9,3.2,Engineering & Technology
3398,2021,Åbo Akademi University,Finland,Europe,Finland,653.0,24.41695598,831,5742,13.60556183,66,32.0,1.97,Social Sciences & Management
1270,2016,National Chiao Tung University,Taiwan,Asia,Hsinchu City,340.0,41.26173752,2709,16927,18.45961026,139,39.8,2.95,Natural Sciences
816,2024,Instituto Tecnológico de Santo Domingo,Dominican Republic,Americas,Dominican Republic,1100.5,1.4,3503,1124,1.16327324,38,2.0,3.63,Natural Sciences
389,2018,Clarkson University,United States,North America,Potsdam,675.5,36.38486452,595,9635,33.11141965,84,42.2,2.04,Engineering & Technology
2978,2024,University of South Dakota,United States,North America,United States,1185.0,27.30887332,937,10930,34.37159735,113,28.0,2.95,Life Sciences & Medicine
368,2019,Chonnam National University,South Korea,Asia,Gwangju,675.5,32.75162177,119,1273,25.45168546,27,29.4,2.38,Arts & Humanities
2296,2024,Universidad del Norte,Colombia,Latin America,Barranquilla,1100.5,2.7,10503,5319,1.631497565,76,6.2,3.22,Arts & Humanities
555,2024,Federal University of Uberlândia,Brazil,Latin America,Brazil,1412.0,32.05559222,13928,95642,21.20190628,311,29.9,3.09,Engineering & Technology
173,2022,Babes-Bolyai University,Romania,Europe,Cluj-Napoca,1100.5,31.03087675,4041,38405,23.80968775,192,27.1,2.51,Engineering & Technology
1322,2020,National University of Córdoba,Argentina,Latin America,Argentina,1136.0,14.79382912,13116,46144,12.37756962,172,16.5,3.52,Life Sciences & Medicine
1593,2021,RCSI University of Medicine and Health Sciences,Ireland,Europe,Ireland,205.0,38.53020437,549,5139,28.54918324,97,43.0,3.05,Arts & Humanities
2737,2020,University of Las Palmas de Gran Canaria,Spain,Europe,Spain,885.0,31.06960912,3492,28486,23.42607724,195,28.1,2.87,Life Sciences & Medicine
3171,2019,Université Bourgogne Franche-Comté,France,Europe,France,581.0,33.41624863,15635,116979,22.86090784,350,37.1,3.06,Social Sciences & Management
